Rk,Team,Date,xG,Venue,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,xG,npxG,xGD,npxGD,xAG,xA,G-xG,np:G-xG,A-xAG,npxG/Sh,Sh,G/Sh,G/SoT,SoT,SoT%,Dist,FK,Match Report
108,Stuttgart,2023-04-21,1.1,@,Augsburg,de Bundesliga,D 1-1,1,1,0,62,1,0,0,0,1.1,1.1,+0.4,+0.4,0.8,1,-0.1,-0.1,-0.8,0.2,7,0.14,0.33,3,42.9,14.6,1,Match Report
109,Wolfsburg,2023-04-16,0.9,,Leverkusen,de Bundesliga,D 0-0,0,0,0,43,0,0,0,0,0.9,0.9,-0.3,-0.3,0.9,0.8,-0.9,-0.9,-0.9,0.08,11,0,0,3,27.3,19.1,0,Match Report
110,Werder Bremen,2023-04-16,1.7,,Freiburg,de Bundesliga,L 1-2,1,2,-1,50,1,0,0,0,1.7,1.7,+0.9,+0.9,1.7,1.4,-0.7,-0.7,-0.7,0.13,13,0.08,0.2,5,38.5,19.1,0,Match Report
111,Union Berlin,2023-04-16,1.2,,Bochum,de Bundesliga,D 1-1,1,1,0,40,1,0,0,0,1.2,1.2,-0.6,+0.2,1.1,1.2,-0.2,-0.2,-1.1,0.12,10,0.1,0.5,2,20,14.4,1,Match Report
112,Freiburg,2023-04-16,0.8,@,Werder Bremen,de Bundesliga,W 2-1,2,1,+1,50,2,0,0,0,0.8,0.8,-0.9,-0.9,0.3,0.6,+1.2,+1.2,+1.7,0.11,7,0.29,0.67,3,42.9,17.4,2,Match Report
113,Bochum,2023-04-16,1.8,@,Union Berlin,de Bundesliga,D 1-1,1,1,0,60,0,1,1,0,1.8,1,+0.6,-0.2,0.7,1.1,-0.8,-1,-0.7,0.08,13,0,0,5,38.5,15.7,0,Match Report
114,Leverkusen,2023-04-16,1.2,@,Wolfsburg,de Bundesliga,D 0-0,0,0,0,57,0,0,0,0,1.2,1.2,+0.3,+0.3,1.2,2.1,-1.2,-1.2,-1.2,0.08,15,0,0,4,26.7,19,0,Match Report
115,Hoffenheim,2023-04-15,0.4,@,Bayern Munich,de Bundesliga,D 1-1,1,1,0,34,1,0,0,0,0.4,0.4,-1.2,-1.2,0.3,1.1,+0.6,+0.6,-0.3,0.11,4,0.25,1,1,25,16.4,1,Match Report
116,Bayern Munich,2023-04-15,1.6,,Hoffenheim,de Bundesliga,D 1-1,1,1,0,66,1,0,0,0,1.6,1.6,+1.2,+1.2,1.5,2,-0.6,-0.6,-0.5,0.08,22,0.05,0.13,8,36.4,17.8,0,Match Report
117,Augsburg,2023-04-15,0.7,@,RB Leipzig,de Bundesliga,L 2-3,2,3,-1,42,2,0,0,0,0.7,0.7,-1.1,-1.1,0.5,0.9,+1.3,+1.3,+0.5,0.06,12,0.17,1,2,16.7,19.9,0,Match Report
118,Gladbach,2023-04-15,1.2,@,Eint Frankfurt,de Bundesliga,D 1-1,1,1,0,41,1,0,0,0,1.2,1.2,-1,-1,1.1,1.2,-0.2,-0.2,-0.1,0.3,4,0.25,0.5,2,50,15.3,0,Match Report
119,Stuttgart,2023-04-15,1.4,,Dortmund,de Bundesliga,D 3-3,3,3,0,43,3,0,0,0,1.4,1.4,-0.5,-0.5,1.2,1.1,+1.6,+1.6,+0.8,0.12,12,0.25,0.6,5,41.7,16.7,1,Match Report
120,Mainz 05,2023-04-15,0.8,@,Köln,de Bundesliga,D 1-1,1,1,0,47,1,0,0,0,0.8,0.8,-0.2,-0.2,0.8,1,+0.2,+0.2,+0.2,0.16,5,0.2,1,1,20,23.1,0,Match Report
121,RB Leipzig,2023-04-15,1.8,,Augsburg,de Bundesliga,W 3-2,3,2,+1,58,3,0,0,0,1.8,1.8,+1.1,+1.1,1.8,1.1,+1.2,+1.2,+1.2,0.15,12,0.25,0.5,6,50,16.8,0,Match Report
122,Dortmund,2023-04-15,1.8,@,Stuttgart,de Bundesliga,D 3-3,3,3,0,57,3,0,0,0,1.8,1.8,+0.5,+0.5,1.3,1.8,+1.2,+1.2,-0.3,0.12,15,0.2,0.5,6,40,16,1,Match Report
123,Köln,2023-04-15,1,,Mainz 05,de Bundesliga,D 1-1,1,1,0,53,1,0,0,0,1,1,+0.2,+0.2,0.5,0.9,0,0,+0.5,0.09,11,0.09,0.25,4,36.4,17.4,0,Match Report
124,Eint Frankfurt,2023-04-15,2.2,,Gladbach,de Bundesliga,D 1-1,1,1,0,59,1,0,0,0,2.2,2.2,+1.0,+1.0,1.7,1.5,-1.2,-1.2,-0.7,0.14,16,0.06,0.2,5,31.3,16.6,1,Match Report
125,Hertha BSC,2023-04-14,1.6,@,Schalke 04,de Bundesliga,L 2-5,2,5,-3,49,2,0,0,0,1.6,1.6,-0.6,-0.6,0.5,0.6,+0.4,+0.4,-0.5,0.14,11,0.18,0.4,5,45.5,18.6,0,Match Report
126,Schalke 04,2023-04-14,2.2,,Hertha BSC,de Bundesliga,W 5-2,5,2,+3,51,5,0,0,0,2.2,2.2,+0.6,+0.6,2,1.4,+2.8,+2.8,+1.0,0.16,14,0.36,0.83,6,42.9,19,2,Match Report
127,Hoffenheim,2023-04-09,2.2,,Schalke 04,de Bundesliga,W 2-0,2,0,+2,46,0,1,1,0,2.2,1.4,+1.5,+0.7,0.9,1.2,-1.2,-1.4,-0.9,0.1,14,0,0,3,21.4,18.9,0,Match Report
128,Gladbach,2023-04-09,1.6,,Wolfsburg,de Bundesliga,W 2-0,2,0,+2,44,2,0,0,0,1.6,1.6,+0.1,+0.1,1.6,1.9,+0.4,+0.4,+0.4,0.13,13,0.15,0.33,6,46.2,18.5,1,Match Report
129,Wolfsburg,2023-04-09,1.5,@,Gladbach,de Bundesliga,L 0-2,0,2,-2,56,0,0,0,0,1.5,1.5,-0.1,-0.1,1.4,1.5,-1.5,-1.5,-1.4,0.15,10,0,0,2,20,16,0,Match Report
130,Stuttgart,2023-04-09,2.2,@,Bochum,de Bundesliga,W 3-2,3,2,+1,45,3,0,0,0,2.2,2.2,-0.2,+0.6,2,1.1,+0.8,+0.8,0,0.15,15,0.2,0.43,7,46.7,17.3,1,Match Report
131,Bochum,2023-04-09,2.4,,Stuttgart,de Bundesliga,L 2-3,2,3,-1,55,1,1,1,0,2.4,1.6,+0.2,-0.6,1.6,1.5,-0.4,-0.6,-0.6,0.14,11,0.09,0.25,4,36.4,16.4,0,Match Report
132,Schalke 04,2023-04-09,0.7,@,Hoffenheim,de Bundesliga,L 0-2,0,2,-2,54,0,0,0,0,0.7,0.7,-1.5,-0.7,0.7,1.2,-0.7,-0.7,-0.7,0.07,11,0,0,3,27.3,15.7,0,Match Report
133,Bayern Munich,2023-04-08,3.5,@,Freiburg,de Bundesliga,W 1-0,1,0,+1,66,1,0,0,0,3.5,3.5,+2.5,+2.5,3.3,2.9,-2.5,-2.5,-2.3,0.16,22,0.05,0.13,8,36.4,16.2,0,Match Report
134,Augsburg,2023-04-08,0.8,,Köln,de Bundesliga,L 1-3,1,3,-2,53,1,0,0,0,0.8,0.8,-0.9,-0.9,0.5,0.8,+0.2,+0.2,+0.5,0.07,13,0.08,1,1,7.7,18.4,0,Match Report
135,Hertha BSC,2023-04-08,0.5,,RB Leipzig,de Bundesliga,L 0-1,0,1,-1,34,0,0,0,0,0.5,0.5,-1.5,-1.5,0.3,0.3,-0.5,-0.5,-0.3,0.05,11,0,0,1,9.1,21.5,2,Match Report
136,Werder Bremen,2023-04-08,0.9,@,Mainz 05,de Bundesliga,D 2-2,2,2,0,49,2,0,0,0,0.9,0.9,-1,-1,0.3,0.5,+1.1,+1.1,+0.7,0.1,9,0.22,0.5,4,44.4,18.5,1,Match Report
137,Union Berlin,2023-04-08,0.5,@,Dortmund,de Bundesliga,L 1-2,1,2,-1,37,1,0,0,0,0.5,0.5,-2.1,-2.1,0.5,1,+0.5,+0.5,+0.5,0.07,7,0.14,0.5,2,28.6,25.9,0,Match Report
138,Mainz 05,2023-04-08,1.9,,Werder Bremen,de Bundesliga,D 2-2,2,2,0,51,2,0,0,0,1.9,1.9,+1.0,+1.0,0.8,1.3,+0.1,+0.1,+1.2,0.12,16,0.13,0.2,10,62.5,16.7,0,Match Report
139,Freiburg,2023-04-08,1,,Bayern Munich,de Bundesliga,L 0-1,0,1,-1,34,0,0,0,0,1,1,-2.5,-2.5,0.3,0.7,-1,-1,-0.3,0.1,10,0,0,2,20,16.3,1,Match Report
140,RB Leipzig,2023-04-08,2,@,Hertha BSC,de Bundesliga,W 1-0,1,0,+1,66,1,0,0,0,2,2,+1.5,+1.5,1.3,1.3,-1,-1,-1.3,0.13,18,0.06,0.17,6,33.3,16.6,0,Match Report
141,Dortmund,2023-04-08,2.6,,Union Berlin,de Bundesliga,W 2-1,2,1,+1,63,2,0,0,0,2.6,2.6,+2.1,+2.1,2,2.3,-0.6,-0.6,-1,0.18,15,0.13,0.33,6,40,15.4,0,Match Report
142,Köln,2023-04-08,1.7,@,Augsburg,de Bundesliga,W 3-1,3,1,+2,47,3,0,0,0,1.7,1.7,+0.9,+0.9,1.7,1.3,+1.3,+1.3,+1.3,0.16,11,0.27,0.5,6,54.5,15.5,0,Match Report
143,Leverkusen,2023-04-08,2.1,,Eint Frankfurt,de Bundesliga,W 3-1,3,1,+2,43,3,0,0,0,2.1,2.1,+1.2,+1.2,2,1,+0.9,+0.9,+1.0,0.15,14,0.21,0.33,9,64.3,14.9,0,Match Report
144,Eint Frankfurt,2023-04-08,0.9,@,Leverkusen,de Bundesliga,L 1-3,1,3,-2,57,1,0,0,0,0.9,0.9,-1.2,-1.2,0.8,1.3,+0.1,+0.1,+0.2,0.11,9,0.11,0.5,2,22.2,14.3,0,Match Report
145,Hoffenheim,2023-04-02,1.1,@,Werder Bremen,de Bundesliga,W 2-1,2,1,+1,43,2,0,0,0,1.1,1.1,+0.2,+0.2,1.1,1.3,+0.9,+0.9,+0.9,0.14,8,0.25,1,2,25,14.7,0,Match Report
146,Gladbach,2023-04-02,1,@,Köln,de Bundesliga,D 0-0,0,0,0,49,0,0,0,0,1,1,0,0,1,0.8,-1,-1,-1,0.12,8,0,0,2,25,18.5,1,Match Report
147,Werder Bremen,2023-04-02,0.9,,Hoffenheim,de Bundesliga,L 1-2,1,2,-1,57,1,0,0,0,0.9,0.9,-0.2,-0.2,0.7,1.9,+0.1,+0.1,+0.3,0.07,12,0.08,0.25,4,33.3,18,0,Match Report
148,Köln,2023-04-02,1,,Gladbach,de Bundesliga,D 0-0,0,0,0,51,0,0,0,0,1,1,0,0,0.8,1,-1,-1,-0.8,0.08,12,0,0,5,41.7,17.4,1,Match Report
149,Bayern Munich,2023-04-01,2.4,,Dortmund,de Bundesliga,W 4-2,4,2,+2,48,3,0,0,0,2.4,2.4,+0.8,+1.5,1.9,1.9,+0.6,+0.6,+0.1,0.15,16,0.19,0.33,9,56.3,16.5,0,Match Report
150,Augsburg,2023-04-01,0.6,@,Wolfsburg,de Bundesliga,D 2-2,2,2,0,32,1,0,0,0,0.6,0.6,-2.9,-2.2,0.6,0.3,+0.4,+0.4,+0.4,0.12,5,0.2,0.5,2,40,19.2,0,Match Report
151,Hertha BSC,2023-04-01,1.8,@,Freiburg,de Bundesliga,D 1-1,1,1,0,42,1,0,0,0,1.8,1.8,+0.6,+0.6,1.5,1.3,-0.8,-0.8,-1.5,0.19,10,0.1,0.5,2,20,13.8,0,Match Report
152,Wolfsburg,2023-04-01,3.5,,Augsburg,de Bundesliga,D 2-2,2,2,0,68,2,0,1,1,3.5,2.8,+2.9,+2.2,2.5,2.1,-1.5,-0.8,-0.5,0.13,22,0.09,0.4,5,22.7,16.7,0,Match Report
153,Stuttgart,2023-04-01,2.2,@,Union Berlin,de Bundesliga,L 0-3,0,3,-3,61,0,0,0,0,2.2,2.2,+0.3,+0.3,2,1.3,-2.2,-2.2,-2,0.13,17,0,0,7,41.2,19.9,1,Match Report
154,Union Berlin,2023-04-01,1.9,,Stuttgart,de Bundesliga,W 3-0,3,0,+3,39,2,0,0,0,1.9,1.9,-0.3,-0.3,1.2,1.2,+0.1,+0.1,-0.2,0.16,12,0.17,0.4,5,41.7,14.9,0,Match Report
155,Mainz 05,2023-04-01,2.9,@,RB Leipzig,de Bundesliga,W 3-0,3,0,+3,31,3,0,0,0,2.9,2.9,+2.1,+2.1,1.8,0.9,+0.1,+0.1,-0.8,0.17,19,0.16,0.43,7,36.8,16.2,2,Match Report
156,Freiburg,2023-04-01,1.2,,Hertha BSC,de Bundesliga,D 1-1,1,1,0,58,1,0,0,0,1.2,1.2,-0.6,-0.6,1,0.9,-0.2,-0.2,0,0.07,16,0.06,0.13,8,50,19.9,2,Match Report
157,RB Leipzig,2023-04-01,0.8,,Mainz 05,de Bundesliga,L 0-3,0,3,-3,69,0,0,0,0,0.8,0.8,-2.1,-2.1,0.7,0.6,-0.8,-0.8,-0.7,0.07,12,0,0,3,25,25.5,2,Match Report
158,Dortmund,2023-04-01,1.5,@,Bayern Munich,de Bundesliga,L 2-4,2,4,-2,52,1,1,1,0,1.5,0.9,-0.8,-1.5,0.9,1.1,+0.5,+0.1,+0.1,0.1,9,0.11,0.33,3,33.3,17.2,0,Match Report
159,Schalke 04,2023-04-01,1.1,,Leverkusen,de Bundesliga,L 0-3,0,3,-3,48,0,0,0,0,1.1,1.1,-1.6,-1.6,0.9,1.2,-1.1,-1.1,-0.9,0.09,12,0,0,3,25,19.3,3,Match Report
160,Leverkusen,2023-04-01,2.7,@,Schalke 04,de Bundesliga,W 3-0,3,0,+3,52,3,0,0,0,2.7,2.7,+1.6,+1.6,2.7,2,+0.3,+0.3,+0.3,0.15,18,0.17,0.33,9,50,17.5,1,Match Report
161,Bochum,2023-03-31,1.1,@,Eint Frankfurt,de Bundesliga,D 1-1,1,1,0,27,1,0,0,0,1.1,1.1,-2,-1.2,0.5,0.6,-0.1,-0.1,-0.5,0.17,7,0.14,0.5,2,28.6,17.4,1,Match Report
162,Eint Frankfurt,2023-03-31,3.1,,Bochum,de Bundesliga,D 1-1,1,1,0,73,0,1,1,0,3.1,2.3,+2.0,+1.2,2.2,2.2,-2.1,-2.3,-2.2,0.13,18,0,0,5,27.8,13.9,1,Match Report
163,Bayern Munich,2023-03-19,1,@,Leverkusen,de Bundesliga,L 1-2,1,2,-1,60,1,0,0,0,1,1,-1.1,+0.5,0.8,1.3,0,0,+0.2,0.09,11,0.09,0.17,6,54.5,15,0,Match Report
164,Union Berlin,2023-03-19,1.3,,Eint Frankfurt,de Bundesliga,W 2-0,2,0,+2,37,2,0,0,0,1.3,1.3,-1.4,-1.4,1.2,0.3,+0.7,+0.7,+0.8,0.1,15,0.13,0.67,3,20,17.8,0,Match Report
165,Mainz 05,2023-03-19,1,,Freiburg,de Bundesliga,D 1-1,1,1,0,47,1,0,0,0,1,1,-0.7,-0.7,0.8,0.8,0,0,-0.8,0.1,10,0.1,0.2,5,50,16.4,1,Match Report
166,Freiburg,2023-03-19,1.7,@,Mainz 05,de Bundesliga,D 1-1,1,1,0,53,1,0,0,0,1.7,1.7,+0.7,+0.7,1,0.6,-0.7,-0.7,0,0.16,11,0.09,0.2,5,45.5,19.2,0,Match Report
167,Leverkusen,2023-03-19,2,,Bayern Munich,de Bundesliga,W 2-1,2,1,+1,40,0,2,2,0,2,0.4,+1.1,-0.5,0.3,0.2,0,-0.4,-0.3,0.05,9,0,0,3,33.3,26.1,1,Match Report
168,Eint Frankfurt,2023-03-19,2.7,@,Union Berlin,de Bundesliga,L 0-2,0,2,-2,63,0,0,0,0,2.7,2.7,+1.4,+1.4,2,2.2,-2.7,-2.7,-2,0.14,19,0,0,5,26.3,15.2,0,Match Report
169,Hoffenheim,2023-03-18,2.6,,Hertha BSC,de Bundesliga,W 3-1,3,1,+2,48,1,2,2,0,2.6,1.1,+1.6,+0.1,0.7,0.9,+0.4,-0.1,-0.7,0.08,14,0.07,0.2,5,35.7,17.8,1,Match Report
170,Augsburg,2023-03-18,0.3,,Schalke 04,de Bundesliga,D 1-1,1,1,0,43,1,0,0,0,0.3,0.3,-1.5,-0.7,0.2,0.3,+0.7,+0.7,+0.8,0.04,9,0.11,0.33,3,33.3,24.1,1,Match Report
171,Hertha BSC,2023-03-18,1,@,Hoffenheim,de Bundesliga,L 1-3,1,3,-2,52,1,0,0,0,1,1,-1.6,-0.1,0.7,1,0,0,-0.7,0.09,11,0.09,0.2,5,45.5,15.2,0,Match Report
172,Wolfsburg,2023-03-18,0.6,@,Stuttgart,de Bundesliga,W 1-0,1,0,+1,43,1,0,0,0,0.6,0.6,0,0,0.5,0.6,+0.4,+0.4,+0.5,0.06,9,0.11,0.33,3,33.3,20.4,0,Match Report
173,Stuttgart,2023-03-18,0.5,,Wolfsburg,de Bundesliga,L 0-1,0,1,-1,57,0,0,0,0,0.5,0.5,0,0,0.4,0.4,-0.5,-0.5,-0.4,0.05,12,0,0,2,16.7,21.7,0,Match Report
174,RB Leipzig,2023-03-18,1.8,@,Bochum,de Bundesliga,L 0-1,0,1,-1,65,0,0,0,0,1.8,1.8,+0.7,+0.7,1.1,1.8,-1.8,-1.8,-1.1,0.08,22,0,0,8,36.4,17.9,2,Match Report
175,Dortmund,2023-03-18,3.3,,Köln,de Bundesliga,W 6-1,6,1,+5,63,6,0,0,0,3.3,3.3,+1.7,+1.7,2.4,1.6,+2.7,+2.7,+2.6,0.29,12,0.5,0.75,8,66.7,12.4,1,Match Report
176,Bochum,2023-03-18,1.1,,RB Leipzig,de Bundesliga,W 1-0,1,0,+1,35,1,0,0,0,1.1,1.1,-0.7,-0.7,0.8,0.7,-0.1,-0.1,+0.2,0.15,8,0.13,0.5,2,25,18,0,Match Report
177,Köln,2023-03-18,1.6,@,Dortmund,de Bundesliga,L 1-6,1,6,-5,37,1,0,0,0,1.6,1.6,-1.7,-1.7,0.5,0.5,-0.6,-0.6,-0.5,0.16,11,0.09,0.2,5,45.5,14.6,0,Match Report
178,Schalke 04,2023-03-18,1.8,@,Augsburg,de Bundesliga,D 1-1,1,1,0,57,0,1,1,0,1.8,1,+1.5,+0.7,0.9,1.1,-0.8,-1,-0.9,0.08,13,0,0,4,30.8,14.8,0,Match Report
179,Gladbach,2023-03-17,3.4,,Werder Bremen,de Bundesliga,D 2-2,2,2,0,58,2,0,0,0,3.4,3.4,+2.1,+2.1,2.9,1.8,-1.4,-1.4,-1.9,0.16,21,0.1,0.25,8,38.1,18.2,1,Match Report
180,Werder Bremen,2023-03-17,1.3,@,Gladbach,de Bundesliga,D 2-2,2,2,0,42,2,0,0,0,1.3,1.3,-2.1,-2.1,1.3,1.3,+0.7,+0.7,+0.7,0.16,8,0.25,0.67,3,37.5,16,0,Match Report
181,Hoffenheim,2023-03-12,1,@,Freiburg,de Bundesliga,L 1-2,1,2,-1,41,1,0,0,0,1,1,+0.5,+0.5,0.8,1.3,0,0,+0.2,0.09,12,0.08,1,1,8.3,17,0,Match Report
182,Wolfsburg,2023-03-12,1.7,,Union Berlin,de Bundesliga,D 1-1,1,1,0,58,1,0,0,0,1.7,1.7,+0.4,+1.2,1.4,1.2,-0.7,-0.7,-0.4,0.11,15,0.07,0.17,6,40,17.5,2,Match Report
183,Werder Bremen,2023-03-12,1.8,,Leverkusen,de Bundesliga,L 2-3,2,3,-1,53,1,1,1,0,1.8,1,+0.8,+0.1,1,1.4,+0.2,0,0,0.09,11,0.09,0.2,5,45.5,21.2,1,Match Report
184,Union Berlin,2023-03-12,1.3,@,Wolfsburg,de Bundesliga,D 1-1,1,1,0,42,0,1,1,0,1.3,0.5,-0.4,-1.2,0.4,0.5,-0.3,-0.5,-0.4,0.05,11,0,0,1,9.1,19.2,0,Match Report
185,Freiburg,2023-03-12,0.6,,Hoffenheim,de Bundesliga,W 2-1,2,1,+1,59,2,0,0,0,0.6,0.6,-0.5,-0.5,0.5,0.4,+1.4,+1.4,+0.5,0.07,9,0.22,0.67,3,33.3,15.4,0,Match Report
186,Leverkusen,2023-03-12,1,@,Werder Bremen,de Bundesliga,W 3-2,3,2,+1,47,3,0,0,0,1,1,-0.8,-0.1,0.6,0.4,+2.0,+2.0,+1.4,0.07,13,0.23,0.6,5,38.5,16.8,0,Match Report
187,Bayern Munich,2023-03-11,2.4,,Augsburg,de Bundesliga,W 5-3,5,3,+2,65,5,0,0,0,2.4,2.4,-0.1,+0.6,1.9,2.6,+2.6,+2.6,+1.1,0.11,23,0.22,0.63,8,34.8,16.1,1,Match Report
188,Augsburg,2023-03-11,2.5,@,Bayern Munich,de Bundesliga,L 3-5,3,5,-2,35,2,1,1,0,2.5,1.7,+0.1,-0.6,1.3,0.3,+0.5,+0.3,-0.3,0.14,12,0.17,0.4,5,41.7,17.8,0,Match Report
189,Hertha BSC,2023-03-11,1.5,,Mainz 05,de Bundesliga,D 1-1,1,1,0,41,0,1,1,0,1.5,0.7,+1.0,+0.2,0.6,0.7,-0.5,-0.7,-0.6,0.07,10,0,0,3,30,19.6,1,Match Report
190,Gladbach,2023-03-11,1.6,@,RB Leipzig,de Bundesliga,L 0-3,0,3,-3,34,0,0,1,1,1.6,0.8,-0.9,-0.9,0.3,0.5,-1.6,-0.8,-0.3,0.13,6,0,0,2,33.3,16.3,0,Match Report
191,Stuttgart,2023-03-11,0.8,@,Eint Frankfurt,de Bundesliga,D 1-1,1,1,0,48,1,0,0,0,0.8,0.8,+0.1,+0.1,0.7,0.6,+0.2,+0.2,+0.3,0.08,10,0.1,0.25,4,40,17.8,0,Match Report
192,Mainz 05,2023-03-11,0.5,@,Hertha BSC,de Bundesliga,D 1-1,1,1,0,59,1,0,0,0,0.5,0.5,-1,-0.2,0.5,0.5,+0.5,+0.5,+0.5,0.09,6,0.17,0.33,3,50,16.3,0,Match Report
193,RB Leipzig,2023-03-11,2.5,,Gladbach,de Bundesliga,W 3-0,3,0,+3,66,2,1,1,0,2.5,1.7,+0.9,+0.9,1.6,1.5,+0.5,+0.3,-0.6,0.14,13,0.15,0.25,8,61.5,16.7,1,Match Report
194,Dortmund,2023-03-11,2,@,Schalke 04,de Bundesliga,D 2-2,2,2,0,65,2,0,0,0,2,2,+0.5,+0.5,1.3,0.9,0,0,+0.7,0.1,20,0.1,0.25,8,40,18,1,Match Report
195,Schalke 04,2023-03-11,1.5,,Dortmund,de Bundesliga,D 2-2,2,2,0,35,2,0,0,0,1.5,1.5,-0.5,-0.5,1.2,1.1,+0.5,+0.5,+0.8,0.15,10,0.2,0.5,4,40,23.1,0,Match Report
196,Eint Frankfurt,2023-03-11,0.7,,Stuttgart,de Bundesliga,D 1-1,1,1,0,52,1,0,0,0,0.7,0.7,-0.1,-0.1,0.5,1,+0.3,+0.3,-0.5,0.07,10,0.1,1,1,10,18.9,0,Match Report
197,Bochum,2023-03-10,1.4,@,Köln,de Bundesliga,W 2-0,2,0,+2,37,1,1,1,0,1.4,0.6,+0.7,-0.1,0.5,0.5,+0.6,+0.4,+0.5,0.08,8,0.13,0.5,2,25,23.4,0,Match Report
198,Köln,2023-03-10,0.7,,Bochum,de Bundesliga,L 0-2,0,2,-2,63,0,0,0,0,0.7,0.7,-0.7,+0.1,0.5,1.5,-0.7,-0.7,-0.5,0.07,11,0,0,5,45.5,15.1,1,Match Report
199,Hertha BSC,2023-03-05,1.1,@,Leverkusen,de Bundesliga,L 1-4,1,4,-3,39,0,1,1,0,1.1,0.3,-0.6,-1.4,0.2,0.2,-0.1,-0.3,-0.2,0.04,6,0,0,1,16.7,26.7,1,Match Report
200,Wolfsburg,2023-03-05,1.9,,Eint Frankfurt,de Bundesliga,D 2-2,2,2,0,52,2,0,0,0,1.9,1.9,+1.2,+1.2,1.9,1.8,+0.1,+0.1,+0.1,0.16,12,0.17,0.33,6,50,15.8,0,Match Report
201,Leverkusen,2023-03-05,1.6,,Hertha BSC,de Bundesliga,W 4-1,4,1,+3,61,4,0,0,0,1.6,1.6,+0.6,+1.4,1.6,1.1,+2.4,+2.4,+2.4,0.11,16,0.25,0.44,9,56.3,16.8,0,Match Report
202,Eint Frankfurt,2023-03-05,0.6,@,Wolfsburg,de Bundesliga,D 2-2,2,2,0,48,2,0,0,0,0.6,0.6,-1.2,-1.2,0.5,0.7,+1.4,+1.4,+0.5,0.06,10,0.2,1,2,20,16.8,0,Match Report
203,Hoffenheim,2023-03-04,0.8,@,Mainz 05,de Bundesliga,L 0-1,0,1,-1,53,0,0,0,0,0.8,0.8,-0.3,-0.3,0.6,0.8,-0.8,-0.8,-0.6,0.05,15,0,0,3,20,18.6,1,Match Report
204,Bayern Munich,2023-03-04,2.1,@,Stuttgart,de Bundesliga,W 2-1,2,1,+1,60,2,0,0,0,2.1,2.1,+1.4,+1.4,1.8,1.7,-0.1,-0.1,+0.2,0.15,14,0.14,0.33,6,42.9,14.9,0,Match Report
205,Augsburg,2023-03-04,0.6,,Werder Bremen,de Bundesliga,W 2-1,2,1,+1,38,2,0,0,0,0.6,0.6,-1.7,-1.7,0.3,0.4,+1.4,+1.4,+1.7,0.07,9,0.22,0.4,5,55.6,21.6,0,Match Report
206,Gladbach,2023-03-04,1.5,,Freiburg,de Bundesliga,D 0-0,0,0,0,52,0,0,0,0,1.5,1.5,+1.2,+1.2,1.4,1.2,-1.5,-1.5,-1.4,0.17,9,0,0,3,33.3,14.5,0,Match Report
207,Stuttgart,2023-03-04,0.8,,Bayern Munich,de Bundesliga,L 1-2,1,2,-1,40,1,0,0,0,0.8,0.8,-1.4,-1.4,0.8,0.9,+0.2,+0.2,+0.2,0.08,10,0.1,0.33,3,30,15.9,0,Match Report
208,Werder Bremen,2023-03-04,2.3,@,Augsburg,de Bundesliga,L 1-2,1,2,-1,62,1,0,0,0,2.3,2.3,+1.7,+1.7,1.7,1.4,-1.3,-1.3,-0.7,0.12,20,0.05,0.14,7,35,17.5,0,Match Report
209,Union Berlin,2023-03-04,0.5,,Köln,de Bundesliga,D 0-0,0,0,0,52,0,0,0,0,0.5,0.5,-0.4,-0.4,0.4,1.6,-0.5,-0.5,-0.4,0.06,8,0,0,2,25,16,0,Match Report
210,Mainz 05,2023-03-04,1.1,,Hoffenheim,de Bundesliga,W 1-0,1,0,+1,47,1,0,0,0,1.1,1.1,+0.3,+0.3,0.9,0.9,-0.1,-0.1,+0.1,0.07,16,0.06,0.17,6,37.5,16.6,0,Match Report
211,Freiburg,2023-03-04,0.3,@,Gladbach,de Bundesliga,D 0-0,0,0,0,48,0,0,0,0,0.3,0.3,-1.2,-1.2,0.1,0.5,-0.3,-0.3,-0.1,0.04,8,0,0,3,37.5,22.1,1,Match Report
212,Bochum,2023-03-04,1.3,,Schalke 04,de Bundesliga,L 0-2,0,2,-2,61,0,0,0,0,1.3,1.3,+0.7,+0.7,1.2,1.5,-1.3,-1.3,-1.2,0.19,7,0,0,4,57.1,13.8,0,Match Report
213,Köln,2023-03-04,0.9,@,Union Berlin,de Bundesliga,D 0-0,0,0,0,48,0,0,0,0,0.9,0.9,+0.4,+0.4,0.8,0.4,-0.9,-0.9,-0.8,0.09,10,0,0,4,40,15.3,0,Match Report
214,Schalke 04,2023-03-04,0.6,@,Bochum,de Bundesliga,W 2-0,2,0,+2,39,1,0,0,0,0.6,0.6,-0.7,-0.7,0.6,1.3,+0.4,+0.4,+0.4,0.06,10,0.1,0.25,4,40,19.9,0,Match Report
215,RB Leipzig,2023-03-03,2.2,@,Dortmund,de Bundesliga,L 1-2,1,2,-1,62,1,0,0,0,2.2,2.2,+1.0,+1.8,2.1,2.2,-1.2,-1.2,-1.1,0.13,17,0.06,0.2,5,29.4,15.6,0,Match Report
216,Dortmund,2023-03-03,1.2,,RB Leipzig,de Bundesliga,W 2-1,2,1,+1,38,1,1,1,0,1.2,0.4,-1,-1.8,0.2,0.8,+0.8,+0.6,-0.2,0.06,7,0.14,0.5,2,28.6,21.5,1,Match Report
