Rk,Team,Date,xG,Venue,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,xG,npxG,xGD,npxGD,xAG,xA,G-xG,np:G-xG,A-xAG,npxG/Sh,Sh,G/Sh,G/SoT,SoT,SoT%,Dist,FK,Match Report
49,Darmstadt 98,2024-05-04,0.4,@,Wolfsburg,de Bundesliga,L 0-3,0,3,-3,47,0,0,0,0,0.4,0.4,-1.8,-1.8,0.3,0.5,-0.4,-0.4,-0.3,0.06,6,0,0,1,16.7,19.6,1,Match Report
50,Freiburg,2024-05-04,0.8,@,Köln,de Bundesliga,D 0-0,0,0,0,44,0,0,0,0,0.8,0.8,-0.1,-0.1,0.8,0.7,-0.8,-0.8,-0.8,0.21,4,0,,0,0,12.1,0,Match Report
51,Dortmund,2024-05-04,4,,Augsburg,de Bundesliga,W 5-1,5,1,+4,61,5,0,0,0,4,4,+1.5,+1.5,3.7,1.8,+1.0,+1.0,+0.3,0.21,21,0.24,0.5,10,47.6,15.5,0,Match Report
52,Köln,2024-05-04,0.9,,Freiburg,de Bundesliga,D 0-0,0,0,0,56,0,0,0,0,0.9,0.9,+0.1,+0.1,0.8,1.1,-0.9,-0.9,-0.8,0.05,19,0,0,7,36.8,21.8,0,Match Report
53,Hoffenheim,2024-05-03,1.6,,RB Leipzig,de Bundesliga,D 1-1,1,1,0,55,1,0,0,0,1.6,1.6,+0.8,+0.8,1.4,1.5,-0.6,-0.6,-0.4,0.08,20,0.05,0.13,8,40,20,0,Match Report
54,RB Leipzig,2024-05-03,0.8,@,Hoffenheim,de Bundesliga,D 1-1,1,1,0,45,1,0,0,0,0.8,0.8,-0.8,-0.8,0.8,0.7,+0.2,+0.2,+0.2,0.1,8,0.13,0.25,4,50,17.5,0,Match Report
55,Heidenheim,2024-04-28,1.6,@,Darmstadt 98,de Bundesliga,W 1-0,1,0,+1,55,1,0,0,0,1.6,1.6,+0.9,+0.9,1.4,1.7,-0.6,-0.6,-0.4,0.09,17,0.06,0.2,5,29.4,16.2,0,Match Report
56,Gladbach,2024-04-28,0.9,,Union Berlin,de Bundesliga,D 0-0,0,0,0,52,0,0,0,0,0.9,0.9,-0.1,-0.1,0.8,0.7,-0.9,-0.9,-0.8,0.07,13,0,0,4,30.8,15.4,0,Match Report
57,Darmstadt 98,2024-04-28,0.7,,Heidenheim,de Bundesliga,L 0-1,0,1,-1,45,0,0,0,0,0.7,0.7,-0.9,-0.9,0.5,0.6,-0.7,-0.7,-0.5,0.07,11,0,0,3,27.3,20.2,1,Match Report
58,Union Berlin,2024-04-28,1,@,Gladbach,de Bundesliga,D 0-0,0,0,0,48,0,0,0,0,1,1,+0.1,+0.1,0.6,0.7,-1,-1,-0.6,0.07,14,0,0,7,50,21.5,0,Match Report
59,Mainz 05,2024-04-28,1.6,,Köln,de Bundesliga,D 1-1,1,1,0,39,1,0,0,0,1.6,1.6,-0.9,+0.6,1.1,1.2,-0.6,-0.6,-1.1,0.1,16,0.06,0.25,4,25,14.7,0,Match Report
60,Köln,2024-04-28,2.5,@,Mainz 05,de Bundesliga,D 1-1,1,1,0,61,0,1,2,1,2.5,1,+0.9,-0.6,0.8,1.4,-1.5,-1,-0.8,0.07,15,0,0,5,33.3,20.2,0,Match Report
61,Bayern Munich,2024-04-27,3.3,,Eint Frankfurt,de Bundesliga,W 2-1,2,1,+1,62,1,1,1,0,3.3,2.6,+2.8,+2.1,2.5,2.3,-1.3,-1.6,-1.5,0.14,19,0.05,0.14,7,36.8,17.8,0,Match Report
62,Augsburg,2024-04-27,0.6,,Werder Bremen,de Bundesliga,L 0-3,0,3,-3,54,0,0,0,0,0.6,0.6,-1.4,-0.6,0.5,0.6,-0.6,-0.6,-0.5,0.05,13,0,0,1,7.7,19.8,0,Match Report
63,Wolfsburg,2024-04-27,0.5,@,Freiburg,de Bundesliga,W 2-1,2,1,+1,49,2,0,0,0,0.5,0.5,-1.7,-0.9,0.3,0.8,+1.5,+1.5,+0.7,0.04,12,0.17,0.5,4,33.3,23.1,1,Match Report
64,Stuttgart,2024-04-27,1.7,@,Leverkusen,de Bundesliga,D 2-2,2,2,0,51,2,0,0,0,1.7,1.7,+0.2,+0.2,1.1,0.8,+0.3,+0.3,-1.1,0.15,11,0.18,0.5,4,36.4,17.1,0,Match Report
65,Werder Bremen,2024-04-27,2,@,Augsburg,de Bundesliga,W 3-0,3,0,+3,46,2,1,1,0,2,1.2,+1.4,+0.6,1.2,1.4,+1.0,+0.8,+0.8,0.09,14,0.14,0.4,5,35.7,19.6,0,Match Report
66,Freiburg,2024-04-27,2.2,,Wolfsburg,de Bundesliga,L 1-2,1,2,-1,51,0,0,1,1,2.2,1.5,+1.7,+0.9,1,0.7,-2.2,-1.5,-1,0.11,14,0,0,3,21.4,16.5,0,Match Report
67,RB Leipzig,2024-04-27,2.6,,Dortmund,de Bundesliga,W 4-1,4,1,+3,39,4,0,0,0,2.6,2.6,+1.0,+1.0,2,1.3,+1.4,+1.4,+1.0,0.12,21,0.19,0.57,7,33.3,18.6,0,Match Report
68,Dortmund,2024-04-27,1.6,@,RB Leipzig,de Bundesliga,L 1-4,1,4,-3,61,1,0,0,0,1.6,1.6,-1,-1,1.7,2.4,-0.6,-0.6,-1.7,0.14,12,0.08,0.2,5,41.7,15.4,0,Match Report
69,Leverkusen,2024-04-27,1.4,,Stuttgart,de Bundesliga,D 2-2,2,2,0,49,2,0,0,0,1.4,1.4,-0.2,-0.2,0.8,0.7,+0.6,+0.6,+1.2,0.1,14,0.14,0.33,6,42.9,20.1,2,Match Report
70,Eint Frankfurt,2024-04-27,0.5,@,Bayern Munich,de Bundesliga,L 1-2,1,2,-1,38,1,0,0,0,0.5,0.5,-2.8,-2.1,0.2,0.3,+0.5,+0.5,+0.8,0.05,10,0.1,0.33,3,30,22.6,0,Match Report
71,Hoffenheim,2024-04-26,1,@,Bochum,de Bundesliga,L 2-3,2,3,-1,54,2,0,0,0,1,1,-2.3,-2.3,1,1,+1.0,+1.0,+1.0,0.1,10,0.2,0.5,4,40,15.6,0,Match Report
72,Bochum,2024-04-26,3.2,,Hoffenheim,de Bundesliga,W 3-2,3,2,+1,46,3,0,0,0,3.2,3.2,+2.3,+2.3,2.3,1.8,-0.2,-0.2,-1.3,0.09,36,0.08,0.25,12,33.3,15.9,3,Match Report
73,Stuttgart,2024-04-21,2.2,@,Werder Bremen,de Bundesliga,L 1-2,1,2,-1,69,1,0,0,0,2.2,2.2,+0.7,+1.5,1.5,3.5,-1.2,-1.2,-1.5,0.15,15,0.07,0.2,5,33.3,15.7,1,Match Report
74,Werder Bremen,2024-04-21,1.5,,Stuttgart,de Bundesliga,W 2-1,2,1,+1,31,1,1,1,0,1.5,0.8,-0.7,-1.5,0.6,0.5,+0.5,+0.2,+0.4,0.09,8,0.13,1,1,12.5,24.6,0,Match Report
75,Mainz 05,2024-04-21,1,@,Freiburg,de Bundesliga,D 1-1,1,1,0,60,1,0,0,0,1,1,-0.1,-0.1,0.7,1,0,0,+0.3,0.07,16,0.06,0.33,3,18.8,18.9,1,Match Report
76,Freiburg,2024-04-21,1.1,,Mainz 05,de Bundesliga,D 1-1,1,1,0,40,1,0,0,0,1.1,1.1,+0.1,+0.1,1.1,0.8,-0.1,-0.1,-0.1,0.19,6,0.17,0.33,3,50,14.2,0,Match Report
77,Dortmund,2024-04-21,0.5,,Leverkusen,de Bundesliga,D 1-1,1,1,0,48,1,0,0,0,0.5,0.5,-0.6,-0.6,0.5,1,+0.5,+0.5,+0.5,0.06,8,0.13,0.5,2,25,19.1,0,Match Report
78,Leverkusen,2024-04-21,1.1,@,Dortmund,de Bundesliga,D 1-1,1,1,0,52,1,0,0,0,1.1,1.1,+0.6,+0.6,1,2,-0.1,-0.1,0,0.09,13,0.08,0.33,3,23.1,19.4,3,Match Report
79,Hoffenheim,2024-04-20,2.3,,Gladbach,de Bundesliga,W 4-3,4,3,+1,59,4,0,0,0,2.3,2.3,+1.3,+1.3,2.1,2,+1.7,+1.7,+1.9,0.08,28,0.14,0.44,9,32.1,19.2,2,Match Report
80,Bayern Munich,2024-04-20,1.4,@,Union Berlin,de Bundesliga,W 5-1,5,1,+4,63,5,0,0,0,1.4,1.4,0,0,1,1.8,+3.6,+3.6,+3.0,0.08,19,0.26,0.56,9,47.4,16.5,1,Match Report
81,Heidenheim,2024-04-20,1,,RB Leipzig,de Bundesliga,L 1-2,1,2,-1,39,1,0,0,0,1,1,-0.8,-0.8,1,0.9,0,0,0,0.1,10,0.1,0.25,4,40,14.9,1,Match Report
82,Gladbach,2024-04-20,1,@,Hoffenheim,de Bundesliga,L 3-4,3,4,-1,41,3,0,0,0,1,1,-1.3,-1.3,1,1.1,+2.0,+2.0,+2.0,0.08,13,0.23,0.43,7,53.8,12.8,0,Match Report
83,Wolfsburg,2024-04-20,0.8,,Bochum,de Bundesliga,W 1-0,1,0,+1,46,1,0,0,0,0.8,0.8,-0.4,-0.4,0.7,0.6,+0.2,+0.2,-0.7,0.09,9,0.11,0.2,5,55.6,17,0,Match Report
84,Darmstadt 98,2024-04-20,1.8,@,Köln,de Bundesliga,W 2-0,2,0,+2,42,2,0,0,0,1.8,1.8,+0.7,+0.7,0.6,1.1,+0.2,+0.2,-0.6,0.16,12,0.17,0.33,6,50,19.9,0,Match Report
85,Union Berlin,2024-04-20,1.4,,Bayern Munich,de Bundesliga,L 1-5,1,5,-4,37,1,0,0,0,1.4,1.4,0,0,1,1.3,-0.4,-0.4,0,0.1,15,0.07,0.25,4,26.7,14.5,0,Match Report
86,RB Leipzig,2024-04-20,1.8,@,Heidenheim,de Bundesliga,W 2-1,2,1,+1,61,2,0,0,0,1.8,1.8,+0.8,+0.8,1.7,1.7,+0.2,+0.2,-0.7,0.15,12,0.17,0.5,4,33.3,14.9,0,Match Report
87,Bochum,2024-04-20,1.3,@,Wolfsburg,de Bundesliga,L 0-1,0,1,-1,54,0,0,0,0,1.3,1.3,+0.4,+0.4,1.2,0.9,-1.3,-1.3,-1.2,0.1,13,0,0,1,7.7,17.8,1,Match Report
88,Köln,2024-04-20,1,,Darmstadt 98,de Bundesliga,L 0-2,0,2,-2,58,0,0,0,0,1,1,-0.7,-0.7,1,2.3,-1,-1,-1,0.05,19,0,0,4,21.1,17.2,0,Match Report
89,Augsburg,2024-04-19,0.5,@,Eint Frankfurt,de Bundesliga,L 1-3,1,3,-2,37,1,0,0,0,0.5,0.5,-1.4,-1.4,0.3,0.8,+0.5,+0.5,+0.7,0.08,6,0.17,1,1,16.7,19,0,Match Report
90,Eint Frankfurt,2024-04-19,1.8,,Augsburg,de Bundesliga,W 3-1,3,1,+2,63,3,0,0,0,1.8,1.8,+1.4,+1.4,0.8,1.7,+1.2,+1.2,+1.2,0.15,12,0.25,0.43,7,58.3,18.1,0,Match Report
91,Werder Bremen,2024-04-14,0.7,@,Leverkusen,de Bundesliga,L 0-5,0,5,-5,44,0,0,0,0,0.7,0.7,-2.5,-1.7,0.6,0.7,-0.7,-0.7,-0.6,0.1,7,0,0,3,42.9,17.6,0,Match Report
92,Darmstadt 98,2024-04-14,1.1,,Freiburg,de Bundesliga,L 0-1,0,1,-1,53,0,0,0,0,1.1,1.1,+0.2,+0.2,0.7,0.7,-1.1,-1.1,-0.7,0.06,17,0,0,4,23.5,20.5,0,Match Report
93,Freiburg,2024-04-14,0.9,@,Darmstadt 98,de Bundesliga,W 1-0,1,0,+1,47,1,0,0,0,0.9,0.9,-0.2,-0.2,0.9,1.3,+0.1,+0.1,+0.1,0.1,9,0.11,0.33,3,33.3,16,0,Match Report
94,Leverkusen,2024-04-14,3.2,,Werder Bremen,de Bundesliga,W 5-0,5,0,+5,56,4,1,1,0,3.2,2.4,+2.5,+1.7,1.7,1.7,+1.8,+1.6,+2.3,0.13,19,0.21,0.44,9,47.4,16.2,0,Match Report
95,Hoffenheim,2024-04-13,0.5,@,Mainz 05,de Bundesliga,L 1-4,1,4,-3,53,1,0,0,0,0.5,0.5,-1.6,-1.6,0.5,0.5,+0.5,+0.5,+0.5,0.11,5,0.2,1,1,20,20.5,0,Match Report
96,Bayern Munich,2024-04-13,2.2,,Köln,de Bundesliga,W 2-0,2,0,+2,69,2,0,0,0,2.2,2.2,+1.4,+1.4,0.9,1.2,-0.2,-0.2,+0.1,0.14,16,0.13,0.33,6,37.5,14.9,0,Match Report
97,Heidenheim,2024-04-13,1.1,@,Bochum,de Bundesliga,D 1-1,1,1,0,39,0,0,0,0,1.1,1.1,-0.1,-0.1,1,0.7,-1.1,-1.1,-1,0.1,11,0,0,3,27.3,18.2,0,Match Report
98,Gladbach,2024-04-13,1.1,,Dortmund,de Bundesliga,L 1-2,1,2,-1,46,1,0,0,0,1.1,1.1,-0.2,+0.6,1,1,-0.1,-0.1,0,0.07,18,0.06,0.25,4,22.2,17.1,0,Match Report
99,Wolfsburg,2024-04-13,0.4,@,RB Leipzig,de Bundesliga,L 0-3,0,3,-3,50,0,0,0,0,0.4,0.4,-0.9,-0.9,0.3,0.9,-0.4,-0.4,-0.3,0.04,10,0,0,3,30,23.5,0,Match Report
100,Stuttgart,2024-04-13,1.2,,Eint Frankfurt,de Bundesliga,W 3-0,3,0,+3,54,3,0,0,0,1.2,1.2,+0.6,+0.6,1.1,1.6,+1.8,+1.8,+0.9,0.14,9,0.33,0.5,6,66.7,16.3,0,Match Report
101,Mainz 05,2024-04-13,2.1,,Hoffenheim,de Bundesliga,W 4-1,4,1,+3,47,4,0,0,0,2.1,2.1,+1.6,+1.6,1.7,1.1,+1.9,+1.9,+2.3,0.09,25,0.16,0.5,8,32,17.5,0,Match Report
102,RB Leipzig,2024-04-13,1.3,,Wolfsburg,de Bundesliga,W 3-0,3,0,+3,50,3,0,0,0,1.3,1.3,+0.9,+0.9,1,0.7,+1.7,+1.7,+1.0,0.08,16,0.19,0.5,6,37.5,15,0,Match Report
103,Dortmund,2024-04-13,1.3,@,Gladbach,de Bundesliga,W 2-1,2,1,+1,54,1,1,1,0,1.3,0.5,+0.2,-0.6,0.4,0.5,+0.7,+0.5,+0.6,0.05,11,0.09,0.33,3,27.3,21.9,0,Match Report
104,Bochum,2024-04-13,1.2,,Heidenheim,de Bundesliga,D 1-1,1,1,0,61,1,0,0,0,1.2,1.2,+0.1,+0.1,0.7,0.8,-0.2,-0.2,+0.3,0.05,23,0.04,0.2,5,21.7,20,3,Match Report
105,Köln,2024-04-13,0.9,@,Bayern Munich,de Bundesliga,L 0-2,0,2,-2,31,0,0,0,0,0.9,0.9,-1.4,-1.4,0.6,0.5,-0.9,-0.9,-0.6,0.08,11,0,0,5,45.5,18.5,0,Match Report
106,Eint Frankfurt,2024-04-13,0.6,@,Stuttgart,de Bundesliga,L 0-3,0,3,-3,46,0,0,0,0,0.6,0.6,-0.6,-0.6,0.4,0.6,-0.6,-0.6,-0.4,0.06,10,0,0,3,30,19.1,1,Match Report
107,Augsburg,2024-04-12,1.6,,Union Berlin,de Bundesliga,W 2-0,2,0,+2,47,2,0,0,0,1.6,1.6,0,0,0.5,0.6,+0.4,+0.4,+0.5,0.16,10,0.2,0.5,4,40,17.1,0,Match Report
