Rk,Team,Date,xG,Venue,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,xG,npxG,xGD,npxGD,xAG,xA,G-xG,np:G-xG,A-xAG,npxG/Sh,Sh,G/Sh,G/SoT,SoT,SoT%,Dist,FK,Match Report
108,Union Berlin,2024-04-12,1.6,@,Augsburg,de Bundesliga,L 0-2,0,2,-2,53,0,0,0,0,1.6,1.6,0,0,1.6,2.4,-1.6,-1.6,-1.6,0.09,17,0,0,3,17.6,13,0,Match Report
109,Hoffenheim,2024-04-07,1.8,,Augsburg,de Bundesliga,W 3-1,3,1,+2,54,3,0,0,0,1.8,1.8,+0.6,+0.6,1.6,1.7,+1.2,+1.2,+1.4,0.1,18,0.17,0.5,6,33.3,17.4,0,Match Report
110,Augsburg,2024-04-07,1.2,@,Hoffenheim,de Bundesliga,L 1-3,1,3,-2,46,1,0,0,0,1.2,1.2,-0.6,-0.6,0.9,1.3,-0.2,-0.2,+0.1,0.09,15,0.07,0.17,6,40,18.9,0,Match Report
111,Gladbach,2024-04-07,1.1,@,Wolfsburg,de Bundesliga,W 3-1,3,1,+2,39,3,0,0,0,1.1,1.1,-0.1,-0.1,0.9,0.9,+1.9,+1.9,+1.1,0.11,10,0.3,0.5,6,60,14.7,0,Match Report
112,Wolfsburg,2024-04-07,1.2,,Gladbach,de Bundesliga,L 1-3,1,3,-2,61,1,0,0,0,1.2,1.2,+0.1,+0.1,1.1,1.5,-0.2,-0.2,-0.1,0.09,13,0.08,0.25,4,30.8,15.4,1,Match Report
113,Bayern Munich,2024-04-06,1.9,@,Heidenheim,de Bundesliga,L 2-3,2,3,-1,67,2,0,0,0,1.9,1.9,+0.4,+0.4,1.7,2.1,+0.1,+0.1,+0.3,0.13,15,0.13,0.29,7,46.7,14.4,0,Match Report
114,Heidenheim,2024-04-06,1.4,,Bayern Munich,de Bundesliga,W 3-2,3,2,+1,33,3,0,0,0,1.4,1.4,-0.4,-0.4,1.3,1.4,+1.6,+1.6,+1.7,0.16,9,0.33,0.75,4,44.4,15.9,1,Match Report
115,Stuttgart,2024-04-06,1.6,@,Dortmund,de Bundesliga,W 1-0,1,0,+1,49,1,0,0,0,1.6,1.6,-0.9,-0.9,1.6,1,-0.6,-0.6,-0.6,0.16,10,0.1,0.5,2,20,16.7,0,Match Report
116,Darmstadt 98,2024-04-06,0.5,@,Mainz 05,de Bundesliga,L 0-4,0,4,-4,41,0,0,0,0,0.5,0.5,-3.1,-3.1,0.4,0.4,-0.5,-0.5,-0.4,0.04,14,0,0,2,14.3,23.5,0,Match Report
117,Union Berlin,2024-04-06,0.3,,Leverkusen,de Bundesliga,L 0-1,0,1,-1,35,0,0,0,0,0.3,0.3,-2.4,-1.8,0.3,0.4,-0.3,-0.3,-0.3,0.04,9,0,,0,0,16.6,0,Match Report
118,Mainz 05,2024-04-06,3.6,,Darmstadt 98,de Bundesliga,W 4-0,4,0,+4,59,4,0,0,0,3.6,3.6,+3.1,+3.1,3.1,1.8,+0.4,+0.4,+0.9,0.2,18,0.22,0.44,9,50,14.9,3,Match Report
119,Freiburg,2024-04-06,1.6,,RB Leipzig,de Bundesliga,L 1-4,1,4,-3,47,1,0,1,1,1.6,0.9,-0.8,-1.5,0.6,0.8,-0.6,+0.1,+0.4,0.07,12,0.08,0.5,2,16.7,16.6,0,Match Report
120,RB Leipzig,2024-04-06,2.3,@,Freiburg,de Bundesliga,W 4-1,4,1,+3,53,4,0,0,0,2.3,2.3,+0.8,+1.5,2.2,1.7,+1.7,+1.7,+0.8,0.17,14,0.29,0.67,6,42.9,18,0,Match Report
121,Dortmund,2024-04-06,2.5,,Stuttgart,de Bundesliga,L 0-1,0,1,-1,51,0,0,0,0,2.5,2.5,+0.9,+0.9,1.5,2.1,-2.5,-2.5,-1.5,0.16,16,0,0,7,43.8,13.9,0,Match Report
122,Bochum,2024-04-06,0.6,@,Köln,de Bundesliga,L 1-2,1,2,-1,44,1,0,0,0,0.6,0.6,-0.5,-0.5,0.5,0.5,+0.4,+0.4,+0.5,0.05,11,0.09,0.5,2,18.2,13.5,0,Match Report
123,Köln,2024-04-06,1,,Bochum,de Bundesliga,W 2-1,2,1,+1,56,2,0,0,0,1,1,+0.5,+0.5,0.9,0.9,+1.0,+1.0,+1.1,0.05,20,0.1,0.29,7,35,16.3,0,Match Report
124,Leverkusen,2024-04-06,2.8,@,Union Berlin,de Bundesliga,W 1-0,1,0,+1,65,0,1,1,0,2.8,2.2,+2.4,+1.8,1.8,1.8,-1.8,-2.2,-1.8,0.12,19,0,0,7,36.8,18.1,1,Match Report
125,Werder Bremen,2024-04-05,1.6,@,Eint Frankfurt,de Bundesliga,D 1-1,1,1,0,34,1,0,0,0,1.6,1.6,-0.5,-0.5,0.8,0.9,-0.6,-0.6,-0.8,0.16,11,0.09,0.14,7,63.6,18.1,1,Match Report
126,Eint Frankfurt,2024-04-05,2.1,,Werder Bremen,de Bundesliga,D 1-1,1,1,0,66,1,0,0,0,2.1,2.1,+0.5,+0.5,1.8,3,-1.1,-1.1,-0.8,0.09,24,0.04,0.2,5,20.8,14.5,0,Match Report
127,Augsburg,2024-03-31,2.2,,Köln,de Bundesliga,D 1-1,1,1,0,57,1,0,0,0,2.2,2.2,+0.9,+0.9,1.9,2.5,-1.2,-1.2,-0.9,0.09,25,0.04,0.2,5,20,16.2,1,Match Report
128,Heidenheim,2024-03-31,1.3,@,Stuttgart,de Bundesliga,D 3-3,3,3,0,28,2,0,0,0,1.3,1.3,-1.7,-1.7,1.3,1.4,+0.7,+0.7,+0.7,0.22,6,0.33,0.67,3,50,9.5,0,Match Report
129,Stuttgart,2024-03-31,3,,Heidenheim,de Bundesliga,D 3-3,3,3,0,72,3,0,0,0,3,3,+1.7,+1.7,2.7,1.8,0,0,+0.3,0.15,20,0.15,0.5,6,30,16.8,0,Match Report
130,Darmstadt 98,2024-03-31,0.9,@,Bochum,de Bundesliga,D 2-2,2,2,0,43,2,0,0,0,0.9,0.9,-0.9,-0.9,0.8,1.7,+1.1,+1.1,+1.2,0.07,12,0.17,0.67,3,25,19.3,0,Match Report
131,Bochum,2024-03-31,1.8,,Darmstadt 98,de Bundesliga,D 2-2,2,2,0,57,2,0,0,0,1.8,1.8,+0.9,+0.9,1.6,1.1,+0.2,+0.2,+0.4,0.09,21,0.1,0.29,7,33.3,15.3,0,Match Report
132,Köln,2024-03-31,1.3,@,Augsburg,de Bundesliga,D 1-1,1,1,0,43,1,0,0,0,1.3,1.3,-0.9,-0.9,1.3,0.7,-0.3,-0.3,-0.3,0.11,12,0.08,0.5,2,16.7,19.4,0,Match Report
133,Hoffenheim,2024-03-30,0.8,@,Leverkusen,de Bundesliga,L 1-2,1,2,-1,33,1,0,0,0,0.8,0.8,-2.3,-2.3,0.8,1,+0.2,+0.2,+0.2,0.13,6,0.17,0.5,2,33.3,21.4,0,Match Report
134,Bayern Munich,2024-03-30,1.5,,Dortmund,de Bundesliga,L 0-2,0,2,-2,61,0,0,0,0,1.5,1.5,+0.6,+0.6,1.4,2.4,-1.5,-1.5,-1.4,0.09,17,0,0,1,5.9,13.9,0,Match Report
135,Gladbach,2024-03-30,1.5,,Freiburg,de Bundesliga,L 0-3,0,3,-3,54,0,0,0,0,1.5,1.5,-0.2,-0.2,1.5,2.3,-1.5,-1.5,-1.5,0.08,19,0,0,3,15.8,13.4,0,Match Report
136,Wolfsburg,2024-03-30,2.3,@,Werder Bremen,de Bundesliga,W 2-0,2,0,+2,51,2,0,0,0,2.3,2.3,+1.8,+1.8,2.3,2,-0.3,-0.3,-0.3,0.15,16,0.13,0.4,5,31.3,13.1,0,Match Report
137,Werder Bremen,2024-03-30,0.5,,Wolfsburg,de Bundesliga,L 0-2,0,2,-2,49,0,0,0,0,0.5,0.5,-1.8,-1.8,0.4,0.6,-0.5,-0.5,-0.4,0.09,6,0,0,1,16.7,18.5,0,Match Report
138,Union Berlin,2024-03-30,1.5,@,Eint Frankfurt,de Bundesliga,D 0-0,0,0,0,35,0,0,0,0,1.5,1.5,+0.4,+0.4,0.7,0.9,-1.5,-1.5,-0.7,0.13,11,0,0,2,18.2,15.2,0,Match Report
139,Mainz 05,2024-03-30,0.9,@,RB Leipzig,de Bundesliga,D 0-0,0,0,0,34,0,0,0,0,0.9,0.9,-1.6,-1.6,0.9,0.9,-0.9,-0.9,-0.9,0.12,8,0,0,2,25,15.4,0,Match Report
140,Freiburg,2024-03-30,1.7,@,Gladbach,de Bundesliga,W 3-0,3,0,+3,46,3,0,0,0,1.7,1.7,+0.2,+0.2,1.3,1.3,+1.3,+1.3,-0.3,0.13,14,0.21,0.38,8,57.1,18.1,1,Match Report
141,RB Leipzig,2024-03-30,2.5,,Mainz 05,de Bundesliga,D 0-0,0,0,0,66,0,0,0,0,2.5,2.5,+1.6,+1.6,2.6,3.6,-2.5,-2.5,-2.6,0.14,20,0,0,9,45,15.9,0,Match Report
142,Dortmund,2024-03-30,0.9,@,Bayern Munich,de Bundesliga,W 2-0,2,0,+2,39,2,0,0,0,0.9,0.9,-0.6,-0.6,0.8,0.8,+1.1,+1.1,+1.2,0.08,11,0.18,0.4,5,45.5,17.7,0,Match Report
143,Leverkusen,2024-03-30,3.1,,Hoffenheim,de Bundesliga,W 2-1,2,1,+1,67,2,0,0,0,3.1,3.1,+2.3,+2.3,2.8,4,-1.1,-1.1,-0.8,0.09,34,0.06,0.18,11,32.4,17,1,Match Report
144,Eint Frankfurt,2024-03-30,1,,Union Berlin,de Bundesliga,D 0-0,0,0,0,65,0,0,0,0,1,1,-0.4,-0.4,0.8,1.8,-1,-1,-0.8,0.07,16,0,0,3,18.8,18.2,1,Match Report
145,Freiburg,2024-03-17,0.9,,Leverkusen,de Bundesliga,L 2-3,2,3,-1,33,2,0,0,0,0.9,0.9,-1.4,-1.4,0.7,0.8,+1.1,+1.1,+0.3,0.08,11,0.18,0.67,3,27.3,14.6,0,Match Report
146,Dortmund,2024-03-17,2.3,,Eint Frankfurt,de Bundesliga,W 3-1,3,1,+2,66,2,1,1,0,2.3,1.5,+1.4,+0.6,1.2,1.2,+0.7,+0.5,+0.8,0.1,15,0.13,0.5,4,26.7,20.1,1,Match Report
147,Leverkusen,2024-03-17,2.3,@,Freiburg,de Bundesliga,W 3-2,3,2,+1,67,3,0,0,0,2.3,2.3,+1.4,+1.4,1.1,1.9,+0.7,+0.7,+0.9,0.12,19,0.16,0.43,7,36.8,16.6,1,Match Report
148,Eint Frankfurt,2024-03-17,0.9,@,Dortmund,de Bundesliga,L 1-3,1,3,-2,34,1,0,0,0,0.9,0.9,-1.4,-0.6,0.2,0.7,+0.1,+0.1,-0.2,0.11,9,0.11,0.17,6,66.7,17.9,1,Match Report
149,Hoffenheim,2024-03-16,0.5,,Stuttgart,de Bundesliga,L 0-3,0,3,-3,43,0,0,0,0,0.5,0.5,-3.2,-3.2,0.5,0.3,-0.5,-0.5,-0.5,0.07,7,0,0,1,14.3,21.3,0,Match Report
150,Bayern Munich,2024-03-16,3.6,@,Darmstadt 98,de Bundesliga,W 5-2,5,2,+3,76,5,0,0,0,3.6,3.6,+2.4,+2.4,2.7,2.6,+1.4,+1.4,-0.7,0.14,27,0.19,0.83,6,22.2,14.6,0,Match Report
151,Augsburg,2024-03-16,0.7,@,Wolfsburg,de Bundesliga,W 3-1,3,1,+2,50,3,0,0,0,0.7,0.7,-0.6,-0.6,0.6,1.9,+2.3,+2.3,+2.4,0.05,15,0.2,0.6,5,33.3,27.9,1,Match Report
152,Heidenheim,2024-03-16,1.1,,Gladbach,de Bundesliga,D 1-1,1,1,0,53,1,0,0,0,1.1,1.1,+0.6,+0.6,0.9,1.5,-0.1,-0.1,+0.1,0.06,19,0.05,0.33,3,15.8,13.7,0,Match Report
153,Gladbach,2024-03-16,0.5,@,Heidenheim,de Bundesliga,D 1-1,1,1,0,47,1,0,0,0,0.5,0.5,-0.6,-0.6,0.5,0.4,+0.5,+0.5,+0.5,0.07,7,0.14,0.5,2,28.6,20.5,0,Match Report
154,Wolfsburg,2024-03-16,1.3,,Augsburg,de Bundesliga,L 1-3,1,3,-2,50,1,0,0,0,1.3,1.3,+0.6,+0.6,1,2,-0.3,-0.3,0,0.09,15,0.07,0.25,4,26.7,14.6,0,Match Report
155,Stuttgart,2024-03-16,3.7,@,Hoffenheim,de Bundesliga,W 3-0,3,0,+3,57,3,0,0,0,3.7,3.7,+3.2,+3.2,3.5,2.9,-0.7,-0.7,-1.5,0.15,25,0.12,0.27,11,44,17.5,0,Match Report
156,Werder Bremen,2024-03-16,1.1,@,Union Berlin,de Bundesliga,L 1-2,1,2,-1,50,1,0,0,0,1.1,1.1,-0.1,-0.1,1,0.6,-0.1,-0.1,0,0.1,11,0.09,0.5,2,18.2,16.4,0,Match Report
157,Darmstadt 98,2024-03-16,1.2,,Bayern Munich,de Bundesliga,L 2-5,2,5,-3,24,2,0,0,0,1.2,1.2,-2.4,-2.4,1.2,1.1,+0.8,+0.8,+0.8,0.17,7,0.29,0.67,3,42.9,16.2,0,Match Report
158,Union Berlin,2024-03-16,1.1,,Werder Bremen,de Bundesliga,W 2-1,2,1,+1,50,2,0,0,0,1.1,1.1,+0.1,+0.1,0.8,0.6,+0.9,+0.9,+0.2,0.11,11,0.18,0.33,6,54.5,15.5,0,Match Report
159,Mainz 05,2024-03-16,2.5,,Bochum,de Bundesliga,W 2-0,2,0,+2,50,1,1,1,0,2.5,1.7,+1.8,+1.0,1.7,1.3,-0.5,-0.7,-0.7,0.12,14,0.07,0.33,3,21.4,19,0,Match Report
160,Bochum,2024-03-16,0.7,@,Mainz 05,de Bundesliga,L 0-2,0,2,-2,50,0,0,0,0,0.7,0.7,-1.8,-1,0.3,0.5,-0.7,-0.7,-0.3,0.07,11,0,0,1,9.1,16.1,0,Match Report
161,RB Leipzig,2024-03-15,3.3,@,Köln,de Bundesliga,W 5-1,5,1,+4,66,5,0,0,0,3.3,3.3,+2.1,+2.1,2.8,2.3,+1.7,+1.7,+1.2,0.15,22,0.23,0.63,8,36.4,15.8,1,Match Report
162,Köln,2024-03-15,1.2,,RB Leipzig,de Bundesliga,L 1-5,1,5,-4,34,1,0,0,0,1.2,1.2,-2.1,-2.1,1,0.5,-0.2,-0.2,0,0.13,10,0.1,0.5,2,20,17.4,0,Match Report
163,Hoffenheim,2024-03-10,0.6,@,Eint Frankfurt,de Bundesliga,L 1-3,1,3,-2,36,1,0,0,0,0.6,0.6,-1.8,-1.8,0.4,0.2,+0.4,+0.4,+0.6,0.1,6,0.17,0.5,2,33.3,15.9,0,Match Report
164,Wolfsburg,2024-03-10,0.2,@,Leverkusen,de Bundesliga,L 0-2,0,2,-2,24,0,0,0,0,0.2,0.2,-1.9,-1.9,0.2,1,-0.2,-0.2,-0.2,0.09,2,0,0,1,50,19.2,0,Match Report
165,Freiburg,2024-03-10,1.4,@,Bochum,de Bundesliga,W 2-1,2,1,+1,40,2,0,0,0,1.4,1.4,+0.2,+0.2,1.1,1.1,+0.6,+0.6,+0.9,0.16,9,0.22,0.5,4,44.4,16.5,0,Match Report
166,Bochum,2024-03-10,1.2,,Freiburg,de Bundesliga,L 1-2,1,2,-1,60,1,0,0,0,1.2,1.2,-0.2,-0.2,1,2.2,-0.2,-0.2,0,0.05,24,0.04,0.14,7,29.2,16.7,0,Match Report
167,Leverkusen,2024-03-10,2.1,,Wolfsburg,de Bundesliga,W 2-0,2,0,+2,76,2,0,0,0,2.1,2.1,+1.9,+1.9,2,3.3,-0.1,-0.1,0,0.11,19,0.11,0.25,8,42.1,19.5,1,Match Report
168,Eint Frankfurt,2024-03-10,2.4,,Hoffenheim,de Bundesliga,W 3-1,3,1,+2,64,3,0,0,0,2.4,2.4,+1.8,+1.8,2.1,2.3,+0.6,+0.6,+0.9,0.14,17,0.18,0.43,7,41.2,14.7,1,Match Report
169,Bayern Munich,2024-03-09,6.2,,Mainz 05,de Bundesliga,W 8-1,8,1,+7,59,8,0,0,0,6.2,6.2,+5.4,+5.4,5.2,3.5,+1.8,+1.8,+0.8,0.27,24,0.33,0.73,11,45.8,11.6,0,Match Report
170,Augsburg,2024-03-09,0.5,,Heidenheim,de Bundesliga,W 1-0,1,0,+1,58,1,0,0,0,0.5,0.5,+0.2,+0.2,0.4,0.5,+0.5,+0.5,+0.6,0.08,7,0.14,0.33,3,42.9,16.7,1,Match Report
171,Heidenheim,2024-03-09,0.4,@,Augsburg,de Bundesliga,L 0-1,0,1,-1,42,0,0,0,0,0.4,0.4,-0.2,-0.2,0.4,0.4,-0.4,-0.4,-0.4,0.06,6,0,0,1,16.7,18.9,0,Match Report
172,Gladbach,2024-03-09,1.8,,Köln,de Bundesliga,D 3-3,3,3,0,58,3,0,0,0,1.8,1.8,+1.2,+1.2,1.6,2.4,+1.2,+1.2,+1.4,0.11,17,0.18,0.6,5,29.4,13.9,0,Match Report
173,Werder Bremen,2024-03-09,1.8,,Dortmund,de Bundesliga,L 1-2,1,2,-1,46,1,0,0,0,1.8,1.8,+0.6,+0.6,1.5,1.3,-0.8,-0.8,-0.5,0.11,16,0.06,0.2,5,31.3,17.8,2,Match Report
174,Darmstadt 98,2024-03-09,0.5,@,RB Leipzig,de Bundesliga,L 0-2,0,2,-2,36,0,0,0,0,0.5,0.5,-2.7,-2.7,0.3,0.6,-0.5,-0.5,-0.3,0.06,9,0,0,4,44.4,18.8,0,Match Report
175,Mainz 05,2024-03-09,0.8,@,Bayern Munich,de Bundesliga,L 1-8,1,8,-7,41,1,0,0,0,0.8,0.8,-5.4,-5.4,0.8,1,+0.2,+0.2,+0.2,0.06,14,0.07,0.5,2,14.3,20.2,1,Match Report
176,RB Leipzig,2024-03-09,3.2,,Darmstadt 98,de Bundesliga,W 2-0,2,0,+2,64,1,0,0,0,3.2,3.2,+2.7,+2.7,2.4,2.9,-2.2,-2.2,-1.4,0.12,29,0.03,0.13,8,27.6,15.9,3,Match Report
177,Dortmund,2024-03-09,1.2,@,Werder Bremen,de Bundesliga,W 2-1,2,1,+1,54,2,0,0,0,1.2,1.2,-0.6,-0.6,0.9,0.7,+0.8,+0.8,+0.1,0.09,13,0.15,0.33,6,46.2,17.5,0,Match Report
178,Köln,2024-03-09,0.6,@,Gladbach,de Bundesliga,D 3-3,3,3,0,42,3,0,0,0,0.6,0.6,-1.2,-1.2,0.4,1.1,+2.4,+2.4,+2.6,0.05,12,0.25,0.6,5,41.7,15.9,1,Match Report
179,Stuttgart,2024-03-08,1,,Union Berlin,de Bundesliga,W 2-0,2,0,+2,70,2,0,0,0,1,1,+0.1,+0.1,0.7,1.2,+1.0,+1.0,+0.3,0.07,14,0.14,0.4,5,35.7,21.1,0,Match Report
180,Union Berlin,2024-03-08,0.9,@,Stuttgart,de Bundesliga,L 0-2,0,2,-2,30,0,0,0,0,0.9,0.9,-0.1,-0.1,0.7,0.3,-0.9,-0.9,-0.7,0.1,9,0,0,4,44.4,16.3,0,Match Report
181,Hoffenheim,2024-03-03,1.7,,Werder Bremen,de Bundesliga,W 2-1,2,1,+1,47,2,0,0,0,1.7,1.7,+0.4,+0.4,1.7,1.6,+0.3,+0.3,+0.3,0.12,14,0.14,0.29,7,50,18.2,0,Match Report
182,Werder Bremen,2024-03-03,1.3,@,Hoffenheim,de Bundesliga,L 1-2,1,2,-1,53,1,0,0,0,1.3,1.3,-0.4,-0.4,1,1.1,-0.3,-0.3,0,0.07,18,0.06,0.14,7,38.9,17.3,2,Match Report
183,Köln,2024-03-03,1,,Leverkusen,de Bundesliga,L 0-2,0,2,-2,23,0,0,0,0,1,1,-0.5,-0.5,1,0.7,-1,-1,-1,0.17,6,0,,0,0,11,0,Match Report
184,Leverkusen,2024-03-03,1.5,@,Köln,de Bundesliga,W 2-0,2,0,+2,77,2,0,0,0,1.5,1.5,+0.5,+0.5,0.8,1.5,+0.5,+0.5,+0.2,0.09,17,0.12,0.4,5,29.4,16.9,2,Match Report
185,Augsburg,2024-03-02,2.9,@,Darmstadt 98,de Bundesliga,W 6-0,6,0,+6,54,6,0,0,0,2.9,2.9,+2.1,+2.1,1.6,1.6,+3.1,+3.1,+2.4,0.13,22,0.27,0.86,7,31.8,16.8,0,Match Report
186,Heidenheim,2024-03-02,1,,Eint Frankfurt,de Bundesliga,L 1-2,1,2,-1,58,1,0,0,0,1,1,-0.1,-0.1,1,0.8,0,0,0,0.07,15,0.07,0.33,3,20,15.7,0,Match Report
187,Gladbach,2024-03-02,1,@,Mainz 05,de Bundesliga,D 1-1,1,1,0,57,1,0,0,0,1,1,0,0,1,0.9,0,0,0,0.07,14,0.07,0.2,5,35.7,16.1,0,Match Report
188,Wolfsburg,2024-03-02,0.8,,Stuttgart,de Bundesliga,L 2-3,2,3,-1,42,2,0,0,0,0.8,0.8,-0.3,+0.5,0.6,0.7,+1.2,+1.2,+0.4,0.07,12,0.17,1,2,16.7,15.8,0,Match Report
189,Stuttgart,2024-03-02,1.1,@,Wolfsburg,de Bundesliga,W 3-2,3,2,+1,58,2,1,1,0,1.1,0.3,+0.3,-0.5,0.3,0.4,+1.9,+1.7,+1.7,0.06,6,0.33,1,2,33.3,22.3,0,Match Report
190,Darmstadt 98,2024-03-02,0.8,,Augsburg,de Bundesliga,L 0-6,0,6,-6,46,0,0,0,0,0.8,0.8,-2.1,-2.1,0.7,1,-0.8,-0.8,-0.7,0.08,10,0,0,5,50,20.7,1,Match Report
191,Union Berlin,2024-03-02,1.2,,Dortmund,de Bundesliga,L 0-2,0,2,-2,39,0,0,0,0,1.2,1.2,-0.3,-0.3,0.5,0.7,-1.2,-1.2,-0.5,0.09,14,0,0,3,21.4,16.7,0,Match Report
192,Mainz 05,2024-03-02,1,,Gladbach,de Bundesliga,D 1-1,1,1,0,43,1,0,0,0,1,1,0,0,0.6,0.7,0,0,+0.4,0.05,19,0.05,0.33,3,15.8,18.9,2,Match Report
193,RB Leipzig,2024-03-02,2.1,@,Bochum,de Bundesliga,W 4-1,4,1,+3,56,3,0,0,0,2.1,2.1,+1.3,+1.3,2,1.5,+0.9,+0.9,+1.0,0.18,12,0.25,0.75,4,33.3,16.4,0,Match Report
194,Dortmund,2024-03-02,1.6,@,Union Berlin,de Bundesliga,W 2-0,2,0,+2,61,2,0,0,0,1.6,1.6,+0.3,+0.3,0.9,0.9,+0.4,+0.4,+0.1,0.12,13,0.15,0.29,7,53.8,16.2,0,Match Report
195,Bochum,2024-03-02,0.8,,RB Leipzig,de Bundesliga,L 1-4,1,4,-3,44,1,0,0,0,0.8,0.8,-1.3,-1.3,0.7,1.3,+0.2,+0.2,-0.7,0.06,14,0.07,0.33,3,21.4,23.7,1,Match Report
196,Eint Frankfurt,2024-03-02,1.2,@,Heidenheim,de Bundesliga,W 2-1,2,1,+1,42,1,0,0,0,1.2,1.2,+0.1,+0.1,0.3,0.3,-0.2,-0.2,+0.7,0.12,10,0.1,0.2,5,50,13.4,1,Match Report
197,Bayern Munich,2024-03-01,1.8,@,Freiburg,de Bundesliga,D 2-2,2,2,0,62,2,0,0,0,1.8,1.8,+0.3,+0.3,1.6,2,+0.2,+0.2,-0.6,0.09,20,0.1,0.29,7,35,14.6,0,Match Report
198,Freiburg,2024-03-01,1.5,,Bayern Munich,de Bundesliga,D 2-2,2,2,0,38,2,0,0,0,1.5,1.5,-0.3,-0.3,1.3,1,+0.5,+0.5,+0.7,0.1,17,0.12,0.33,6,35.3,20,0,Match Report
199,Hoffenheim,2024-02-25,1.3,@,Dortmund,de Bundesliga,W 3-2,3,2,+1,31,3,0,0,0,1.3,1.3,-0.6,-0.6,0.9,0.8,+1.7,+1.7,+1.1,0.14,9,0.33,0.6,5,55.6,16.6,1,Match Report
200,Augsburg,2024-02-25,1.6,,Freiburg,de Bundesliga,W 2-1,2,1,+1,63,2,0,0,0,1.6,1.6,0,+0.8,1.3,1.8,+0.4,+0.4,-0.3,0.09,19,0.11,0.25,8,42.1,15.6,1,Match Report
201,Wolfsburg,2024-02-25,1,@,Eint Frankfurt,de Bundesliga,D 2-2,2,2,0,43,2,0,0,0,1,1,+0.1,+0.1,0.8,1.3,+1.0,+1.0,+1.2,0.07,14,0.14,0.25,8,57.1,17.7,0,Match Report
202,Freiburg,2024-02-25,1.6,@,Augsburg,de Bundesliga,L 1-2,1,2,-1,37,0,1,1,0,1.6,0.8,0,-0.8,0.8,0.8,-0.6,-0.8,-0.8,0.2,4,0,,0,0,19.7,0,Match Report
203,Dortmund,2024-02-25,1.9,,Hoffenheim,de Bundesliga,L 2-3,2,3,-1,69,2,0,0,0,1.9,1.9,+0.6,+0.6,1.7,2.3,+0.1,+0.1,+0.3,0.09,21,0.1,0.29,7,33.3,15.9,1,Match Report
204,Eint Frankfurt,2024-02-25,0.9,,Wolfsburg,de Bundesliga,D 2-2,2,2,0,57,2,0,0,0,0.9,0.9,-0.1,-0.1,0.8,0.8,+1.1,+1.1,+1.2,0.08,12,0.17,0.4,5,41.7,14.9,0,Match Report
205,Bayern Munich,2024-02-24,1.5,,RB Leipzig,de Bundesliga,W 2-1,2,1,+1,57,2,0,0,0,1.5,1.5,+0.6,+0.6,1.4,1.5,+0.5,+0.5,+0.6,0.1,16,0.13,0.5,4,25,16.3,0,Match Report
206,Heidenheim,2024-02-24,1.1,@,Union Berlin,de Bundesliga,D 2-2,2,2,0,42,2,0,0,0,1.1,1.1,+0.1,+0.1,0.4,0.3,+0.9,+0.9,+0.6,0.11,10,0.2,0.5,4,40,20.2,0,Match Report
207,Gladbach,2024-02-24,3.5,,Bochum,de Bundesliga,W 5-2,5,2,+3,48,4,1,1,0,3.5,2.8,+2.0,+1.2,2.6,2.7,+1.5,+1.2,+0.4,0.14,21,0.19,0.8,5,23.8,16.9,0,Match Report
208,Stuttgart,2024-02-24,2.2,,Köln,de Bundesliga,D 1-1,1,1,0,74,1,0,0,0,2.2,2.2,+1.5,+1.5,2.2,3,-1.2,-1.2,-1.2,0.18,13,0.08,0.2,5,38.5,14,1,Match Report
209,Werder Bremen,2024-02-24,1.8,,Darmstadt 98,de Bundesliga,D 1-1,1,1,0,55,0,0,0,0,1.8,1.8,+0.8,+0.8,1.7,1.6,-1.8,-1.8,-1.7,0.12,15,0,0,4,26.7,16.7,0,Match Report
210,Darmstadt 98,2024-02-24,1,@,Werder Bremen,de Bundesliga,D 1-1,1,1,0,45,1,0,0,0,1,1,-0.8,-0.8,0.8,0.9,0,0,+0.2,0.08,12,0.08,0.33,3,25,15.9,0,Match Report
211,Union Berlin,2024-02-24,1.1,,Heidenheim,de Bundesliga,D 2-2,2,2,0,58,2,0,0,0,1.1,1.1,-0.1,-0.1,0.7,1,+0.9,+0.9,+0.3,0.09,12,0.17,0.67,3,25,16.7,0,Match Report
212,RB Leipzig,2024-02-24,0.9,@,Bayern Munich,de Bundesliga,L 1-2,1,2,-1,43,1,0,0,0,0.9,0.9,-0.6,-0.6,0.8,0.6,+0.1,+0.1,+0.2,0.08,11,0.09,0.17,6,54.5,20.5,0,Match Report
213,Bochum,2024-02-24,1.6,@,Gladbach,de Bundesliga,L 2-5,2,5,-3,52,2,0,0,0,1.6,1.6,-2,-1.2,1.3,1.9,+0.4,+0.4,+0.7,0.1,16,0.13,0.5,4,25,16.2,1,Match Report
214,Köln,2024-02-24,0.7,@,Stuttgart,de Bundesliga,D 1-1,1,1,0,26,1,0,0,0,0.7,0.7,-1.5,-1.5,0.5,0.3,+0.3,+0.3,+0.5,0.06,12,0.08,0.17,6,50,19.3,0,Match Report
215,Mainz 05,2024-02-23,1.1,@,Leverkusen,de Bundesliga,L 1-2,1,2,-1,33,1,0,0,0,1.1,1.1,0,0,0.7,0.6,-0.1,-0.1,+0.3,0.09,13,0.08,0.25,4,30.8,20.3,0,Match Report
