Rk,Team,Date,xG,Venue,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,xG,npxG,xGD,npxGD,xAG,xA,G-xG,np:G-xG,A-xAG,npxG/Sh,Sh,G/Sh,G/SoT,SoT,SoT%,Dist,FK,Match Report
216,Schalke 04,2021-02-27,1.5,@,Stuttgart,de Bundesliga,L 1-5,1,5,-4,51,1,0,1,1,1.5,0.7,-0.7,-1.5,0.7,0.7,-0.5,+0.3,+0.3,0.08,9,0.11,0.25,4,44.4,20.7,0,Match Report
217,Werder Bremen,2021-02-26,1,,Eint Frankfurt,de Bundesliga,W 2-1,2,1,+1,32,2,0,0,0,1,1,-0.2,-0.2,0.5,0.7,+1.0,+1.0,+0.5,0.11,9,0.22,0.4,5,55.6,19.1,2,Match Report
218,Eint Frankfurt,2021-02-26,1.2,@,Werder Bremen,de Bundesliga,L 1-2,1,2,-1,68,1,0,0,0,1.2,1.2,+0.2,+0.2,0.6,1.4,-0.2,-0.2,+0.4,0.11,12,0.08,0.25,4,33.3,16.5,1,Match Report
219,Hoffenheim,2021-02-21,2.3,,Werder Bremen,de Bundesliga,W 4-0,4,0,+4,51,4,0,0,0,2.3,2.3,+2.2,+2.2,1.8,1,+1.7,+1.7,+1.2,0.2,12,0.33,0.67,6,50,17.6,0,Match Report
220,Augsburg,2021-02-21,1,,Leverkusen,de Bundesliga,D 1-1,1,1,0,27,1,0,0,0,1,1,+0.5,+0.5,0.2,0.2,0,0,-0.2,0.17,6,0.17,0.33,3,50,17.4,2,Match Report
221,Hertha BSC,2021-02-21,0.8,,RB Leipzig,de Bundesliga,L 0-3,0,3,-3,48,0,0,0,0,0.8,0.8,-0.1,-0.1,0.5,0.5,-0.8,-0.8,-0.5,0.09,9,0,0,4,44.4,22.1,0,Match Report
222,Werder Bremen,2021-02-21,0.1,@,Hoffenheim,de Bundesliga,L 0-4,0,4,-4,49,0,0,0,0,0.1,0.1,-2.2,-2.2,0.1,0.6,-0.1,-0.1,-0.1,0.06,2,0,0,1,50,14.6,0,Match Report
223,RB Leipzig,2021-02-21,0.9,@,Hertha BSC,de Bundesliga,W 3-0,3,0,+3,52,3,0,0,0,0.9,0.9,+0.1,+0.1,0.8,1,+2.1,+2.1,+2.2,0.06,14,0.21,0.5,6,42.9,20.3,1,Match Report
224,Leverkusen,2021-02-21,0.5,@,Augsburg,de Bundesliga,D 1-1,1,1,0,73,1,0,0,0,0.5,0.5,-0.5,-0.5,0.4,0.7,+0.5,+0.5,+0.6,0.05,10,0.1,0.33,3,30,19.9,0,Match Report
225,Bayern Munich,2021-02-20,2.2,@,Eint Frankfurt,de Bundesliga,L 1-2,1,2,-1,60,1,0,0,0,2.2,2.2,+0.8,+0.8,2.1,2.8,-1.2,-1.2,-1.1,0.1,22,0.05,0.17,6,27.3,16,0,Match Report
226,Gladbach,2021-02-20,0.9,,Mainz 05,de Bundesliga,L 1-2,1,2,-1,68,1,0,0,0,0.9,0.9,+0.3,+0.3,0.8,1.1,+0.1,+0.1,+0.2,0.08,12,0.08,0.25,4,33.3,16.1,1,Match Report
227,Stuttgart,2021-02-20,0.6,@,Köln,de Bundesliga,W 1-0,1,0,+1,47,1,0,0,0,0.6,0.6,-0.3,-0.3,0.5,0.6,+0.4,+0.4,+0.5,0.06,9,0.11,0.33,3,33.3,17.1,0,Match Report
228,Union Berlin,2021-02-20,1.4,@,Freiburg,de Bundesliga,W 1-0,1,0,+1,35,1,0,0,0,1.4,1.4,+0.6,+0.6,1.2,0.9,-0.4,-0.4,-0.2,0.09,15,0.07,0.25,4,26.7,17.1,1,Match Report
229,Mainz 05,2021-02-20,0.6,@,Gladbach,de Bundesliga,W 2-1,2,1,+1,32,2,0,0,0,0.6,0.6,-0.3,-0.3,0.2,0.3,+1.4,+1.4,+0.8,0.07,8,0.25,0.33,6,75,19.5,1,Match Report
230,Freiburg,2021-02-20,0.8,,Union Berlin,de Bundesliga,L 0-1,0,1,-1,65,0,0,0,0,0.8,0.8,-0.6,-0.6,0.7,0.8,-0.8,-0.8,-0.7,0.09,9,0,0,1,11.1,20.5,1,Match Report
231,Dortmund,2021-02-20,1.6,@,Schalke 04,de Bundesliga,W 4-0,4,0,+4,62,4,0,0,0,1.6,1.6,+0.6,+0.6,1.5,1.4,+2.4,+2.4,+1.5,0.16,10,0.4,0.67,6,60,15.6,0,Match Report
232,Köln,2021-02-20,0.8,,Stuttgart,de Bundesliga,L 0-1,0,1,-1,53,0,0,0,0,0.8,0.8,+0.3,+0.3,0.6,0.3,-0.8,-0.8,-0.6,0.09,9,0,,0,0,19.9,1,Match Report
233,Schalke 04,2021-02-20,0.9,,Dortmund,de Bundesliga,L 0-4,0,4,-4,38,0,0,0,0,0.9,0.9,-0.6,-0.6,0.5,0.6,-0.9,-0.9,-0.5,0.07,13,0,0,2,15.4,17.9,0,Match Report
234,Eint Frankfurt,2021-02-20,1.4,,Bayern Munich,de Bundesliga,W 2-1,2,1,+1,40,2,0,0,0,1.4,1.4,-0.8,-0.8,1.1,0.7,+0.6,+0.6,+0.9,0.13,12,0.17,0.4,5,41.7,20.4,0,Match Report
235,Arminia,2021-02-19,0.6,,Wolfsburg,de Bundesliga,L 0-3,0,3,-3,45,0,0,0,0,0.6,0.6,-1,-1,0.5,0.5,-0.6,-0.6,-0.5,0.08,7,0,0,2,28.6,21.6,0,Match Report
236,Wolfsburg,2021-02-19,1.5,@,Arminia,de Bundesliga,W 3-0,3,0,+3,55,3,0,0,0,1.5,1.5,+1.0,+1.0,1,1.2,+1.5,+1.5,+1.0,0.13,12,0.25,0.5,6,50,16.9,0,Match Report
237,Bayern Munich,2021-02-15,2.5,,Arminia,de Bundesliga,D 3-3,3,3,0,64,3,0,0,0,2.5,2.5,+1.1,+1.1,1.3,1.4,+0.5,+0.5,+0.7,0.15,19,0.16,0.27,11,57.9,16.2,0,Match Report
238,Arminia,2021-02-15,1.4,@,Bayern Munich,de Bundesliga,D 3-3,3,3,0,36,3,0,0,0,1.4,1.4,-1.1,-1.1,1.4,1,+1.6,+1.6,+1.6,0.2,7,0.43,1,3,42.9,18.7,0,Match Report
239,Gladbach,2021-02-14,0.6,@,Wolfsburg,de Bundesliga,D 0-0,0,0,0,45,0,0,0,0,0.6,0.6,-0.3,-0.3,0.4,0.4,-0.6,-0.6,-0.4,0.05,11,0,0,3,27.3,21.3,0,Match Report
240,Wolfsburg,2021-02-14,0.9,,Gladbach,de Bundesliga,D 0-0,0,0,0,55,0,0,0,0,0.9,0.9,+0.3,+0.3,0.8,1.1,-0.9,-0.9,-0.8,0.05,17,0,0,6,35.3,18.3,0,Match Report
241,Köln,2021-02-14,0.3,@,Eint Frankfurt,de Bundesliga,L 0-2,0,2,-2,40,0,0,0,0,0.3,0.3,-2.2,-2.2,0.2,0.5,-0.3,-0.3,-0.2,0.05,6,0,0,1,16.7,20,0,Match Report
242,Eint Frankfurt,2021-02-14,2.5,,Köln,de Bundesliga,W 2-0,2,0,+2,60,2,0,0,0,2.5,2.5,+2.2,+2.2,2.5,1.9,-0.5,-0.5,-0.5,0.16,16,0.13,0.29,7,43.8,12.8,0,Match Report
243,Hoffenheim,2021-02-13,2.6,@,Dortmund,de Bundesliga,D 2-2,2,2,0,46,2,0,0,0,2.6,2.6,+0.9,+0.9,1,1.2,-0.6,-0.6,+1.0,0.2,13,0.15,0.33,6,46.2,13.8,1,Match Report
244,Hertha BSC,2021-02-13,1.3,@,Stuttgart,de Bundesliga,D 1-1,1,1,0,49,1,0,0,0,1.3,1.3,+0.4,+0.4,0.9,0.5,-0.3,-0.3,+0.1,0.13,10,0.1,1,1,10,17.8,1,Match Report
245,Stuttgart,2021-02-13,1,,Hertha BSC,de Bundesliga,D 1-1,1,1,0,51,1,0,0,0,1,1,-0.4,-0.4,0.8,0.8,0,0,+0.2,0.09,11,0.09,0.33,3,27.3,17.5,1,Match Report
246,Werder Bremen,2021-02-13,0.7,,Freiburg,de Bundesliga,D 0-0,0,0,0,47,0,0,0,0,0.7,0.7,-0.2,-0.2,0.6,0.7,-0.7,-0.7,-0.6,0.05,12,0,0,4,33.3,20.1,0,Match Report
247,Union Berlin,2021-02-13,2,,Schalke 04,de Bundesliga,D 0-0,0,0,0,38,0,0,0,0,2,2,+1.6,+1.6,1.5,1.5,-2,-2,-1.5,0.1,20,0,0,3,15,18.3,0,Match Report
248,Mainz 05,2021-02-13,2.6,@,Leverkusen,de Bundesliga,D 2-2,2,2,0,31,2,0,0,0,2.6,2.6,+1.2,+1.2,1.5,1.8,-0.6,-0.6,-0.5,0.14,19,0.11,0.4,5,26.3,14.7,0,Match Report
249,Freiburg,2021-02-13,0.9,@,Werder Bremen,de Bundesliga,D 0-0,0,0,0,53,0,0,0,0,0.9,0.9,+0.2,+0.2,0.2,0.4,-0.9,-0.9,-0.2,0.1,9,0,0,2,22.2,15.3,0,Match Report
250,Dortmund,2021-02-13,1.7,,Hoffenheim,de Bundesliga,D 2-2,2,2,0,54,2,0,0,0,1.7,1.7,-0.9,-0.9,0.9,0.6,+0.3,+0.3,+0.1,0.24,7,0.29,0.67,3,42.9,15.2,0,Match Report
251,Schalke 04,2021-02-13,0.3,@,Union Berlin,de Bundesliga,D 0-0,0,0,0,62,0,0,0,0,0.3,0.3,-1.6,-1.6,0.1,0.5,-0.3,-0.3,-0.1,0.06,5,0,,0,0,18.3,1,Match Report
252,Leverkusen,2021-02-13,1.4,,Mainz 05,de Bundesliga,D 2-2,2,2,0,69,2,0,0,0,1.4,1.4,-1.2,-1.2,1.3,0.8,+0.6,+0.6,+0.7,0.13,11,0.18,0.5,4,36.4,17.1,0,Match Report
253,Augsburg,2021-02-12,1,@,RB Leipzig,de Bundesliga,L 1-2,1,2,-1,40,0,1,1,0,1,0.2,-1.1,-1.2,0.2,0.2,0,-0.2,-0.2,0.07,3,0,0,1,33.3,18.4,0,Match Report
254,RB Leipzig,2021-02-12,2.1,,Augsburg,de Bundesliga,W 2-1,2,1,+1,60,1,1,1,0,2.1,1.4,+1.1,+1.2,0.7,1,-0.1,-0.4,+0.3,0.09,15,0.07,0.2,5,33.3,21.8,2,Match Report
255,Hoffenheim,2021-02-07,0.9,,Eint Frankfurt,de Bundesliga,L 1-3,1,3,-2,47,1,0,0,0,0.9,0.9,-0.4,-0.4,0.9,0.9,+0.1,+0.1,+0.1,0.11,8,0.13,1,1,12.5,15.4,0,Match Report
256,Eint Frankfurt,2021-02-07,1.3,@,Hoffenheim,de Bundesliga,W 3-1,3,1,+2,53,3,0,0,0,1.3,1.3,+0.4,+0.4,1.3,1.5,+1.7,+1.7,+1.7,0.15,9,0.33,0.6,5,55.6,14.3,0,Match Report
257,Augsburg,2021-02-06,0.6,,Wolfsburg,de Bundesliga,L 0-2,0,2,-2,46,0,0,0,0,0.6,0.6,-1.5,-1.5,0.5,0.3,-0.6,-0.6,-0.5,0.06,9,0,0,1,11.1,16.9,0,Match Report
258,Gladbach,2021-02-06,0.5,,Köln,de Bundesliga,L 1-2,1,2,-1,64,1,0,0,0,0.5,0.5,-0.3,-0.3,0.4,0.7,+0.5,+0.5,+0.6,0.05,10,0.1,0.5,2,20,18.7,0,Match Report
259,Wolfsburg,2021-02-06,2.1,@,Augsburg,de Bundesliga,W 2-0,2,0,+2,54,2,0,0,0,2.1,2.1,+1.5,+1.5,1.8,1.4,-0.1,-0.1,+0.2,0.15,16,0.13,0.33,6,37.5,15.2,0,Match Report
260,Stuttgart,2021-02-06,1.7,@,Leverkusen,de Bundesliga,L 2-5,2,5,-3,45,2,0,0,0,1.7,1.7,-2.4,-2.4,1.6,0.9,+0.3,+0.3,+0.4,0.13,13,0.15,0.29,7,53.8,13.9,1,Match Report
261,Union Berlin,2021-02-06,1.2,@,Mainz 05,de Bundesliga,L 0-1,0,1,-1,57,0,0,0,0,1.2,1.2,-0.8,0,1.1,0.7,-1.2,-1.2,-1.1,0.11,11,0,0,4,36.4,17.4,0,Match Report
262,Mainz 05,2021-02-06,2,,Union Berlin,de Bundesliga,W 1-0,1,0,+1,43,0,1,1,0,2,1.2,+0.8,0,1.2,1,-1,-1.2,-1.2,0.14,9,0,0,4,44.4,17.1,0,Match Report
263,Freiburg,2021-02-06,0.2,,Dortmund,de Bundesliga,W 2-1,2,1,+1,33,2,0,0,0,0.2,0.2,-1.2,-1.2,0.2,0.1,+1.8,+1.8,+0.8,0.03,6,0.33,0.67,3,50,26.3,0,Match Report
264,RB Leipzig,2021-02-06,2.2,@,Schalke 04,de Bundesliga,W 3-0,3,0,+3,63,3,0,0,0,2.2,2.2,+2.0,+2.0,2,2,+0.8,+0.8,+1.0,0.08,26,0.12,0.3,10,38.5,17.1,0,Match Report
265,Dortmund,2021-02-06,1.4,@,Freiburg,de Bundesliga,L 1-2,1,2,-1,67,1,0,0,0,1.4,1.4,+1.2,+1.2,0.6,0.8,-0.4,-0.4,+0.4,0.09,16,0.06,0.17,6,37.5,20.8,0,Match Report
266,Köln,2021-02-06,0.7,@,Gladbach,de Bundesliga,W 2-1,2,1,+1,36,2,0,0,0,0.7,0.7,+0.3,+0.3,0.5,0.4,+1.3,+1.3,+0.5,0.11,7,0.29,0.67,3,42.9,20.6,0,Match Report
267,Schalke 04,2021-02-06,0.2,,RB Leipzig,de Bundesliga,L 0-3,0,3,-3,37,0,0,0,0,0.2,0.2,-2,-2,0.1,0.2,-0.2,-0.2,-0.1,0.06,3,0,0,1,33.3,16.5,0,Match Report
268,Leverkusen,2021-02-06,4.1,,Stuttgart,de Bundesliga,W 5-2,5,2,+3,55,5,0,0,0,4.1,4.1,+2.4,+2.4,3.1,2.7,+0.9,+0.9,-0.1,0.17,24,0.21,0.45,11,45.8,14.4,0,Match Report
269,Bayern Munich,2021-02-05,2.1,@,Hertha BSC,de Bundesliga,W 1-0,1,0,+1,61,1,0,1,1,2.1,1.3,+0.8,0,0.9,2,-1.1,-0.3,+0.1,0.1,13,0.08,0.2,5,38.5,16.8,0,Match Report
270,Hertha BSC,2021-02-05,1.3,,Bayern Munich,de Bundesliga,L 0-1,0,1,-1,39,0,0,0,0,1.3,1.3,-0.8,0,1.2,0.6,-1.3,-1.3,-1.2,0.13,10,0,0,7,70,15.9,1,Match Report
271,Arminia,2021-01-31,1,@,Köln,de Bundesliga,L 1-3,1,3,-2,55,1,0,0,0,1,1,-0.3,-0.3,1,1.3,0,0,0,0.11,9,0.11,0.33,3,33.3,17,0,Match Report
272,Wolfsburg,2021-01-31,1.8,,Freiburg,de Bundesliga,W 3-0,3,0,+3,46,3,0,0,0,1.8,1.8,+0.7,+0.7,1.5,1.8,+1.2,+1.2,+0.5,0.15,12,0.25,0.6,5,41.7,15.6,0,Match Report
273,Freiburg,2021-01-31,1.1,@,Wolfsburg,de Bundesliga,L 0-3,0,3,-3,54,0,0,0,0,1.1,1.1,-0.7,-0.7,0.7,0.6,-1.1,-1.1,-0.7,0.12,10,0,0,2,20,10.5,0,Match Report
274,Köln,2021-01-31,1.3,,Arminia,de Bundesliga,W 3-1,3,1,+2,45,3,0,0,0,1.3,1.3,+0.3,+0.3,0.8,0.7,+1.7,+1.7,+0.2,0.09,14,0.21,0.5,6,42.9,16.9,1,Match Report
275,Hoffenheim,2021-01-30,1.9,@,Bayern Munich,de Bundesliga,L 1-4,1,4,-3,40,1,0,0,0,1.9,1.9,-0.1,-0.1,1.9,1.8,-0.9,-0.9,-0.9,0.12,16,0.06,0.2,5,31.3,14.6,0,Match Report
276,Bayern Munich,2021-01-30,2,,Hoffenheim,de Bundesliga,W 4-1,4,1,+3,60,4,0,0,0,2,2,+0.1,+0.1,1.1,0.8,+2.0,+2.0,+1.9,0.13,15,0.27,0.44,9,60,16,0,Match Report
277,Augsburg,2021-01-30,0.3,@,Dortmund,de Bundesliga,L 1-3,1,3,-2,33,1,0,0,0,0.3,0.3,-1.4,-0.7,0.3,0.2,+0.7,+0.7,+0.7,0.05,6,0.17,1,1,16.7,18,0,Match Report
278,Hertha BSC,2021-01-30,0.5,@,Eint Frankfurt,de Bundesliga,L 1-3,1,3,-2,40,1,0,0,0,0.5,0.5,-1.6,-0.8,0.5,0.4,+0.5,+0.5,+0.5,0.06,9,0.11,0.33,3,33.3,17.6,0,Match Report
279,Gladbach,2021-01-30,0.9,@,Union Berlin,de Bundesliga,D 1-1,1,1,0,57,1,0,0,0,0.9,0.9,+0.1,+0.1,0.7,1.3,+0.1,+0.1,+0.3,0.06,14,0.07,0.25,4,28.6,14.1,0,Match Report
280,Werder Bremen,2021-01-30,0.7,,Schalke 04,de Bundesliga,D 1-1,1,1,0,49,1,0,0,0,0.7,0.7,+0.2,+0.2,0.6,1.3,+0.3,+0.3,+0.4,0.05,15,0.07,0.2,5,33.3,19.5,1,Match Report
281,Union Berlin,2021-01-30,0.8,,Gladbach,de Bundesliga,D 1-1,1,1,0,43,1,0,0,0,0.8,0.8,-0.1,-0.1,0.7,0.7,+0.2,+0.2,+0.3,0.06,13,0.08,0.5,2,15.4,17.3,0,Match Report
282,RB Leipzig,2021-01-30,1.4,,Leverkusen,de Bundesliga,W 1-0,1,0,+1,46,1,0,0,0,1.4,1.4,+0.7,+0.7,0.3,0.6,-0.4,-0.4,-0.3,0.09,16,0.06,0.5,2,12.5,18,2,Match Report
283,Dortmund,2021-01-30,1.7,,Augsburg,de Bundesliga,W 3-1,3,1,+2,67,2,0,1,1,1.7,1,+1.4,+0.7,1,1.3,+0.3,+1.0,+1.0,0.08,13,0.15,0.4,5,38.5,17.3,0,Match Report
284,Schalke 04,2021-01-30,0.5,@,Werder Bremen,de Bundesliga,D 1-1,1,1,0,51,1,0,0,0,0.5,0.5,-0.2,-0.2,0.2,0.4,+0.5,+0.5,+0.8,0.08,6,0.17,1,1,16.7,20,0,Match Report
285,Leverkusen,2021-01-30,0.7,@,RB Leipzig,de Bundesliga,L 0-1,0,1,-1,54,0,0,0,0,0.7,0.7,-0.7,-0.7,0.7,0.7,-0.7,-0.7,-0.7,0.09,8,0,0,3,37.5,24.2,0,Match Report
286,Eint Frankfurt,2021-01-30,2.1,,Hertha BSC,de Bundesliga,W 3-1,3,1,+2,60,2,1,1,0,2.1,1.3,+1.6,+0.8,0.9,1.4,+0.9,+0.7,+1.1,0.09,14,0.14,0.33,6,42.9,17.4,0,Match Report
287,Stuttgart,2021-01-29,0.9,,Mainz 05,de Bundesliga,W 2-0,2,0,+2,52,2,0,0,0,0.9,0.9,+0.5,+0.5,0.8,0.9,+1.1,+1.1,+1.2,0.08,11,0.18,0.67,3,27.3,16.5,0,Match Report
288,Mainz 05,2021-01-29,0.4,@,Stuttgart,de Bundesliga,L 0-2,0,2,-2,48,0,0,0,0,0.4,0.4,-0.5,-0.5,0.4,1.1,-0.4,-0.4,-0.4,0.04,9,0,0,2,22.2,22.6,0,Match Report
289,Hoffenheim,2021-01-24,2.1,,Köln,de Bundesliga,W 3-0,3,0,+3,45,1,2,2,0,2.1,0.6,0,-0.7,0.5,0.3,+0.9,+0.4,+0.5,0.06,11,0.09,0.5,2,18.2,22.8,1,Match Report
290,Bayern Munich,2021-01-24,3.5,@,Schalke 04,de Bundesliga,W 4-0,4,0,+4,60,4,0,0,0,3.5,3.5,+2.6,+2.6,3,2.9,+0.5,+0.5,+1.0,0.13,31,0.13,0.31,13,41.9,16.6,0,Match Report
291,Köln,2021-01-24,2.1,@,Hoffenheim,de Bundesliga,L 0-3,0,3,-3,55,0,0,1,1,2.1,1.3,0,+0.7,1.1,1.6,-2.1,-1.3,-1.1,0.1,14,0,0,3,21.4,13.9,0,Match Report
292,Schalke 04,2021-01-24,0.9,,Bayern Munich,de Bundesliga,L 0-4,0,4,-4,40,0,0,0,0,0.9,0.9,-2.6,-2.6,0.9,0.8,-0.9,-0.9,-0.9,0.07,13,0,0,3,23.1,18.2,0,Match Report
293,Augsburg,2021-01-23,1,,Union Berlin,de Bundesliga,W 2-1,2,1,+1,36,2,0,0,0,1,1,-0.7,+0.1,0.3,0.5,+1.0,+1.0,+0.7,0.13,8,0.25,0.5,4,50,17.2,0,Match Report
294,Arminia,2021-01-23,0.5,,Eint Frankfurt,de Bundesliga,L 1-5,1,5,-4,44,1,0,0,0,0.5,0.5,-1.9,-1.9,0.4,0.7,+0.5,+0.5,+0.6,0.07,8,0.13,0.25,4,50,15.1,0,Match Report
295,Hertha BSC,2021-01-23,2.3,,Werder Bremen,de Bundesliga,L 1-4,1,4,-3,66,1,0,1,1,2.3,1.5,+0.7,+0.7,1.2,1.3,-1.3,-0.5,-0.2,0.09,17,0.06,0.11,9,52.9,18.8,1,Match Report
296,Wolfsburg,2021-01-23,1,@,Leverkusen,de Bundesliga,W 1-0,1,0,+1,36,1,0,0,0,1,1,-0.3,-0.3,1,0.8,0,0,0,0.13,8,0.13,0.25,4,50,14.6,0,Match Report
297,Stuttgart,2021-01-23,3.1,@,Freiburg,de Bundesliga,L 1-2,1,2,-1,60,1,0,1,1,3.1,2.3,+1.8,+1.0,1.1,0.9,-2.1,-1.3,-1.1,0.1,24,0.04,0.13,8,33.3,22,1,Match Report
298,Werder Bremen,2021-01-23,1.5,@,Hertha BSC,de Bundesliga,W 4-1,4,1,+3,34,3,1,1,0,1.5,0.8,-0.7,-0.7,0.7,0.1,+2.5,+2.2,+1.3,0.13,6,0.5,0.75,4,66.7,22.2,0,Match Report
299,Union Berlin,2021-01-23,1.7,@,Augsburg,de Bundesliga,L 1-2,1,2,-1,64,1,0,1,1,1.7,0.9,+0.7,-0.1,0.8,1,-0.7,+0.1,+0.2,0.12,8,0.13,0.25,4,50,17.3,1,Match Report
300,Mainz 05,2021-01-23,1.8,,RB Leipzig,de Bundesliga,W 3-2,3,2,+1,32,3,0,0,0,1.8,1.8,+0.3,+0.3,1.4,1.5,+1.2,+1.2,+0.6,0.2,9,0.33,0.75,4,44.4,11.8,0,Match Report
301,Freiburg,2021-01-23,1.3,,Stuttgart,de Bundesliga,W 2-1,2,1,+1,40,2,0,0,0,1.3,1.3,-1.8,-1,0.6,0.7,+0.7,+0.7,-0.6,0.13,10,0.2,0.4,5,50,12.7,0,Match Report
302,RB Leipzig,2021-01-23,1.5,@,Mainz 05,de Bundesliga,L 2-3,2,3,-1,68,2,0,0,0,1.5,1.5,-0.3,-0.3,0.6,1.3,+0.5,+0.5,-0.6,0.12,13,0.15,0.4,5,38.5,16.1,0,Match Report
303,Leverkusen,2021-01-23,1.3,,Wolfsburg,de Bundesliga,L 0-1,0,1,-1,64,0,0,0,0,1.3,1.3,+0.3,+0.3,0.8,0.7,-1.3,-1.3,-0.8,0.13,10,0,0,3,30,18.8,0,Match Report
304,Eint Frankfurt,2021-01-23,2.4,@,Arminia,de Bundesliga,W 5-1,5,1,+4,56,4,0,0,0,2.4,2.4,+1.9,+1.9,1.7,1.3,+1.6,+1.6,+1.3,0.16,15,0.27,0.57,7,46.7,15.4,1,Match Report
305,Gladbach,2021-01-22,2,,Dortmund,de Bundesliga,W 4-2,4,2,+2,43,4,0,0,0,2,2,+0.3,+0.3,1.2,0.9,+2.0,+2.0,+1.8,0.2,10,0.4,0.57,7,70,14.9,1,Match Report
306,Dortmund,2021-01-22,1.7,@,Gladbach,de Bundesliga,L 2-4,2,4,-2,57,2,0,0,0,1.7,1.7,-0.3,-0.3,1.3,1.2,+0.3,+0.3,+0.7,0.11,15,0.13,0.33,6,40,16.3,2,Match Report
307,Bayern Munich,2021-01-20,1.7,@,Augsburg,de Bundesliga,W 1-0,1,0,+1,63,0,1,1,0,1.7,0.9,+0.5,+0.5,0.7,1.5,-0.7,-0.9,-0.7,0.08,12,0,0,3,25,20.8,0,Match Report
308,Augsburg,2021-01-20,1.2,,Bayern Munich,de Bundesliga,L 0-1,0,1,-1,37,0,0,1,1,1.2,0.5,-0.5,-0.5,0.3,0.6,-1.2,-0.5,-0.3,0.06,8,0,,0,0,21.7,1,Match Report
309,Arminia,2021-01-20,1.8,,Stuttgart,de Bundesliga,W 3-0,3,0,+3,35,2,0,0,0,1.8,1.8,+0.4,+0.4,1.4,1.1,+0.2,+0.2,+0.6,0.2,9,0.22,0.67,3,33.3,17.1,0,Match Report
310,Stuttgart,2021-01-20,1.4,@,Arminia,de Bundesliga,L 0-3,0,3,-3,65,0,0,0,0,1.4,1.4,-0.4,-0.4,1.4,1.8,-1.4,-1.4,-1.4,0.14,10,0,0,3,30,19,0,Match Report
311,Union Berlin,2021-01-20,0.2,@,RB Leipzig,de Bundesliga,L 0-1,0,1,-1,33,0,0,0,0,0.2,0.2,-1.3,-1.3,0.1,0.2,-0.2,-0.2,-0.1,0.06,4,0,0,1,25,22.7,0,Match Report
312,Freiburg,2021-01-20,0.8,,Eint Frankfurt,de Bundesliga,D 2-2,2,2,0,39,2,0,0,0,0.8,0.8,-0.5,-0.5,0.7,0.6,+1.2,+1.2,+0.3,0.07,11,0.18,0.5,4,36.4,19.7,0,Match Report
313,RB Leipzig,2021-01-20,1.6,,Union Berlin,de Bundesliga,W 1-0,1,0,+1,67,1,0,0,0,1.6,1.6,+1.3,+1.3,1.5,1.4,-0.6,-0.6,-0.5,0.1,16,0.06,0.2,5,31.3,19.7,0,Match Report
314,Köln,2021-01-20,1.6,@,Schalke 04,de Bundesliga,W 2-1,2,1,+1,37,2,0,0,0,1.6,1.6,+0.2,+0.2,1.4,0.6,+0.4,+0.4,+0.6,0.12,13,0.15,0.67,3,23.1,17.3,1,Match Report
315,Schalke 04,2021-01-20,1.3,,Köln,de Bundesliga,L 1-2,1,2,-1,63,1,0,0,0,1.3,1.3,-0.2,-0.2,0.7,1.1,-0.3,-0.3,+0.3,0.1,14,0.07,0.17,6,42.9,19.3,0,Match Report
316,Eint Frankfurt,2021-01-20,1.2,@,Freiburg,de Bundesliga,D 2-2,2,2,0,61,1,0,0,0,1.2,1.2,+0.5,+0.5,1.1,2.8,-0.2,-0.2,-0.1,0.08,15,0.07,0.33,3,20,16.2,1,Match Report
317,Hoffenheim,2021-01-19,1.3,@,Hertha BSC,de Bundesliga,W 3-0,3,0,+3,43,3,0,0,0,1.3,1.3,-0.4,+0.4,1,0.2,+1.7,+1.7,+1.0,0.12,11,0.27,0.5,6,54.5,18.1,1,Match Report
318,Hertha BSC,2021-01-19,1.7,,Hoffenheim,de Bundesliga,L 0-3,0,3,-3,57,0,0,1,1,1.7,0.9,+0.4,-0.4,0.6,0.9,-1.7,-0.9,-0.6,0.07,12,0,0,1,8.3,22.4,1,Match Report
319,Gladbach,2021-01-19,0.6,,Werder Bremen,de Bundesliga,W 1-0,1,0,+1,60,1,0,0,0,0.6,0.6,-0.5,-0.5,0.5,1.3,+0.4,+0.4,+0.5,0.05,11,0.09,0.17,6,54.5,18.1,0,Match Report
320,Wolfsburg,2021-01-19,1.1,@,Mainz 05,de Bundesliga,W 2-0,2,0,+2,62,2,0,0,0,1.1,1.1,+0.5,+0.5,0.6,0.5,+0.9,+0.9,+0.4,0.13,9,0.22,1,2,22.2,15.9,1,Match Report
321,Werder Bremen,2021-01-19,1.1,@,Gladbach,de Bundesliga,L 0-1,0,1,-1,40,0,0,0,0,1.1,1.1,+0.5,+0.5,0.8,0.6,-1.1,-1.1,-0.8,0.08,13,0,0,2,15.4,18.9,1,Match Report
322,Mainz 05,2021-01-19,0.7,,Wolfsburg,de Bundesliga,L 0-2,0,2,-2,38,0,0,0,0,0.7,0.7,-0.5,-0.5,0.5,0.5,-0.7,-0.7,-0.5,0.08,8,0,,0,0,19.5,0,Match Report
323,Dortmund,2021-01-19,1.6,@,Leverkusen,de Bundesliga,L 1-2,1,2,-1,52,1,0,0,0,1.6,1.6,-0.3,-0.3,1.4,2,-0.6,-0.6,-0.4,0.1,16,0.06,0.5,2,12.5,16.9,0,Match Report
