Rk,Team,Date,xG,Venue,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,xG,npxG,xGD,npxGD,xAG,xA,G-xG,np:G-xG,A-xAG,npxG/Sh,Sh,G/Sh,G/SoT,SoT,SoT%,Dist,FK,Match Report
214,Köln,2025-09-20,1.7,@,RB Leipzig,de Bundesliga,L 1-3,1,3,-2,53,1,0,0,0,1.7,1.7,-1.6,-1.6,1.6,1.7,-0.7,-0.7,-0.6,0.13,13,0.08,1,1,7.7,17.5,0,Match Report
215,St. Pauli,2025-09-19,0.9,@,Stuttgart,de Bundesliga,L 0-2,0,2,-2,46,0,0,0,0,0.9,0.9,-1.2,-0.4,0.9,0.6,-0.9,-0.9,-0.9,0.11,9,0,0,2,22.2,15.9,0,Match Report
216,Stuttgart,2025-09-19,2.1,,St. Pauli,de Bundesliga,W 2-0,2,0,+2,54,2,0,1,1,2.1,1.3,+1.2,+0.4,1.3,1.4,-0.1,+0.7,+0.7,0.08,16,0.13,0.29,7,43.8,19.7,0,Match Report
217,Augsburg,2025-09-14,0.8,@,St. Pauli,de Bundesliga,L 1-2,1,2,-1,44,1,0,0,0,0.8,0.8,-1,-0.2,0.7,1,+0.2,+0.2,+0.3,0.08,10,0.1,0.2,5,50,18.4,0,Match Report
218,Gladbach,2025-09-14,1.5,,Werder Bremen,de Bundesliga,L 0-4,0,4,-4,55,0,0,0,0,1.5,1.5,-0.6,+0.2,1.2,1.5,-1.5,-1.5,-1.2,0.08,19,0,0,2,10.5,18,2,Match Report
219,St. Pauli,2025-09-14,1.8,,Augsburg,de Bundesliga,W 2-1,2,1,+1,56,2,0,1,1,1.8,0.9,+1.0,+0.2,0.8,1.3,+0.2,+1.1,-0.8,0.08,12,0.17,0.33,6,50,20.5,1,Match Report
220,Werder Bremen,2025-09-14,2.1,@,Gladbach,de Bundesliga,W 4-0,4,0,+4,45,3,1,1,0,2.1,1.3,+0.6,-0.2,1.3,1.1,+1.9,+1.7,+1.7,0.12,11,0.27,0.5,6,54.5,17.5,0,Match Report
221,Hoffenheim,2025-09-13,2.8,@,Union Berlin,de Bundesliga,W 4-2,4,2,+2,57,2,2,2,0,2.8,1.2,+0.2,-1.4,0.7,0.8,+1.2,+0.8,+0.3,0.17,7,0.29,0.33,6,85.7,15.2,0,Match Report
222,Bayern Munich,2025-09-13,2.4,,Hamburger SV,de Bundesliga,W 5-0,5,0,+5,70,4,1,1,0,2.4,1.7,+1.8,+1.2,1.4,2.4,+2.6,+2.3,+2.6,0.08,21,0.19,0.36,11,52.4,19.5,2,Match Report
223,Heidenheim,2025-09-13,0.4,,Dortmund,de Bundesliga,L 0-2,0,2,-2,25,0,0,0,0,0.4,0.4,-2.3,-2.3,0.4,0.4,-0.4,-0.4,-0.4,0.07,6,0,0,1,16.7,21.2,0,Match Report
224,Hamburger SV,2025-09-13,0.6,@,Bayern Munich,de Bundesliga,L 0-5,0,5,-5,30,0,0,0,0,0.6,0.6,-1.8,-1.2,0.5,0.7,-0.6,-0.6,-0.5,0.06,9,0,0,2,22.2,13.7,0,Match Report
225,Wolfsburg,2025-09-13,1.5,,Köln,de Bundesliga,D 3-3,3,3,0,55,3,0,0,0,1.5,1.5,-0.2,-0.2,1.3,1.5,+1.5,+1.5,+0.7,0.11,14,0.21,0.5,6,42.9,15.1,1,Match Report
226,Stuttgart,2025-09-13,0.4,@,Freiburg,de Bundesliga,L 1-3,1,3,-2,54,1,0,0,0,0.4,0.4,-1.1,-0.3,0.4,1.1,+0.6,+0.6,+0.6,0.06,7,0.14,0.5,2,28.6,15.9,0,Match Report
227,Union Berlin,2025-09-13,2.6,,Hoffenheim,de Bundesliga,L 2-4,2,4,-2,43,2,0,0,0,2.6,2.6,-0.2,+1.4,1.1,0.9,-0.6,-0.6,-0.1,0.15,20,0.1,0.33,6,30,13.1,0,Match Report
228,Mainz 05,2025-09-13,1.1,,RB Leipzig,de Bundesliga,L 0-1,0,1,-1,56,0,0,0,0,1.1,1.1,-0.7,-0.7,0.8,0.8,-1.1,-1.1,-0.8,0.08,13,0,0,2,15.4,16,0,Match Report
229,Freiburg,2025-09-13,1.5,,Stuttgart,de Bundesliga,W 3-1,3,1,+2,46,2,1,1,0,1.5,0.8,+1.1,+0.3,0.5,1,+1.5,+1.2,+0.5,0.06,13,0.15,0.4,5,38.5,18.4,1,Match Report
230,RB Leipzig,2025-09-13,1.8,@,Mainz 05,de Bundesliga,W 1-0,1,0,+1,44,1,0,0,0,1.8,1.8,+0.7,+0.7,1.6,0.9,-0.8,-0.8,-0.6,0.09,19,0.05,0.33,3,15.8,19.5,2,Match Report
231,Dortmund,2025-09-13,2.7,@,Heidenheim,de Bundesliga,W 2-0,2,0,+2,75,2,0,0,0,2.7,2.7,+2.3,+2.3,2.7,4.9,-0.7,-0.7,-0.7,0.16,17,0.12,0.25,8,47.1,12.9,0,Match Report
232,Köln,2025-09-13,1.6,@,Wolfsburg,de Bundesliga,D 3-3,3,3,0,45,3,0,0,0,1.6,1.6,+0.2,+0.2,0.9,1.1,+1.4,+1.4,+1.1,0.12,14,0.21,0.38,8,57.1,18.3,0,Match Report
233,Leverkusen,2025-09-12,2.1,,Eint Frankfurt,de Bundesliga,W 3-1,3,1,+2,40,2,1,1,0,2.1,1.3,+1.3,+0.5,1,0.8,+0.9,+0.7,-1,0.08,17,0.12,0.33,6,35.3,17.6,2,Match Report
234,Eint Frankfurt,2025-09-12,0.8,@,Leverkusen,de Bundesliga,L 1-3,1,3,-2,60,1,0,0,0,0.8,0.8,-1.3,-0.5,0.7,1,+0.2,+0.2,-0.7,0.06,13,0.08,0.5,2,15.4,19.5,0,Match Report
235,Wolfsburg,2025-08-31,0.6,,Mainz 05,de Bundesliga,D 1-1,1,1,0,40,1,0,0,0,0.6,0.6,-1.3,-0.5,0.6,0.3,+0.4,+0.4,+0.4,0.06,11,0.09,0.33,3,27.3,18.3,0,Match Report
236,Union Berlin,2025-08-31,1.1,@,Dortmund,de Bundesliga,L 0-3,0,3,-3,35,0,0,0,0,1.1,1.1,-1.4,-1.4,0.7,0.7,-1.1,-1.1,-0.7,0.1,12,0,0,3,25,16.1,1,Match Report
237,Mainz 05,2025-08-31,1.9,@,Wolfsburg,de Bundesliga,D 1-1,1,1,0,60,0,1,1,0,1.9,1.1,+1.3,+0.5,0.9,1.4,-0.9,-1.1,-0.9,0.07,16,0,0,2,12.5,15.1,0,Match Report
238,Freiburg,2025-08-31,0.9,@,Köln,de Bundesliga,L 1-4,1,4,-3,61,1,0,0,0,0.9,0.9,-1.2,-1.2,0.9,1.6,+0.1,+0.1,+0.1,0.08,12,0.08,0.5,2,16.7,15.2,0,Match Report
239,Dortmund,2025-08-31,2.4,,Union Berlin,de Bundesliga,W 3-0,3,0,+3,65,3,0,0,0,2.4,2.4,+1.4,+1.4,1.8,2.2,+0.6,+0.6,+0.2,0.23,11,0.27,0.5,6,54.5,13.3,0,Match Report
240,Köln,2025-08-31,2.1,,Freiburg,de Bundesliga,W 4-1,4,1,+3,39,4,0,0,0,2.1,2.1,+1.2,+1.2,1.8,1.3,+1.9,+1.9,+1.2,0.12,18,0.22,0.67,6,33.3,16.5,0,Match Report
241,Hoffenheim,2025-08-30,1.4,,Eint Frankfurt,de Bundesliga,L 1-3,1,3,-2,58,1,0,0,0,1.4,1.4,-0.2,-0.2,1.3,0.9,-0.4,-0.4,-0.3,0.08,17,0.06,0.2,5,29.4,17.9,0,Match Report
242,Bayern Munich,2025-08-30,4.2,@,Augsburg,de Bundesliga,W 3-2,3,2,+1,57,3,0,0,0,4.2,4.2,+3.7,+3.7,3.1,2.6,-1.2,-1.2,-0.1,0.21,20,0.15,0.3,10,50,14.7,0,Match Report
243,Augsburg,2025-08-30,0.5,,Bayern Munich,de Bundesliga,L 2-3,2,3,-1,43,2,0,0,0,0.5,0.5,-3.7,-3.7,0.5,0.6,+1.5,+1.5,+1.5,0.05,10,0.2,0.67,3,30,18.1,0,Match Report
244,Heidenheim,2025-08-30,0.9,@,RB Leipzig,de Bundesliga,L 0-2,0,2,-2,34,0,0,0,0,0.9,0.9,-1.3,-1.3,1,0.8,-0.9,-0.9,-1,0.2,5,0,0,3,60,11.2,0,Match Report
245,Gladbach,2025-08-30,1.8,@,Stuttgart,de Bundesliga,L 0-1,0,1,-1,49,0,0,0,0,1.8,1.8,+1.0,+1.0,0.9,1.5,-1.8,-1.8,-0.9,0.12,15,0,0,6,40,11.7,0,Match Report
246,Stuttgart,2025-08-30,0.8,,Gladbach,de Bundesliga,W 1-0,1,0,+1,51,1,0,0,0,0.8,0.8,-1,-1,0.7,0.9,+0.2,+0.2,+0.3,0.06,13,0.08,0.2,5,38.5,17,0,Match Report
247,Werder Bremen,2025-08-30,2.6,,Leverkusen,de Bundesliga,D 3-3,3,3,0,45,2,1,1,0,2.6,1.8,+0.5,+0.5,1.5,1.5,+0.4,+0.2,-0.5,0.17,11,0.18,0.5,4,36.4,19.2,0,Match Report
248,RB Leipzig,2025-08-30,2.2,,Heidenheim,de Bundesliga,W 2-0,2,0,+2,66,2,0,0,0,2.2,2.2,+1.3,+1.3,1.5,2.2,-0.2,-0.2,+0.5,0.12,19,0.11,0.4,5,26.3,14,1,Match Report
249,Leverkusen,2025-08-30,2.1,@,Werder Bremen,de Bundesliga,D 3-3,3,3,0,55,2,1,1,0,2.1,1.3,-0.5,-0.5,0.7,1.2,+0.9,+0.7,+0.3,0.15,9,0.22,0.67,3,33.3,19.3,1,Match Report
250,Eint Frankfurt,2025-08-30,1.6,@,Hoffenheim,de Bundesliga,W 3-1,3,1,+2,42,3,0,0,0,1.6,1.6,+0.2,+0.2,1.5,1.4,+1.4,+1.4,+1.5,0.17,9,0.33,0.5,6,66.7,17.3,0,Match Report
251,Hamburger SV,2025-08-29,0.4,,St. Pauli,de Bundesliga,L 0-2,0,2,-2,47,0,0,0,0,0.4,0.4,-1.1,-1.1,0.2,0.8,-0.4,-0.4,-0.2,0.07,5,0,0,2,40,21.4,2,Match Report
252,St. Pauli,2025-08-29,1.4,@,Hamburger SV,de Bundesliga,W 2-0,2,0,+2,53,2,0,0,0,1.4,1.4,+1.1,+1.1,0.7,0.8,+0.6,+0.6,+1.3,0.08,17,0.12,0.33,6,35.3,18.8,0,Match Report
253,Hamburger SV,2025-08-24,0.4,@,Gladbach,de Bundesliga,D 0-0,0,0,0,39,0,0,0,0,0.4,0.4,-0.7,-0.7,0.4,0.6,-0.4,-0.4,-0.4,0.06,7,0,0,1,14.3,21.1,0,Match Report
254,Gladbach,2025-08-24,1.1,,Hamburger SV,de Bundesliga,D 0-0,0,0,0,61,0,0,0,0,1.1,1.1,+0.7,+0.7,1,1.5,-1.1,-1.1,-1,0.06,17,0,0,4,23.5,17.6,0,Match Report
255,Mainz 05,2025-08-24,1.4,,Köln,de Bundesliga,L 0-1,0,1,-1,51,0,0,0,0,1.4,1.4,+0.1,+0.1,1.3,2.1,-1.4,-1.4,-1.3,0.08,19,0,0,2,10.5,16.2,0,Match Report
256,Köln,2025-08-24,1.4,@,Mainz 05,de Bundesliga,W 1-0,1,0,+1,49,1,0,0,0,1.4,1.4,-0.1,-0.1,1.3,1.2,-0.4,-0.4,-0.3,0.11,12,0.08,0.5,2,16.7,17.2,1,Match Report
257,Hoffenheim,2025-08-23,0.4,@,Leverkusen,de Bundesliga,W 2-1,2,1,+1,40,2,0,0,0,0.4,0.4,-0.3,-0.3,0.4,0.5,+1.6,+1.6,+1.6,0.04,10,0.2,0.4,5,50,18.9,0,Match Report
258,Augsburg,2025-08-23,1.3,@,Freiburg,de Bundesliga,W 3-1,3,1,+2,39,3,0,0,0,1.3,1.3,-1.1,-0.4,0.7,0.5,+1.7,+1.7,+0.3,0.1,14,0.21,0.6,5,35.7,17.3,1,Match Report
259,Heidenheim,2025-08-23,0.7,,Wolfsburg,de Bundesliga,L 1-3,1,3,-2,49,1,0,0,0,0.7,0.7,-1.7,-0.9,0.6,0.3,+0.3,+0.3,-0.6,0.1,7,0.14,0.5,2,28.6,20.9,1,Match Report
260,Wolfsburg,2025-08-23,2.4,@,Heidenheim,de Bundesliga,W 3-1,3,1,+2,51,2,1,1,0,2.4,1.6,+1.7,+0.9,1.2,1.8,+0.6,+0.4,+0.8,0.12,14,0.14,0.5,4,28.6,21.4,1,Match Report
261,St. Pauli,2025-08-23,1.2,,Dortmund,de Bundesliga,D 3-3,3,3,0,51,2,1,1,0,1.2,0.5,-0.3,-0.3,0.4,1.1,+1.8,+1.5,+1.6,0.05,10,0.2,0.33,6,60,19.2,0,Match Report
262,Stuttgart,2025-08-23,1.7,@,Union Berlin,de Bundesliga,L 1-2,1,2,-1,75,1,0,0,0,1.7,1.7,+1.3,+1.3,1.6,3,-0.7,-0.7,-0.6,0.08,21,0.05,0.17,6,28.6,15.7,0,Match Report
263,Werder Bremen,2025-08-23,0.5,@,Eint Frankfurt,de Bundesliga,L 1-4,1,4,-3,47,1,0,0,0,0.5,0.5,-2.2,-2.2,0.5,0.8,+0.5,+0.5,+0.5,0.05,10,0.1,0.2,5,50,21.5,1,Match Report
264,Union Berlin,2025-08-23,0.3,,Stuttgart,de Bundesliga,W 2-1,2,1,+1,25,2,0,0,0,0.3,0.3,-1.3,-1.3,0.3,0.5,+1.7,+1.7,+0.7,0.04,8,0.25,1,2,25,17.6,0,Match Report
265,Freiburg,2025-08-23,2.4,,Augsburg,de Bundesliga,L 1-3,1,3,-2,61,0,1,1,0,2.4,1.6,+1.1,+0.4,1.4,1.2,-1.4,-1.6,-1.4,0.12,15,0,0,3,20,16,0,Match Report
266,Dortmund,2025-08-23,1.6,@,St. Pauli,de Bundesliga,D 3-3,3,3,0,49,3,0,1,1,1.6,0.8,+0.3,+0.3,0.8,1.8,+1.4,+2.2,+2.2,0.11,7,0.43,0.5,6,85.7,14.8,0,Match Report
267,Leverkusen,2025-08-23,0.7,,Hoffenheim,de Bundesliga,L 1-2,1,2,-1,60,1,0,0,0,0.7,0.7,+0.3,+0.3,0.4,0.6,+0.3,+0.3,+0.6,0.1,7,0.14,0.5,2,28.6,19,1,Match Report
268,Eint Frankfurt,2025-08-23,2.7,,Werder Bremen,de Bundesliga,W 4-1,4,1,+3,53,4,0,0,0,2.7,2.7,+2.2,+2.2,2.6,2,+1.3,+1.3,+1.4,0.15,18,0.22,0.8,5,27.8,13.2,1,Match Report
269,Bayern Munich,2025-08-22,1.7,,RB Leipzig,de Bundesliga,W 6-0,6,0,+6,63,6,0,0,0,1.7,1.7,+1.2,+1.2,1.5,2.2,+4.3,+4.3,+3.5,0.09,19,0.32,0.67,9,47.4,16.9,1,Match Report
270,RB Leipzig,2025-08-22,0.5,@,Bayern Munich,de Bundesliga,L 0-6,0,6,-6,37,0,0,0,0,0.5,0.5,-1.2,-1.2,0.4,0.9,-0.5,-0.5,-0.4,0.05,12,0,0,1,8.3,17.1,0,Match Report
