Rk,Team,Date,xG,Venue,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,xG,npxG,xGD,npxGD,xAG,xA,G-xG,np:G-xG,A-xAG,npxG/Sh,Sh,G/Sh,G/SoT,SoT,SoT%,Dist,FK,Match Report
106,Leverkusen,2025-11-08,3.3,,Heidenheim,de Bundesliga,W 6-0,6,0,+6,73,6,0,0,0,3.3,3.3,+3.1,+3.1,1.6,2.3,+2.7,+2.7,+3.4,0.13,25,0.24,0.6,10,40,17.4,1,Match Report
107,Wolfsburg,2025-11-07,0.7,@,Werder Bremen,de Bundesliga,L 1-2,1,2,-1,40,1,0,0,0,0.7,0.7,-0.8,-0.8,0.6,0.8,+0.3,+0.3,+0.4,0.1,7,0.14,0.25,4,57.1,17.5,0,Match Report
108,Werder Bremen,2025-11-07,1.4,,Wolfsburg,de Bundesliga,W 2-1,2,1,+1,60,2,0,0,0,1.4,1.4,+0.8,+0.8,1.3,1.6,+0.6,+0.6,+0.7,0.07,20,0.1,0.29,7,35,15.7,0,Match Report
109,Hoffenheim,2025-11-02,1,@,Wolfsburg,de Bundesliga,W 3-2,3,2,+1,52,3,0,0,0,1,1,-0.5,-0.5,1,1.5,+2.0,+2.0,+2.0,0.1,10,0.3,0.75,4,40,14.4,0,Match Report
110,Hamburger SV,2025-11-02,1.1,@,Köln,de Bundesliga,L 1-4,1,4,-3,52,1,0,0,0,1.1,1.1,-2.5,-2.5,1,0.8,-0.1,-0.1,-1,0.1,11,0.09,0.2,5,45.5,14.3,0,Match Report
111,Wolfsburg,2025-11-02,1.5,,Hoffenheim,de Bundesliga,L 2-3,2,3,-1,48,2,0,0,0,1.5,1.5,+0.5,+0.5,1.4,1,+0.5,+0.5,+0.6,0.13,12,0.17,0.33,6,50,19.9,1,Match Report
112,Köln,2025-11-02,3.6,,Hamburger SV,de Bundesliga,W 4-1,4,1,+3,48,4,0,0,0,3.6,3.6,+2.5,+2.5,2.3,1.8,+0.4,+0.4,-1.3,0.17,23,0.17,0.44,9,39.1,17.8,3,Match Report
113,Bayern Munich,2025-11-01,2.3,,Leverkusen,de Bundesliga,W 3-0,3,0,+3,59,2,0,0,0,2.3,2.3,+1.9,+1.9,1.9,2.1,-0.3,-0.3,+0.1,0.13,18,0.11,0.5,4,22.2,17.5,0,Match Report
114,Heidenheim,2025-11-01,0.8,,Eint Frankfurt,de Bundesliga,D 1-1,1,1,0,28,1,0,0,0,0.8,0.8,-0.1,-0.1,0.8,0.6,+0.2,+0.2,+0.2,0.09,9,0.11,0.25,4,44.4,20.5,0,Match Report
115,Gladbach,2025-11-01,2.4,@,St. Pauli,de Bundesliga,W 4-0,4,0,+4,43,4,0,0,0,2.4,2.4,+1.5,+1.5,1.9,1.1,+1.6,+1.6,+1.1,0.16,15,0.27,0.36,11,73.3,16.1,0,Match Report
116,St. Pauli,2025-11-01,0.9,,Gladbach,de Bundesliga,L 0-4,0,4,-4,57,0,0,0,0,0.9,0.9,-1.5,-1.5,0.7,0.8,-0.9,-0.9,-0.7,0.05,16,0,0,4,25,20.3,0,Match Report
117,Stuttgart,2025-11-01,1.3,@,RB Leipzig,de Bundesliga,L 1-3,1,3,-2,58,1,0,0,0,1.3,1.3,-0.8,-0.8,1.2,1.5,-0.3,-0.3,-0.2,0.09,14,0.07,0.25,4,28.6,21.5,0,Match Report
118,Werder Bremen,2025-11-01,1,@,Mainz 05,de Bundesliga,D 1-1,1,1,0,53,1,0,0,0,1,1,-0.2,-0.2,1,1,0,0,-1,0.21,5,0.2,0.33,3,60,14,0,Match Report
119,Union Berlin,2025-11-01,1,,Freiburg,de Bundesliga,D 0-0,0,0,0,38,0,0,0,0,1,1,-0.2,-0.2,0.7,0.9,-1,-1,-0.7,0.09,11,0,0,2,18.2,14.2,0,Match Report
120,Mainz 05,2025-11-01,1.3,,Werder Bremen,de Bundesliga,D 1-1,1,1,0,47,1,0,0,0,1.3,1.3,+0.2,+0.2,1.1,1.1,-0.3,-0.3,-0.1,0.14,10,0.1,0.25,4,40,14.3,0,Match Report
121,Freiburg,2025-11-01,1.2,@,Union Berlin,de Bundesliga,D 0-0,0,0,0,62,0,0,0,0,1.2,1.2,+0.2,+0.2,1.1,1,-1.2,-1.2,-1.1,0.09,13,0,0,4,30.8,15.1,0,Match Report
122,RB Leipzig,2025-11-01,2.1,,Stuttgart,de Bundesliga,W 3-1,3,1,+2,42,2,0,0,0,2.1,2.1,+0.8,+0.8,1.2,1.2,-0.1,-0.1,-0.2,0.13,16,0.13,0.22,9,56.3,14.3,0,Match Report
123,Leverkusen,2025-11-01,0.4,@,Bayern Munich,de Bundesliga,L 0-3,0,3,-3,41,0,0,0,0,0.4,0.4,-1.9,-1.9,0.4,0.7,-0.4,-0.4,-0.4,0.06,7,0,0,1,14.3,26,0,Match Report
124,Eint Frankfurt,2025-11-01,1,@,Heidenheim,de Bundesliga,D 1-1,1,1,0,72,1,0,0,0,1,1,+0.1,+0.1,0.9,2.2,0,0,+0.1,0.06,16,0.06,0.33,3,18.8,17.5,0,Match Report
125,Augsburg,2025-10-31,0.8,,Dortmund,de Bundesliga,L 0-1,0,1,-1,48,0,0,0,0,0.8,0.8,+0.5,+0.5,0.6,0.8,-0.8,-0.8,-0.6,0.09,9,0,0,1,11.1,17,0,Match Report
126,Dortmund,2025-10-31,0.3,@,Augsburg,de Bundesliga,W 1-0,1,0,+1,52,1,0,0,0,0.3,0.3,-0.5,-0.5,0.3,0.9,+0.7,+0.7,-0.3,0.07,5,0.2,1,1,20,16.8,0,Match Report
127,Stuttgart,2025-10-26,1.9,,Mainz 05,de Bundesliga,W 2-1,2,1,+1,58,2,0,0,0,1.9,1.9,+0.5,+1.3,1.2,0.9,+0.1,+0.1,+0.8,0.1,19,0.11,0.25,8,42.1,17.8,0,Match Report
128,Mainz 05,2025-10-26,1.4,@,Stuttgart,de Bundesliga,L 1-2,1,2,-1,42,0,1,1,0,1.4,0.6,-0.5,-1.3,0.5,0.8,-0.4,-0.6,-0.5,0.05,12,0,0,1,8.3,15.3,0,Match Report
129,Freiburg,2025-10-26,0.6,@,Leverkusen,de Bundesliga,L 0-2,0,2,-2,31,0,0,0,0,0.6,0.6,-1,-1,0.5,0.6,-0.6,-0.6,-0.5,0.06,10,0,0,3,30,21.9,2,Match Report
130,Leverkusen,2025-10-26,1.6,,Freiburg,de Bundesliga,W 2-0,2,0,+2,69,2,0,0,0,1.6,1.6,+1.0,+1.0,1.2,2.1,+0.4,+0.4,+0.8,0.09,19,0.11,0.5,4,21.1,19.1,1,Match Report
131,Hoffenheim,2025-10-25,2.3,,Heidenheim,de Bundesliga,W 3-1,3,1,+2,59,3,0,0,0,2.3,2.3,+1.2,+1.2,2.1,1.1,+0.7,+0.7,+0.9,0.17,14,0.21,0.43,7,50,13.4,1,Match Report
132,Bayern Munich,2025-10-25,4,@,Gladbach,de Bundesliga,W 3-0,3,0,+3,82,3,0,0,0,4,4,+3.2,+4.0,3.4,4.8,-1,-1,-1.4,0.15,27,0.11,0.3,10,37,18.6,0,Match Report
133,Augsburg,2025-10-25,0.8,,RB Leipzig,de Bundesliga,L 0-6,0,6,-6,50,0,0,0,0,0.8,0.8,-1.9,-1.9,0.6,0.5,-0.8,-0.8,-0.6,0.05,15,0,0,2,13.3,22.8,1,Match Report
134,Heidenheim,2025-10-25,1.2,@,Hoffenheim,de Bundesliga,L 1-3,1,3,-2,41,1,0,0,0,1.2,1.2,-1.2,-1.2,1.1,1,-0.2,-0.2,-0.1,0.1,12,0.08,0.33,3,25,15.9,0,Match Report
135,Hamburger SV,2025-10-25,2.8,,Wolfsburg,de Bundesliga,L 0-1,0,1,-1,61,0,0,1,1,2.8,2,+2.4,+1.6,1.5,1.6,-2.8,-2,-1.5,0.08,26,0,0,5,19.2,15.4,0,Match Report
136,Gladbach,2025-10-25,0.8,,Bayern Munich,de Bundesliga,L 0-3,0,3,-3,18,0,0,1,1,0.8,0,-3.2,-4,0,0.1,-0.8,0,0,,0,,,0,,,0,Match Report
137,Wolfsburg,2025-10-25,0.4,@,Hamburger SV,de Bundesliga,W 1-0,1,0,+1,39,1,0,0,0,0.4,0.4,-2.4,-1.6,0.4,0.8,+0.6,+0.6,+0.6,0.06,6,0.17,0.5,2,33.3,27,0,Match Report
138,St. Pauli,2025-10-25,0.4,@,Eint Frankfurt,de Bundesliga,L 0-2,0,2,-2,49,0,0,0,0,0.4,0.4,-1.9,-1.9,0.2,0.6,-0.4,-0.4,-0.2,0.04,9,0,0,1,11.1,23.4,1,Match Report
139,RB Leipzig,2025-10-25,2.7,@,Augsburg,de Bundesliga,W 6-0,6,0,+6,50,6,0,0,0,2.7,2.7,+1.9,+1.9,2.1,1.4,+3.3,+3.3,+2.9,0.18,15,0.4,0.75,8,53.3,16.5,0,Match Report
140,Dortmund,2025-10-25,1.9,,Köln,de Bundesliga,W 1-0,1,0,+1,69,1,0,0,0,1.9,1.9,+1.4,+1.4,1.9,3.3,-0.9,-0.9,-0.9,0.07,27,0.04,0.11,9,33.3,17.2,0,Match Report
141,Köln,2025-10-25,0.5,@,Dortmund,de Bundesliga,L 0-1,0,1,-1,31,0,0,0,0,0.5,0.5,-1.4,-1.4,0.3,0.3,-0.5,-0.5,-0.3,0.1,5,0,,0,0,11.9,0,Match Report
142,Eint Frankfurt,2025-10-25,2.2,,St. Pauli,de Bundesliga,W 2-0,2,0,+2,51,2,0,0,0,2.2,2.2,+1.9,+1.9,1.5,0.9,-0.2,-0.2,-0.5,0.23,10,0.2,0.33,6,60,14.9,0,Match Report
143,Werder Bremen,2025-10-24,1,,Union Berlin,de Bundesliga,W 1-0,1,0,+1,57,1,0,0,0,1,1,+0.4,+0.4,0.6,0.7,0,0,+0.4,0.06,16,0.06,0.33,3,18.8,22,2,Match Report
144,Union Berlin,2025-10-24,0.6,@,Werder Bremen,de Bundesliga,L 0-1,0,1,-1,43,0,0,0,0,0.6,0.6,-0.4,-0.4,0.5,0.8,-0.6,-0.6,-0.5,0.05,12,0,0,2,16.7,18.7,0,Match Report
145,Hoffenheim,2025-10-19,2.3,@,St. Pauli,de Bundesliga,W 3-0,3,0,+3,50,3,0,0,0,2.3,2.3,+1.4,+1.4,2.3,1.3,+0.7,+0.7,+0.7,0.17,14,0.21,0.6,5,35.7,16.4,0,Match Report
146,St. Pauli,2025-10-19,0.9,,Hoffenheim,de Bundesliga,L 0-3,0,3,-3,50,0,0,0,0,0.9,0.9,-1.4,-1.4,0.8,0.4,-0.9,-0.9,-0.8,0.11,10,0,0,2,20,23.4,0,Match Report
147,Freiburg,2025-10-19,1.1,,Eint Frankfurt,de Bundesliga,D 2-2,2,2,0,51,2,0,0,0,1.1,1.1,+0.4,+0.4,1,1.5,+0.9,+0.9,0,0.09,12,0.17,0.4,5,41.7,13.8,1,Match Report
148,Eint Frankfurt,2025-10-19,0.8,@,Freiburg,de Bundesliga,D 2-2,2,2,0,49,2,0,0,0,0.8,0.8,-0.4,-0.4,0.4,0.6,+1.2,+1.2,+0.6,0.1,8,0.25,0.67,3,37.5,14.6,0,Match Report
149,Bayern Munich,2025-10-18,2.4,,Dortmund,de Bundesliga,W 2-1,2,1,+1,61,2,0,0,0,2.4,2.4,+0.9,+0.9,1.5,0.8,-0.4,-0.4,-0.5,0.17,15,0.13,0.29,7,46.7,15,0,Match Report
150,Augsburg,2025-10-18,1.1,@,Köln,de Bundesliga,D 1-1,1,1,0,43,0,1,1,0,1.1,0.3,+0.5,-0.2,0.3,0.5,-0.1,-0.3,-0.3,0.04,9,0,0,3,33.3,25.8,1,Match Report
151,Heidenheim,2025-10-18,3.2,,Werder Bremen,de Bundesliga,D 2-2,2,2,0,55,2,0,0,0,3.2,3.2,+1.8,+1.8,2.5,1.8,-1.2,-1.2,-0.5,0.11,31,0.06,0.2,10,32.3,18.7,4,Match Report
152,Hamburger SV,2025-10-18,1.5,@,RB Leipzig,de Bundesliga,L 1-2,1,2,-1,53,1,0,0,0,1.5,1.5,+0.3,+0.3,1.4,1.5,-0.5,-0.5,-0.4,0.1,15,0.07,0.33,3,20,15.3,1,Match Report
153,Wolfsburg,2025-10-18,0.5,,Stuttgart,de Bundesliga,L 0-3,0,3,-3,41,0,0,0,0,0.5,0.5,-1.4,-1.4,0.3,0.6,-0.5,-0.5,-0.3,0.04,11,0,0,3,27.3,17.7,1,Match Report
154,Stuttgart,2025-10-18,1.9,@,Wolfsburg,de Bundesliga,W 3-0,3,0,+3,59,3,0,0,0,1.9,1.9,+1.4,+1.4,1.7,1.7,+1.1,+1.1,+0.3,0.13,15,0.2,0.43,7,46.7,16.2,0,Match Report
155,Werder Bremen,2025-10-18,1.4,@,Heidenheim,de Bundesliga,D 2-2,2,2,0,45,2,0,0,0,1.4,1.4,-1.8,-1.8,1.1,1.1,+0.6,+0.6,+0.9,0.13,11,0.18,0.5,4,36.4,14,0,Match Report
156,Mainz 05,2025-10-18,1.6,,Leverkusen,de Bundesliga,L 3-4,3,4,-1,43,2,1,1,0,1.6,0.9,-1.8,-1.8,0.5,1.4,+1.4,+1.1,+0.5,0.08,11,0.18,0.67,3,27.3,20.2,2,Match Report
157,RB Leipzig,2025-10-18,1.2,,Hamburger SV,de Bundesliga,W 2-1,2,1,+1,47,2,0,0,0,1.2,1.2,-0.3,-0.3,1.2,1.5,+0.8,+0.8,+0.8,0.12,10,0.2,0.5,4,40,18,1,Match Report
158,Dortmund,2025-10-18,1.6,@,Bayern Munich,de Bundesliga,L 1-2,1,2,-1,39,1,0,0,0,1.6,1.6,-0.9,-0.9,1.3,1.2,-0.6,-0.6,-0.3,0.2,8,0.13,1,1,12.5,16.4,0,Match Report
159,Köln,2025-10-18,0.6,,Augsburg,de Bundesliga,D 1-1,1,1,0,57,1,0,0,0,0.6,0.6,-0.5,+0.2,0.4,0.4,+0.4,+0.4,+0.6,0.06,9,0.11,0.5,2,22.2,20.5,1,Match Report
160,Leverkusen,2025-10-18,3.4,@,Mainz 05,de Bundesliga,W 4-3,4,3,+1,57,3,1,1,0,3.4,2.6,+1.8,+1.8,2.2,1.6,+0.6,+0.4,-0.2,0.14,19,0.16,0.5,6,31.6,16.6,1,Match Report
161,Gladbach,2025-10-17,0.7,@,Union Berlin,de Bundesliga,L 1-3,1,3,-2,62,1,0,0,0,0.7,0.7,-0.5,-0.5,0.7,0.8,+0.3,+0.3,+0.3,0.09,8,0.13,0.5,2,25,22.2,0,Match Report
162,Union Berlin,2025-10-17,1.2,,Gladbach,de Bundesliga,W 3-1,3,1,+2,38,3,0,0,0,1.2,1.2,+0.5,+0.5,0.6,0.8,+1.8,+1.8,+0.4,0.08,16,0.19,0.6,5,31.3,15.9,0,Match Report
163,Heidenheim,2025-10-05,0.6,@,Stuttgart,de Bundesliga,L 0-1,0,1,-1,36,0,0,0,0,0.6,0.6,-0.4,-0.4,0.5,0.6,-0.6,-0.6,-0.5,0.11,5,0,0,1,20,17.6,0,Match Report
164,Hamburger SV,2025-10-05,1.9,,Mainz 05,de Bundesliga,W 4-0,4,0,+4,36,4,0,0,0,1.9,1.9,+1.2,+1.2,1.5,0.5,+2.1,+2.1,+2.5,0.13,15,0.27,0.44,9,60,17.3,0,Match Report
165,Gladbach,2025-10-05,0.5,,Freiburg,de Bundesliga,D 0-0,0,0,0,52,0,0,0,0,0.5,0.5,-0.2,-0.2,0.5,1,-0.5,-0.5,-0.5,0.06,9,0,0,5,55.6,21.1,0,Match Report
166,Stuttgart,2025-10-05,1,,Heidenheim,de Bundesliga,W 1-0,1,0,+1,64,1,0,0,0,1,1,+0.4,+0.4,0.8,1.2,0,0,+0.2,0.05,18,0.06,0.17,6,33.3,22.8,0,Match Report
167,Mainz 05,2025-10-05,0.7,@,Hamburger SV,de Bundesliga,L 0-4,0,4,-4,64,0,0,0,0,0.7,0.7,-1.2,-1.2,0.6,1.1,-0.7,-0.7,-0.6,0.06,11,0,0,4,36.4,15.9,1,Match Report
168,Freiburg,2025-10-05,0.7,@,Gladbach,de Bundesliga,D 0-0,0,0,0,48,0,0,0,0,0.7,0.7,+0.2,+0.2,0.3,0.5,-0.7,-0.7,-0.3,0.06,12,0,0,1,8.3,18.5,1,Match Report
169,Bayern Munich,2025-10-04,1.7,@,Eint Frankfurt,de Bundesliga,W 3-0,3,0,+3,60,3,0,0,0,1.7,1.7,+1.3,+1.3,1.4,1.3,+1.3,+1.3,+1.6,0.14,12,0.25,1,3,25,14.8,0,Match Report
170,Augsburg,2025-10-04,1.9,,Wolfsburg,de Bundesliga,W 3-1,3,1,+2,47,3,0,0,0,1.9,1.9,+0.7,+0.7,1.7,1,+1.1,+1.1,+1.3,0.19,10,0.3,0.6,5,50,14.1,1,Match Report
171,Wolfsburg,2025-10-04,1.2,@,Augsburg,de Bundesliga,L 1-3,1,3,-2,53,1,0,0,0,1.2,1.2,-0.7,-0.7,1.1,1.2,-0.2,-0.2,-0.1,0.08,14,0.07,0.25,4,28.6,16.5,0,Match Report
172,St. Pauli,2025-10-04,0.7,@,Werder Bremen,de Bundesliga,L 0-1,0,1,-1,59,0,0,0,0,0.7,0.7,-1.1,-1.1,0.7,0.9,-0.7,-0.7,-0.7,0.06,13,0,0,3,23.1,20.2,1,Match Report
173,Werder Bremen,2025-10-04,1.8,,St. Pauli,de Bundesliga,W 1-0,1,0,+1,41,1,0,0,0,1.8,1.8,+1.1,+1.1,1.3,0.6,-0.8,-0.8,-1.3,0.12,15,0.07,0.2,5,33.3,17.9,1,Match Report
174,Union Berlin,2025-10-04,0.9,@,Leverkusen,de Bundesliga,L 0-2,0,2,-2,27,0,0,0,0,0.9,0.9,-2,-2,0.8,0.6,-0.9,-0.9,-0.8,0.09,10,0,0,3,30,16.5,0,Match Report
175,RB Leipzig,2025-10-04,1.1,@,Dortmund,de Bundesliga,D 1-1,1,1,0,49,1,0,0,0,1.1,1.1,+0.2,+0.2,0.8,0.7,-0.1,-0.1,+0.2,0.09,13,0.08,0.33,3,23.1,17.1,0,Match Report
176,Dortmund,2025-10-04,0.9,,RB Leipzig,de Bundesliga,D 1-1,1,1,0,51,1,0,0,0,0.9,0.9,-0.2,-0.2,0.8,1.7,+0.1,+0.1,+0.2,0.06,15,0.07,0.33,3,20,20.5,0,Match Report
177,Leverkusen,2025-10-04,2.9,,Union Berlin,de Bundesliga,W 2-0,2,0,+2,73,2,0,0,0,2.9,2.9,+2.0,+2.0,1.2,1,-0.9,-0.9,-0.2,0.15,20,0.1,0.67,3,15,21.8,1,Match Report
178,Eint Frankfurt,2025-10-04,0.3,,Bayern Munich,de Bundesliga,L 0-3,0,3,-3,40,0,0,0,0,0.3,0.3,-1.3,-1.3,0.1,0.3,-0.3,-0.3,-0.1,0.05,6,0,0,1,16.7,20.5,0,Match Report
179,Hoffenheim,2025-10-03,1.1,,Köln,de Bundesliga,L 0-1,0,1,-1,61,0,0,0,0,1.1,1.1,-0.1,-0.1,1,1.5,-1.1,-1.1,-1,0.07,15,0,0,4,26.7,16.4,0,Match Report
180,Köln,2025-10-03,1.2,@,Hoffenheim,de Bundesliga,W 1-0,1,0,+1,39,1,0,0,0,1.2,1.2,+0.1,+0.1,1.1,0.4,-0.2,-0.2,-0.1,0.12,10,0.1,0.25,4,40,16.6,1,Match Report
181,Hoffenheim,2025-09-28,2.5,@,Freiburg,de Bundesliga,D 1-1,1,1,0,57,1,0,0,0,2.5,2.5,+1.3,+1.3,2.3,1.1,-1.5,-1.5,-1.3,0.17,15,0.07,0.25,4,26.7,15.4,1,Match Report
182,Hamburger SV,2025-09-28,1.1,@,Union Berlin,de Bundesliga,D 0-0,0,0,0,65,0,0,0,0,1.1,1.1,-0.3,+0.5,0.9,1.2,-1.1,-1.1,-0.9,0.07,16,0,0,6,37.5,19,0,Match Report
183,Stuttgart,2025-09-28,1.8,@,Köln,de Bundesliga,W 2-1,2,1,+1,57,1,1,1,0,1.8,1.1,+0.8,0,1,1.6,+0.2,-0.1,0,0.08,14,0.07,0.25,4,28.6,17.5,0,Match Report
184,Union Berlin,2025-09-28,1.4,,Hamburger SV,de Bundesliga,D 0-0,0,0,0,35,0,0,1,1,1.4,0.6,+0.3,-0.5,0.3,0.4,-1.4,-0.6,-0.3,0.06,10,0,0,1,10,16.7,0,Match Report
185,Freiburg,2025-09-28,1.2,,Hoffenheim,de Bundesliga,D 1-1,1,1,0,43,1,0,0,0,1.2,1.2,-1.3,-1.3,1.3,0.3,-0.2,-0.2,-0.3,0.23,6,0.17,1,1,16.7,9.4,0,Match Report
186,Köln,2025-09-28,1.1,,Stuttgart,de Bundesliga,L 1-2,1,2,-1,43,1,0,0,0,1.1,1.1,-0.8,0,0.9,0.9,-0.1,-0.1,+0.1,0.07,15,0.07,0.2,5,33.3,17.4,0,Match Report
187,Augsburg,2025-09-27,0.8,@,Heidenheim,de Bundesliga,L 1-2,1,2,-1,52,1,0,0,0,0.8,0.8,-0.4,-0.4,0.8,1,+0.2,+0.2,+0.2,0.1,8,0.13,0.5,2,25,16.2,0,Match Report
188,Heidenheim,2025-09-27,1.2,,Augsburg,de Bundesliga,W 2-1,2,1,+1,48,2,0,0,0,1.2,1.2,+0.4,+0.4,0.9,0.9,+0.8,+0.8,+1.1,0.11,11,0.18,0.4,5,45.5,15.9,1,Match Report
189,Gladbach,2025-09-27,1.7,,Eint Frankfurt,de Bundesliga,L 4-6,4,6,-2,39,4,0,0,0,1.7,1.7,-1.1,-1.1,1.3,1.7,+2.3,+2.3,+2.7,0.16,11,0.36,0.5,8,72.7,12.4,0,Match Report
190,Wolfsburg,2025-09-27,3,,RB Leipzig,de Bundesliga,L 0-1,0,1,-1,50,0,0,0,0,3,3,+0.8,+1.6,2.5,1.8,-3,-3,-2.5,0.14,22,0,0,4,18.2,14,0,Match Report
191,St. Pauli,2025-09-27,0.8,,Leverkusen,de Bundesliga,L 1-2,1,2,-1,50,1,0,0,0,0.8,0.8,-0.1,-0.1,0.7,0.8,+0.2,+0.2,-0.7,0.06,13,0.08,0.2,5,38.5,18.1,1,Match Report
192,Mainz 05,2025-09-27,0.5,,Dortmund,de Bundesliga,L 0-2,0,2,-2,49,0,0,0,0,0.5,0.5,-1,-1,0.5,0.8,-0.5,-0.5,-0.5,0.06,8,0,0,2,25,17,0,Match Report
193,RB Leipzig,2025-09-27,2.2,@,Wolfsburg,de Bundesliga,W 1-0,1,0,+1,50,1,0,1,1,2.2,1.4,-0.8,-1.6,0.9,1.1,-1.2,-0.4,+0.1,0.08,19,0.05,0.17,6,31.6,20.1,1,Match Report
194,Dortmund,2025-09-27,1.4,@,Mainz 05,de Bundesliga,W 2-0,2,0,+2,51,2,0,0,0,1.4,1.4,+1.0,+1.0,1.4,1.5,+0.6,+0.6,+0.6,0.14,10,0.2,0.5,4,40,16.2,1,Match Report
195,Leverkusen,2025-09-27,0.9,@,St. Pauli,de Bundesliga,W 2-1,2,1,+1,50,2,0,0,0,0.9,0.9,+0.1,+0.1,0.7,0.7,+1.1,+1.1,+0.3,0.18,5,0.4,0.5,4,80,14.4,0,Match Report
196,Eint Frankfurt,2025-09-27,2.8,@,Gladbach,de Bundesliga,W 6-4,6,4,+2,61,6,0,0,0,2.8,2.8,+1.1,+1.1,2.5,2.3,+3.2,+3.2,+3.5,0.13,21,0.29,0.86,7,33.3,16.8,0,Match Report
197,Bayern Munich,2025-09-26,3.4,,Werder Bremen,de Bundesliga,W 4-0,4,0,+4,59,3,1,1,0,3.4,2.6,+3.0,+2.2,2.6,1.9,+0.6,+0.4,+0.4,0.11,25,0.12,0.27,11,44,18.7,0,Match Report
198,Werder Bremen,2025-09-26,0.4,@,Bayern Munich,de Bundesliga,L 0-4,0,4,-4,41,0,0,0,0,0.4,0.4,-3,-2.2,0.4,0.3,-0.4,-0.4,-0.4,0.05,9,0,0,3,33.3,19.9,1,Match Report
199,Gladbach,2025-09-21,0.8,@,Leverkusen,de Bundesliga,D 1-1,1,1,0,39,1,0,0,0,0.8,0.8,-0.6,-0.6,0.8,1,+0.2,+0.2,+0.2,0.06,13,0.08,0.14,7,53.8,19,0,Match Report
200,Wolfsburg,2025-09-21,0.8,@,Dortmund,de Bundesliga,L 0-1,0,1,-1,44,0,0,0,0,0.8,0.8,-0.3,-0.3,0.8,0.4,-0.8,-0.8,-0.8,0.09,9,0,,0,0,18.6,0,Match Report
201,Union Berlin,2025-09-21,1.7,@,Eint Frankfurt,de Bundesliga,W 4-3,4,3,+1,23,4,0,0,0,1.7,1.7,-0.2,+0.6,1.5,1,+2.3,+2.3,+1.5,0.16,11,0.36,0.8,5,45.5,18.6,0,Match Report
202,Dortmund,2025-09-21,1.1,,Wolfsburg,de Bundesliga,W 1-0,1,0,+1,56,1,0,0,0,1.1,1.1,+0.3,+0.3,0.8,1.4,-0.1,-0.1,+0.2,0.09,12,0.08,0.25,4,33.3,16.5,0,Match Report
203,Leverkusen,2025-09-21,1.4,,Gladbach,de Bundesliga,D 1-1,1,1,0,61,1,0,0,0,1.4,1.4,+0.6,+0.6,1.5,2,-0.4,-0.4,-0.5,0.11,13,0.08,0.13,8,61.5,15.9,0,Match Report
204,Eint Frankfurt,2025-09-21,1.9,,Union Berlin,de Bundesliga,L 3-4,3,4,-1,77,2,1,1,0,1.9,1.1,+0.2,-0.6,0.9,1.8,+1.1,+0.9,+0.1,0.06,18,0.11,0.22,9,50,19.4,0,Match Report
205,Hoffenheim,2025-09-20,0.9,,Bayern Munich,de Bundesliga,L 1-4,1,4,-3,38,1,0,0,0,0.9,0.9,-2.1,-0.6,0.6,0.8,+0.1,+0.1,-0.6,0.07,13,0.08,0.33,3,23.1,16.1,1,Match Report
206,Bayern Munich,2025-09-20,3,@,Hoffenheim,de Bundesliga,W 4-1,4,1,+3,62,2,2,2,0,3,1.4,+2.1,+0.6,1,0.7,+1.0,+0.6,0,0.09,16,0.13,0.25,8,50,20.4,1,Match Report
207,Augsburg,2025-09-20,1.1,,Mainz 05,de Bundesliga,L 1-4,1,4,-3,60,1,0,0,0,1.1,1.1,-1.4,-1.4,0.9,1.7,-0.1,-0.1,-0.9,0.06,18,0.06,0.2,5,27.8,18.2,1,Match Report
208,Heidenheim,2025-09-20,2.9,@,Hamburger SV,de Bundesliga,L 1-2,1,2,-1,51,1,0,0,0,2.9,2.9,+0.8,+0.8,2.5,1.7,-1.9,-1.9,-1.5,0.15,20,0.05,0.14,7,35,15.3,0,Match Report
209,Hamburger SV,2025-09-20,2.1,,Heidenheim,de Bundesliga,W 2-1,2,1,+1,49,2,0,0,0,2.1,2.1,-0.8,-0.8,1.7,1.4,-0.1,-0.1,-0.7,0.11,22,0.09,0.22,9,40.9,16.9,1,Match Report
210,Werder Bremen,2025-09-20,1.2,,Freiburg,de Bundesliga,L 0-3,0,3,-3,61,0,0,1,1,1.2,0.4,-1.2,-1.2,0.3,0.7,-1.2,-0.4,-0.3,0.04,11,0,0,4,36.4,20.2,0,Match Report
211,Mainz 05,2025-09-20,2.5,@,Augsburg,de Bundesliga,W 4-1,4,1,+3,40,4,0,0,0,2.5,2.5,+1.4,+1.4,1.7,0.9,+1.5,+1.5,+0.3,0.21,12,0.33,1,4,33.3,13.2,0,Match Report
212,Freiburg,2025-09-20,2.4,@,Werder Bremen,de Bundesliga,W 3-0,3,0,+3,39,1,1,1,0,2.4,1.6,+1.2,+1.2,1.6,1.1,-0.4,-0.6,-0.6,0.18,9,0.11,0.25,4,44.4,23.2,0,Match Report
213,RB Leipzig,2025-09-20,3.3,,Köln,de Bundesliga,W 3-1,3,1,+2,47,3,0,0,0,3.3,3.3,+1.6,+1.6,1.1,1.8,-0.3,-0.3,-1.1,0.21,18,0.17,0.38,8,44.4,13.2,1,Match Report
