Rk,Team,Date,xG,Venue,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,xG,npxG,xGD,npxGD,xAG,xA,G-xG,np:G-xG,A-xAG,npxG/Sh,Sh,G/Sh,G/SoT,SoT,SoT%,Dist,FK,Match Report
215,Werder Bremen,2025-02-21,1.2,@,Freiburg,de Bundesliga,L 0-5,0,5,-5,63,0,0,1,1,1.2,0.4,-0.6,-1.4,0.2,0.7,-1.2,-0.4,-0.2,0.06,8,0,0,2,25,20.7,0,Match Report
216,Freiburg,2025-02-21,1.8,,Werder Bremen,de Bundesliga,W 5-0,5,0,+5,37,5,0,0,0,1.8,1.8,+0.6,+1.4,1.4,0.9,+3.2,+3.2,+1.6,0.14,13,0.38,0.83,6,46.2,15.2,1,Match Report
217,Hoffenheim,2025-02-16,1.4,@,Werder Bremen,de Bundesliga,W 3-1,3,1,+2,37,3,0,0,0,1.4,1.4,+0.3,+0.3,1.4,1.6,+1.6,+1.6,+1.6,0.09,15,0.2,0.5,6,40,15.8,0,Match Report
218,Heidenheim,2025-02-16,0.6,,Mainz 05,de Bundesliga,L 0-2,0,2,-2,56,0,0,0,0,0.6,0.6,-1.4,-1.4,0.5,1.1,-0.6,-0.6,-0.5,0.05,12,0,0,3,25,20.2,0,Match Report
219,Holstein Kiel,2025-02-16,1.4,@,Eint Frankfurt,de Bundesliga,L 1-3,1,3,-2,49,1,0,0,0,1.4,1.4,-1,-0.3,0.6,0.8,-0.4,-0.4,-0.6,0.21,10,0.1,0.25,4,40,18,1,Match Report
220,Werder Bremen,2025-02-16,1.1,,Hoffenheim,de Bundesliga,L 1-3,1,3,-2,63,0,0,0,0,1.1,1.1,-0.3,-0.3,1,1.3,-1.1,-1.1,-1,0.08,14,0,0,2,14.3,17.1,1,Match Report
221,Mainz 05,2025-02-16,2,@,Heidenheim,de Bundesliga,W 2-0,2,0,+2,44,2,0,0,0,2,2,+1.4,+1.4,2,1.4,0,0,0,0.34,6,0.33,0.4,5,83.3,13.4,0,Match Report
222,Eint Frankfurt,2025-02-16,2.5,,Holstein Kiel,de Bundesliga,W 3-1,3,1,+2,51,3,0,1,1,2.5,1.7,+1.0,+0.3,0.9,0.8,+0.5,+1.3,+0.1,0.09,19,0.16,0.38,8,42.1,19.1,1,Match Report
223,Bayern Munich,2025-02-15,0,@,Leverkusen,de Bundesliga,D 0-0,0,0,0,43,0,0,0,0,0,0,-1.9,-1.9,0,0.2,0,0,0,0.02,2,0,,0,0,14.7,0,Match Report
224,Gladbach,2025-02-15,2.1,@,Union Berlin,de Bundesliga,W 2-1,2,1,+1,48,2,0,0,0,2.1,2.1,+0.1,+0.9,2,1.4,-0.1,-0.1,0,0.23,9,0.22,0.4,5,55.6,12.8,0,Match Report
225,Wolfsburg,2025-02-15,1.6,@,Stuttgart,de Bundesliga,W 2-1,2,1,+1,43,1,1,1,0,1.6,0.8,+0.8,0,0.7,1.2,+0.4,+0.2,+0.3,0.14,6,0.17,0.5,2,33.3,19.2,0,Match Report
226,St. Pauli,2025-02-15,0.2,,Freiburg,de Bundesliga,L 0-1,0,1,-1,54,0,0,0,0,0.2,0.2,-1.1,-0.3,0.2,0.5,-0.2,-0.2,-0.2,0.03,5,0,0,1,20,20.9,0,Match Report
227,Stuttgart,2025-02-15,0.8,,Wolfsburg,de Bundesliga,L 1-2,1,2,-1,57,1,0,0,0,0.8,0.8,-0.8,0,0.8,1.8,+0.2,+0.2,+0.2,0.08,10,0.1,0.25,4,40,13.1,0,Match Report
228,Union Berlin,2025-02-15,2,,Gladbach,de Bundesliga,L 1-2,1,2,-1,52,0,1,1,0,2,1.2,-0.1,-0.9,1.1,2,-1,-1.2,-1.1,0.07,17,0,0,2,11.8,15.6,0,Match Report
229,Freiburg,2025-02-15,1.3,@,St. Pauli,de Bundesliga,W 1-0,1,0,+1,46,0,0,1,1,1.3,0.5,+1.1,+0.3,0.3,0.4,-1.3,-0.5,-0.3,0.12,4,0,0,2,50,26.6,2,Match Report
230,Dortmund,2025-02-15,2.6,@,Bochum,de Bundesliga,L 0-2,0,2,-2,69,0,0,0,0,2.6,2.6,-0.1,-0.1,1.4,1.7,-2.6,-2.6,-1.4,0.15,17,0,0,2,11.8,16.5,2,Match Report
231,Bochum,2025-02-15,2.7,,Dortmund,de Bundesliga,W 2-0,2,0,+2,31,2,0,0,0,2.7,2.7,+0.1,+0.1,0.8,0.6,-0.7,-0.7,+0.2,0.16,18,0.11,0.22,9,50,15.2,0,Match Report
232,Leverkusen,2025-02-15,2,,Bayern Munich,de Bundesliga,D 0-0,0,0,0,57,0,0,0,0,2,2,+1.9,+1.9,1,1.6,-2,-2,-1,0.14,15,0,0,2,13.3,15.8,0,Match Report
233,Augsburg,2025-02-14,1,,RB Leipzig,de Bundesliga,D 0-0,0,0,0,39,0,0,0,0,1,1,-0.2,-0.2,0.9,1.7,-1,-1,-0.9,0.09,11,0,0,2,18.2,16.3,0,Match Report
234,RB Leipzig,2025-02-14,1.2,@,Augsburg,de Bundesliga,D 0-0,0,0,0,61,0,0,0,0,1.2,1.2,+0.2,+0.2,0.7,1.5,-1.2,-1.2,-0.7,0.09,14,0,0,4,28.6,17.5,0,Match Report
235,Holstein Kiel,2025-02-09,1.9,,Bochum,de Bundesliga,D 2-2,2,2,0,48,1,1,1,0,1.9,1.1,-0.4,-1.2,1.1,0.9,+0.1,-0.1,-0.1,0.12,9,0.11,0.5,2,22.2,16.5,1,Match Report
236,St. Pauli,2025-02-09,0.6,@,RB Leipzig,de Bundesliga,L 0-2,0,2,-2,44,0,0,0,0,0.6,0.6,-0.9,-0.9,0.3,0.5,-0.6,-0.6,-0.3,0.08,7,0,0,3,42.9,15.7,1,Match Report
237,RB Leipzig,2025-02-09,1.5,,St. Pauli,de Bundesliga,W 2-0,2,0,+2,56,2,0,0,0,1.5,1.5,+0.9,+0.9,1.2,1.1,+0.5,+0.5,+0.8,0.14,11,0.18,0.4,5,45.5,12,0,Match Report
238,Bochum,2025-02-09,2.3,@,Holstein Kiel,de Bundesliga,D 2-2,2,2,0,52,2,0,0,0,2.3,2.3,+0.4,+1.2,2.2,2.5,-0.3,-0.3,-0.2,0.12,20,0.1,0.5,4,20,13.1,0,Match Report
239,Hoffenheim,2025-02-08,1.1,,Union Berlin,de Bundesliga,L 0-4,0,4,-4,64,0,0,0,0,1.1,1.1,-1.8,-1.8,0.9,0.7,-1.1,-1.1,-0.9,0.07,16,0,0,4,25,19.6,1,Match Report
240,Augsburg,2025-02-08,0.3,@,Mainz 05,de Bundesliga,D 0-0,0,0,0,34,0,0,0,0,0.3,0.3,-1,-1,0.3,0.3,-0.3,-0.3,-0.3,0.04,9,0,0,2,22.2,21.8,0,Match Report
241,Heidenheim,2025-02-08,0.5,@,Freiburg,de Bundesliga,L 0-1,0,1,-1,47,0,0,0,0,0.5,0.5,-0.5,-0.5,0.4,1.1,-0.5,-0.5,-0.4,0.05,11,0,0,5,45.5,20.1,0,Match Report
242,Gladbach,2025-02-08,0.4,,Eint Frankfurt,de Bundesliga,D 1-1,1,1,0,53,1,0,0,0,0.4,0.4,-1.8,-1.8,0.3,1,+0.6,+0.6,+0.7,0.05,8,0.13,0.33,3,37.5,19.2,0,Match Report
243,Wolfsburg,2025-02-08,0.7,,Leverkusen,de Bundesliga,D 0-0,0,0,0,41,0,0,0,0,0.7,0.7,-0.7,-0.7,0.5,0.5,-0.7,-0.7,-0.5,0.05,13,0,0,8,61.5,20.4,1,Match Report
244,Stuttgart,2025-02-08,0.3,@,Dortmund,de Bundesliga,W 2-1,2,1,+1,32,1,0,0,0,0.3,0.3,-1,-1,0.3,0.4,+0.7,+0.7,+0.7,0.08,4,0.25,0.5,2,50,15.3,0,Match Report
245,Union Berlin,2025-02-08,2.8,@,Hoffenheim,de Bundesliga,W 4-0,4,0,+4,36,4,0,0,0,2.8,2.8,+1.8,+1.8,2.6,1.9,+1.2,+1.2,+0.4,0.13,22,0.18,0.57,7,31.8,15.3,0,Match Report
246,Mainz 05,2025-02-08,1.3,,Augsburg,de Bundesliga,D 0-0,0,0,0,66,0,0,0,0,1.3,1.3,+1.0,+1.0,0.8,1.4,-1.3,-1.3,-0.8,0.17,9,0,0,5,55.6,14.5,0,Match Report
247,Freiburg,2025-02-08,1,,Heidenheim,de Bundesliga,W 1-0,1,0,+1,53,1,0,0,0,1,1,+0.5,+0.5,1,1.5,0,0,0,0.11,9,0.11,0.33,3,33.3,13.7,0,Match Report
248,Dortmund,2025-02-08,1.4,,Stuttgart,de Bundesliga,L 1-2,1,2,-1,68,1,0,0,0,1.4,1.4,+1.0,+1.0,1.2,1,-0.4,-0.4,-0.2,0.09,16,0.06,0.2,5,31.3,18.2,2,Match Report
249,Leverkusen,2025-02-08,1.4,@,Wolfsburg,de Bundesliga,D 0-0,0,0,0,59,0,0,0,0,1.4,1.4,+0.7,+0.7,1.4,0.7,-1.4,-1.4,-1.4,0.1,15,0,0,1,6.7,13.7,0,Match Report
250,Eint Frankfurt,2025-02-08,2.2,@,Gladbach,de Bundesliga,D 1-1,1,1,0,47,1,0,0,0,2.2,2.2,+1.8,+1.8,1.1,1.6,-1.2,-1.2,-1.1,0.15,15,0.07,0.14,7,46.7,16,0,Match Report
251,Bayern Munich,2025-02-07,4.1,,Werder Bremen,de Bundesliga,W 3-0,3,0,+3,75,1,2,2,0,4.1,2.5,+3.9,+2.3,1.9,3.5,-1.1,-1.5,-0.9,0.13,19,0.05,0.1,10,52.6,17,0,Match Report
252,Werder Bremen,2025-02-07,0.1,@,Bayern Munich,de Bundesliga,L 0-3,0,3,-3,25,0,0,0,0,0.1,0.1,-3.9,-2.3,0.1,0.1,-0.1,-0.1,-0.1,0.06,2,0,,0,0,14.8,0,Match Report
253,Hoffenheim,2025-02-02,1.9,@,Leverkusen,de Bundesliga,L 1-3,1,3,-2,52,1,0,0,0,1.9,1.9,+0.5,+0.5,1.3,1.5,-0.9,-0.9,-1.3,0.15,16,0.06,0.14,7,43.8,14.7,1,Match Report
254,Wolfsburg,2025-02-02,1.2,@,Eint Frankfurt,de Bundesliga,D 1-1,1,1,0,39,0,0,0,0,1.2,1.2,0,0,1.1,0.8,-1.2,-1.2,-1.1,0.11,11,0,0,2,18.2,18.9,0,Match Report
255,Leverkusen,2025-02-02,1.4,,Hoffenheim,de Bundesliga,W 3-1,3,1,+2,48,3,0,0,0,1.4,1.4,-0.5,-0.5,1.2,0.7,+1.6,+1.6,+0.8,0.16,9,0.33,0.6,5,55.6,17,0,Match Report
256,Eint Frankfurt,2025-02-02,1.2,,Wolfsburg,de Bundesliga,D 1-1,1,1,0,61,1,0,0,0,1.2,1.2,0,0,1,0.9,-0.2,-0.2,0,0.07,16,0.06,0.25,4,25,17.2,0,Match Report
257,Bayern Munich,2025-02-01,3.4,,Holstein Kiel,de Bundesliga,W 4-3,4,3,+1,71,4,0,0,0,3.4,3.4,+1.6,+1.6,2.8,3.8,+0.6,+0.6,+0.2,0.12,29,0.14,0.36,11,37.9,16.9,1,Match Report
258,Augsburg,2025-02-01,0.3,@,St. Pauli,de Bundesliga,D 1-1,1,1,0,55,1,0,0,0,0.3,0.3,-0.5,-0.5,0.3,0.8,+0.7,+0.7,+0.7,0.16,2,0.5,1,1,50,11.1,0,Match Report
259,Heidenheim,2025-02-01,0.6,,Dortmund,de Bundesliga,L 1-2,1,2,-1,37,1,0,0,0,0.6,0.6,-1.6,-1.6,0.4,0.8,+0.4,+0.4,+0.6,0.05,11,0.09,0.2,5,45.5,20,0,Match Report
260,Holstein Kiel,2025-02-01,1.8,@,Bayern Munich,de Bundesliga,L 3-4,3,4,-1,29,3,0,0,0,1.8,1.8,-1.6,-1.6,1.7,1,+1.2,+1.2,+0.3,0.19,10,0.3,0.6,5,50,15.3,0,Match Report
261,Gladbach,2025-02-01,2.1,@,Stuttgart,de Bundesliga,W 2-1,2,1,+1,46,2,0,0,0,2.1,2.1,+0.9,+0.9,2,1.9,-0.1,-0.1,0,0.16,13,0.15,0.33,6,46.2,17.9,0,Match Report
262,St. Pauli,2025-02-01,0.8,,Augsburg,de Bundesliga,D 1-1,1,1,0,45,0,0,0,0,0.8,0.8,+0.5,+0.5,0.4,0.9,-0.8,-0.8,-0.4,0.14,6,0,0,1,16.7,13,0,Match Report
263,Stuttgart,2025-02-01,1.2,,Gladbach,de Bundesliga,L 1-2,1,2,-1,54,0,0,0,0,1.2,1.2,-0.9,-0.9,1,1.9,-1.2,-1.2,-1,0.12,10,0,0,3,30,12.1,0,Match Report
264,Union Berlin,2025-02-01,1.3,,RB Leipzig,de Bundesliga,D 0-0,0,0,0,47,0,0,0,0,1.3,1.3,+1.0,+1.0,0.8,0.7,-1.3,-1.3,-0.8,0.06,21,0,0,5,23.8,21,0,Match Report
265,Freiburg,2025-02-01,1.7,@,Bochum,de Bundesliga,W 1-0,1,0,+1,42,1,0,0,0,1.7,1.7,+0.7,+0.7,1.2,1.2,-0.7,-0.7,-0.2,0.13,13,0.08,0.25,4,30.8,14.1,1,Match Report
266,RB Leipzig,2025-02-01,0.3,@,Union Berlin,de Bundesliga,D 0-0,0,0,0,53,0,0,0,0,0.3,0.3,-1,-1,0.2,0.5,-0.3,-0.3,-0.2,0.05,6,0,0,2,33.3,20.8,0,Match Report
267,Dortmund,2025-02-01,2.2,@,Heidenheim,de Bundesliga,W 2-1,2,1,+1,63,2,0,0,0,2.2,2.2,+1.6,+1.6,2.3,2.1,-0.2,-0.2,-0.3,0.15,16,0.13,0.4,5,31.3,15,0,Match Report
268,Bochum,2025-02-01,1,,Freiburg,de Bundesliga,L 0-1,0,1,-1,58,0,0,0,0,1,1,-0.7,-0.7,0.7,0.7,-1,-1,-0.7,0.04,22,0,0,4,18.2,20,0,Match Report
269,Werder Bremen,2025-01-31,2.5,,Mainz 05,de Bundesliga,W 1-0,1,0,+1,38,1,0,1,1,2.5,1.7,+1.3,+0.5,1.2,0.7,-1.5,-0.7,-1.2,0.17,11,0.09,0.25,4,36.4,13.7,0,Match Report
270,Mainz 05,2025-01-31,1.2,@,Werder Bremen,de Bundesliga,L 0-1,0,1,-1,62,0,0,0,0,1.2,1.2,-1.3,-0.5,0.8,1.4,-1.2,-1.2,-0.8,0.1,13,0,0,2,15.4,15.8,1,Match Report
271,Hoffenheim,2025-01-26,2.4,,Eint Frankfurt,de Bundesliga,D 2-2,2,2,0,51,2,0,0,0,2.4,2.4,0,+0.8,2.1,2.1,-0.4,-0.4,-0.1,0.1,24,0.08,0.25,8,33.3,18,0,Match Report
272,St. Pauli,2025-01-26,1.2,,Union Berlin,de Bundesliga,W 3-0,3,0,+3,44,3,0,0,0,1.2,1.2,+0.1,+0.1,1,0.9,+1.8,+1.8,+2.0,0.08,16,0.19,0.6,5,31.3,14.9,0,Match Report
273,Union Berlin,2025-01-26,1.1,@,St. Pauli,de Bundesliga,L 0-3,0,3,-3,56,0,0,0,0,1.1,1.1,-0.1,-0.1,1,0.8,-1.1,-1.1,-1,0.08,14,0,0,2,14.3,15.2,1,Match Report
274,Eint Frankfurt,2025-01-26,2.4,@,Hoffenheim,de Bundesliga,D 2-2,2,2,0,49,1,1,1,0,2.4,1.6,0,-0.8,1.5,1.8,-0.4,-0.6,-0.5,0.15,11,0.09,0.17,6,54.5,15.3,0,Match Report
275,Bayern Munich,2025-01-25,1,@,Freiburg,de Bundesliga,W 2-1,2,1,+1,65,2,0,0,0,1,1,+0.6,+0.6,0.3,0.7,+1.0,+1.0,+1.7,0.14,7,0.29,0.67,3,42.9,16.8,0,Match Report
276,Augsburg,2025-01-25,1.1,,Heidenheim,de Bundesliga,W 2-1,2,1,+1,60,2,0,0,0,1.1,1.1,-0.1,-0.1,1.1,0.9,+0.9,+0.9,+0.9,0.1,11,0.18,0.29,7,63.6,14.7,0,Match Report
277,Heidenheim,2025-01-25,1.2,@,Augsburg,de Bundesliga,L 1-2,1,2,-1,40,1,0,0,0,1.2,1.2,+0.1,+0.1,1.1,0.9,-0.2,-0.2,-0.1,0.11,11,0.09,0.17,6,54.5,19.2,0,Match Report
278,Gladbach,2025-01-25,2.3,,Bochum,de Bundesliga,W 3-0,3,0,+3,57,3,0,1,1,2.3,1.3,+1.7,+0.8,1.3,1.1,+0.7,+1.7,+0.7,0.09,15,0.2,0.6,5,33.3,16.9,0,Match Report
279,Stuttgart,2025-01-25,1.1,@,Mainz 05,de Bundesliga,L 0-2,0,2,-2,56,0,0,0,0,1.1,1.1,-0.8,-0.8,0.8,1.3,-1.1,-1.1,-0.8,0.11,10,0,0,4,40,15.7,0,Match Report
280,Werder Bremen,2025-01-25,1.3,@,Dortmund,de Bundesliga,D 2-2,2,2,0,54,2,0,0,0,1.3,1.3,+0.3,+0.3,1.1,1.2,+0.7,+0.7,+0.9,0.1,13,0.15,0.5,4,30.8,18.9,1,Match Report
281,Mainz 05,2025-01-25,1.9,,Stuttgart,de Bundesliga,W 2-0,2,0,+2,44,2,0,0,0,1.9,1.9,+0.8,+0.8,1.9,1.4,+0.1,+0.1,+0.1,0.18,11,0.18,0.5,4,36.4,15.3,0,Match Report
282,Freiburg,2025-01-25,0.3,,Bayern Munich,de Bundesliga,L 1-2,1,2,-1,35,1,0,0,0,0.3,0.3,-0.6,-0.6,0.4,0.6,+0.7,+0.7,+0.6,0.05,7,0.14,0.5,2,28.6,14.8,0,Match Report
283,RB Leipzig,2025-01-25,0.7,,Leverkusen,de Bundesliga,D 2-2,2,2,0,65,1,0,0,0,0.7,0.7,-1.7,-1.7,0.5,1.4,+0.3,+0.3,-0.5,0.1,7,0.14,0.33,3,42.9,14.7,1,Match Report
284,Dortmund,2025-01-25,1,,Werder Bremen,de Bundesliga,D 2-2,2,2,0,46,1,0,0,0,1,1,-0.3,-0.3,0.6,0.9,0,0,+0.4,0.12,8,0.13,0.25,4,50,15.8,1,Match Report
285,Bochum,2025-01-25,0.5,@,Gladbach,de Bundesliga,L 0-3,0,3,-3,43,0,0,0,0,0.5,0.5,-1.7,-0.8,0.5,0.9,-0.5,-0.5,-0.5,0.05,10,0,0,4,40,14.6,0,Match Report
286,Leverkusen,2025-01-25,2.4,@,RB Leipzig,de Bundesliga,D 2-2,2,2,0,35,2,0,0,0,2.4,2.4,+1.7,+1.7,1.4,1.1,-0.4,-0.4,-0.4,0.21,13,0.15,0.33,6,46.2,15.5,0,Match Report
287,Holstein Kiel,2025-01-24,0.2,@,Wolfsburg,de Bundesliga,D 2-2,2,2,0,31,2,0,0,0,0.2,0.2,-1.7,-1.7,0.2,0.2,+1.8,+1.8,+1.8,0.04,5,0.4,1,2,40,12.4,0,Match Report
288,Wolfsburg,2025-01-24,2,,Holstein Kiel,de Bundesliga,D 2-2,2,2,0,69,2,0,0,0,2,2,+1.7,+1.7,1.6,2.7,0,0,+0.4,0.09,22,0.09,0.4,5,22.7,14.7,0,Match Report
289,Augsburg,2025-01-19,1.2,@,Werder Bremen,de Bundesliga,W 2-0,2,0,+2,29,2,0,0,0,1.2,1.2,-0.1,-0.1,1.1,0.5,+0.8,+0.8,-0.1,0.14,9,0.22,0.5,4,44.4,16.2,0,Match Report
290,Werder Bremen,2025-01-19,1.3,,Augsburg,de Bundesliga,L 0-2,0,2,-2,71,0,0,0,0,1.3,1.3,+0.1,+0.1,1.3,1.5,-1.3,-1.3,-1.3,0.07,20,0,0,2,10,14.3,0,Match Report
291,Union Berlin,2025-01-19,2.1,,Mainz 05,de Bundesliga,W 2-1,2,1,+1,34,1,1,1,0,2.1,1.3,+0.4,+0.4,0.5,0.6,-0.1,-0.3,-0.5,0.13,11,0.09,0.33,3,27.3,18.9,1,Match Report
292,Mainz 05,2025-01-19,1.7,@,Union Berlin,de Bundesliga,L 1-2,1,2,-1,66,0,1,1,0,1.7,0.9,-0.4,-0.4,0.8,1.1,-0.7,-0.9,-0.8,0.11,8,0,,0,0,20.7,0,Match Report
293,Hoffenheim,2025-01-18,0.8,@,Holstein Kiel,de Bundesliga,W 3-1,3,1,+2,47,3,0,0,0,0.8,0.8,-0.3,-0.3,0.5,1.1,+2.2,+2.2,+0.5,0.07,11,0.27,0.5,6,54.5,13.7,0,Match Report
294,Bayern Munich,2025-01-18,3,,Wolfsburg,de Bundesliga,W 3-2,3,2,+1,71,3,0,0,0,3,3,+2.5,+2.5,2.9,3.1,0,0,+0.1,0.12,25,0.12,0.3,10,40,15.3,1,Match Report
295,Heidenheim,2025-01-18,0.7,,St. Pauli,de Bundesliga,L 0-2,0,2,-2,60,0,0,0,0,0.7,0.7,-1.3,-0.5,0.6,1,-0.7,-0.7,-0.6,0.08,8,0,0,1,12.5,14.1,0,Match Report
296,Holstein Kiel,2025-01-18,1,,Hoffenheim,de Bundesliga,L 1-3,1,3,-2,53,1,0,0,0,1,1,+0.3,+0.3,0.8,0.8,0,0,+0.2,0.09,12,0.08,0.33,3,25,16.3,1,Match Report
297,Gladbach,2025-01-18,0.6,@,Leverkusen,de Bundesliga,L 1-3,1,3,-2,45,1,0,0,0,0.6,0.6,-1.5,-0.7,0.5,0.4,+0.4,+0.4,+0.5,0.09,7,0.14,0.25,4,57.1,17.7,0,Match Report
298,Wolfsburg,2025-01-18,0.5,@,Bayern Munich,de Bundesliga,L 2-3,2,3,-1,29,2,0,0,0,0.5,0.5,-2.5,-2.5,0.4,0.1,+1.5,+1.5,+0.6,0.08,7,0.29,0.67,3,42.9,17.3,0,Match Report
299,St. Pauli,2025-01-18,1.9,@,Heidenheim,de Bundesliga,W 2-0,2,0,+2,40,1,1,1,0,1.9,1.2,+1.3,+0.5,1.1,1.1,+0.1,-0.2,-0.1,0.19,6,0.17,0.33,3,50,17.7,0,Match Report
300,Stuttgart,2025-01-18,1.9,,Freiburg,de Bundesliga,W 4-0,4,0,+4,56,3,1,1,0,1.9,1.2,+1.7,+1.0,1.2,0.9,+2.1,+1.8,+1.8,0.11,11,0.27,0.5,6,54.5,16.2,0,Match Report
301,Freiburg,2025-01-18,0.2,@,Stuttgart,de Bundesliga,L 0-4,0,4,-4,44,0,0,0,0,0.2,0.2,-1.7,-1,0.1,0.2,-0.2,-0.2,-0.1,0.05,4,0,,0,0,17.7,0,Match Report
302,RB Leipzig,2025-01-18,2.2,@,Bochum,de Bundesliga,D 3-3,3,3,0,55,3,0,0,0,2.2,2.2,-0.5,+0.3,2.2,2.3,+0.8,+0.8,-0.2,0.2,11,0.27,1,3,27.3,13.5,0,Match Report
303,Bochum,2025-01-18,2.7,,RB Leipzig,de Bundesliga,D 3-3,3,3,0,45,2,1,1,0,2.7,1.9,+0.5,-0.3,2.2,2.5,+0.3,+0.1,-0.2,0.18,13,0.15,1,2,15.4,19.3,0,Match Report
304,Leverkusen,2025-01-18,2.1,,Gladbach,de Bundesliga,W 3-1,3,1,+2,55,2,1,1,0,2.1,1.3,+1.5,+0.7,1.2,1.1,+0.9,+0.7,+0.8,0.14,9,0.22,0.5,4,44.4,17.1,0,Match Report
305,Dortmund,2025-01-17,0.8,@,Eint Frankfurt,de Bundesliga,L 0-2,0,2,-2,67,0,0,0,0,0.8,0.8,-0.9,-0.9,0.8,1.8,-0.8,-0.8,-0.8,0.07,12,0,0,3,25,15,0,Match Report
306,Eint Frankfurt,2025-01-17,1.7,,Dortmund,de Bundesliga,W 2-0,2,0,+2,33,2,0,0,0,1.7,1.7,+0.9,+0.9,1.1,0.7,+0.3,+0.3,-0.1,0.13,13,0.15,0.4,5,38.5,16.3,0,Match Report
307,Hoffenheim,2025-01-15,0.2,@,Bayern Munich,de Bundesliga,L 0-5,0,5,-5,35,0,0,0,0,0.2,0.2,-3.1,-2.4,0.2,0.4,-0.2,-0.2,-0.2,0.05,5,0,0,2,40,28,0,Match Report
308,Bayern Munich,2025-01-15,3.4,,Hoffenheim,de Bundesliga,W 5-0,5,0,+5,65,4,1,1,0,3.4,2.6,+3.1,+2.4,1.6,2.9,+1.6,+1.4,+1.4,0.11,24,0.17,0.44,9,37.5,15.7,0,Match Report
309,Augsburg,2025-01-15,1.2,@,Union Berlin,de Bundesliga,W 2-0,2,0,+2,45,2,0,0,0,1.2,1.2,+0.5,+0.5,1.1,1.2,+0.8,+0.8,-0.1,0.11,11,0.18,0.4,5,45.5,16,0,Match Report
310,Heidenheim,2025-01-15,1.4,@,Werder Bremen,de Bundesliga,D 3-3,3,3,0,48,3,0,0,0,1.4,1.4,-0.1,-0.1,0.9,1,+1.6,+1.6,+0.1,0.11,14,0.21,0.6,5,35.7,17.6,1,Match Report
311,St. Pauli,2025-01-15,0.7,@,Bochum,de Bundesliga,L 0-1,0,1,-1,49,0,0,0,0,0.7,0.7,-0.8,-0.8,0.5,0.5,-0.7,-0.7,-0.5,0.06,12,0,0,1,8.3,18.3,1,Match Report
312,Stuttgart,2025-01-15,2.5,,RB Leipzig,de Bundesliga,W 2-1,2,1,+1,58,2,0,0,0,2.5,2.5,+1.6,+1.6,2.3,1.6,-0.5,-0.5,-1.3,0.21,14,0.14,0.33,6,42.9,16.3,0,Match Report
313,Werder Bremen,2025-01-15,1.5,,Heidenheim,de Bundesliga,D 3-3,3,3,0,52,3,0,0,0,1.5,1.5,+0.1,+0.1,1.2,1.7,+1.5,+1.5,+0.8,0.13,12,0.25,0.6,5,41.7,17.2,1,Match Report
314,Union Berlin,2025-01-15,0.8,,Augsburg,de Bundesliga,L 0-2,0,2,-2,55,0,0,0,0,0.8,0.8,-0.5,-0.5,0.6,0.6,-0.8,-0.8,-0.6,0.06,13,0,0,2,15.4,17.1,0,Match Report
315,RB Leipzig,2025-01-15,1,@,Stuttgart,de Bundesliga,L 1-2,1,2,-1,42,1,0,0,0,1,1,-1.6,-1.6,1,0.4,0,0,0,0.16,6,0.17,0.33,3,50,19.9,0,Match Report
316,Bochum,2025-01-15,1.4,,St. Pauli,de Bundesliga,W 1-0,1,0,+1,51,1,0,0,0,1.4,1.4,+0.8,+0.8,1.4,1.4,-0.4,-0.4,-0.4,0.11,13,0.08,0.2,5,38.5,15.2,0,Match Report
317,Holstein Kiel,2025-01-14,1.6,,Dortmund,de Bundesliga,W 4-2,4,2,+2,25,4,0,0,0,1.6,1.6,+0.6,+0.6,1.2,0.7,+2.4,+2.4,+1.8,0.14,11,0.36,0.57,7,63.6,19.3,0,Match Report
318,Gladbach,2025-01-14,1.1,@,Wolfsburg,de Bundesliga,L 1-5,1,5,-4,65,1,0,0,0,1.1,1.1,-2.8,-2,0.8,0.7,-0.1,-0.1,+0.2,0.12,9,0.11,0.2,5,55.6,21.6,1,Match Report
319,Wolfsburg,2025-01-14,3.9,,Gladbach,de Bundesliga,W 5-1,5,1,+4,35,4,1,1,0,3.9,3.1,+2.8,+2.0,3,2.8,+1.1,+0.9,0,0.21,15,0.27,1,4,26.7,17.7,1,Match Report
320,Mainz 05,2025-01-14,0.7,@,Leverkusen,de Bundesliga,L 0-1,0,1,-1,34,0,0,0,0,0.7,0.7,-1.1,-1.1,0.2,0.4,-0.7,-0.7,-0.2,0.11,7,0,0,4,57.1,15,0,Match Report
321,Freiburg,2025-01-14,0.5,@,Eint Frankfurt,de Bundesliga,L 1-4,1,4,-3,36,1,0,0,0,0.5,0.5,-1.9,-1.9,0.4,0.5,+0.5,+0.5,+0.6,0.07,7,0.14,0.2,5,71.4,25,1,Match Report
322,Dortmund,2025-01-14,1,@,Holstein Kiel,de Bundesliga,L 2-4,2,4,-2,75,2,0,0,0,1,1,-0.6,-0.6,0.8,1.3,+1.0,+1.0,+0.2,0.07,16,0.13,0.5,4,25,18,0,Match Report
323,Leverkusen,2025-01-14,1.8,,Mainz 05,de Bundesliga,W 1-0,1,0,+1,66,1,0,0,0,1.8,1.8,+1.1,+1.1,1,1.6,-0.8,-0.8,-1,0.09,20,0.05,0.13,8,40,18.2,1,Match Report
